geo_id,state_id,county_id,county_name,%_eduction_population_25_and_over_less_than_9th_grade,%_eduction_population_25_and_over_9th-12th_no_diploma,%_eduction_population_25_and_over_high_school_graduate,%_eduction_population_25_and_over_some_college_no_degree,%_eduction_population_25_and_over_associates_degree,%_eduction_population_25_and_over_bachelors_degree,%_eduction_population_25_and_over_graduate_or_professional_degree
0500000US28151,28,151,Washington County,8.4,13.1,30.5,21.8,7.3,11.5,7.3
0500000US28111,28,111,Perry County,6.0,12.7,40.1,20.3,9.9,8.5,2.5
0500000US28019,28,019,Choctaw County,8.6,11.0,38.0,16.5,8.4,10.8,6.9
0500000US28057,28,057,Itawamba County,6.4,15.1,30.2,25.8,9.0,8.5,4.9
0500000US28015,28,015,Carroll County,5.5,12.7,33.4,25.1,8.7,9.5,5.0
0500000US28043,28,043,Grenada County,6.6,13.4,27.6,22.0,10.7,12.4,7.2
0500000US28063,28,063,Jefferson County,11.4,13.8,36.1,18.5,5.2,5.4,9.6
0500000US28041,28,041,Greene County,6.3,16.6,35.6,25.8,7.1,6.3,2.3
0500000US28093,28,093,Marshall County,5.0,13.7,40.1,21.7,5.7,10.0,3.7
0500000US28119,28,119,Quitman County,12.0,17.3,30.2,21.5,7.6,7.7,3.7
0500000US28011,28,011,Bolivar County,7.7,15.4,24.7,20.8,7.7,14.3,9.5
0500000US28073,28,073,Lamar County,3.3,5.9,23.5,23.0,9.1,22.2,13.0
0500000US28081,28,081,Lee County,4.2,12.1,25.0,24.8,10.1,15.3,8.6
0500000US28113,28,113,Pike County,5.8,12.5,35.6,20.0,10.5,10.2,5.3
0500000US28135,28,135,Tallahatchie County,8.5,22.6,31.6,17.7,8.2,7.6,3.7
0500000US28129,28,129,Smith County,6.0,12.4,42.0,18.7,8.4,6.7,5.8
0500000US28131,28,131,Stone County,5.6,14.2,34.1,22.9,8.9,10.1,4.4
0500000US28149,28,149,Warren County,4.1,8.7,31.2,23.1,9.5,14.0,9.3
0500000US28023,28,023,Clarke County,4.7,14.3,36.4,22.4,10.5,7.9,3.8
0500000US28069,28,069,Kemper County,5.8,10.9,37.5,24.9,9.9,6.8,4.3
0500000US28097,28,097,Montgomery County,6.4,14.2,34.3,17.9,7.0,14.2,6.2
0500000US28105,28,105,Oktibbeha County,3.2,6.3,20.4,19.5,7.1,21.3,22.2
0500000US28109,28,109,Pearl River County,5.0,11.0,29.9,26.0,11.7,11.0,5.4
0500000US28079,28,079,Leake County,8.3,14.4,36.6,20.6,7.3,8.2,4.6
0500000US28103,28,103,Noxubee County,12.2,15.6,32.2,17.6,8.8,9.6,3.9
0500000US28099,28,099,Neshoba County,6.1,15.8,34.0,22.8,9.1,7.9,4.4
0500000US28121,28,121,Rankin County,3.1,7.4,26.3,23.3,10.7,18.4,10.8
0500000US28137,28,137,Tate County,5.5,12.9,32.6,21.6,10.0,12.2,5.2
0500000US28077,28,077,Lawrence County,4.8,12.0,37.3,18.1,12.2,9.0,6.6
0500000US28107,28,107,Panola County,7.1,14.5,37.8,15.8,9.9,9.3,5.5
0500000US28161,28,161,Yalobusha County,5.9,10.9,38.5,22.5,8.0,10.4,3.8
0500000US28017,28,017,Chickasaw County,9.2,18.5,37.0,15.3,7.7,9.3,3.1
0500000US28029,28,029,Copiah County,6.9,13.1,33.2,21.1,11.4,10.4,3.8
0500000US28039,28,039,George County,4.9,13.4,38.9,20.8,9.3,7.3,5.3
0500000US28049,28,049,Hinds County,4.0,9.1,24.8,24.2,8.9,17.1,12.0
0500000US28101,28,101,Newton County,4.9,10.5,30.5,25.6,11.9,12.7,3.9
0500000US28145,28,145,Union County,7.1,15.1,31.6,21.0,10.4,8.9,5.8
0500000US28125,28,125,Sharkey County,9.8,16.5,24.2,25.3,5.6,14.1,4.6
0500000US28139,28,139,Tippah County,9.7,12.6,35.9,18.4,7.8,10.3,5.2
0500000US28035,28,035,Forrest County,4.1,8.9,26.6,23.1,9.6,16.3,11.4
0500000US28045,28,045,Hancock County,3.6,9.8,27.2,27.1,9.1,14.8,8.4
0500000US28071,28,071,Lafayette County,2.7,7.8,18.8,19.1,7.6,23.9,20.0
0500000US28055,28,055,Issaquena County,10.1,19.7,37.7,23.3,2.5,2.8,4.0
0500000US28087,28,087,Lowndes County,5.0,9.3,31.5,21.4,9.3,14.6,9.0
0500000US28083,28,083,Leflore County,10.0,11.2,36.5,20.1,4.7,10.7,6.8
0500000US28157,28,157,Wilkinson County,12.0,16.0,40.3,12.2,5.7,8.6,5.2
0500000US28047,28,047,Harrison County,4.4,8.5,29.4,25.4,10.0,14.1,8.1
0500000US28065,28,065,Jefferson Davis County,5.7,15.5,35.8,20.8,8.3,7.5,6.4
0500000US28085,28,085,Lincoln County,4.3,9.1,37.4,22.1,11.1,9.9,6.2
0500000US28123,28,123,Scott County,10.4,15.3,35.5,18.1,8.0,8.3,4.4
0500000US28159,28,159,Winston County,6.5,13.7,32.5,22.0,8.7,11.4,5.1
0500000US28163,28,163,Yazoo County,8.0,14.7,37.2,18.8,6.7,9.6,5.1
0500000US28009,28,009,Benton County,11.2,19.0,33.9,20.4,5.2,5.7,4.6
0500000US28037,28,037,Franklin County,7.9,7.8,35.1,25.1,8.8,10.9,4.4
0500000US28061,28,061,Jasper County,4.3,12.6,37.2,20.8,10.6,9.7,4.8
0500000US28067,28,067,Jones County,7.1,9.6,30.5,22.0,10.2,11.8,8.8
0500000US28095,28,095,Monroe County,7.0,12.0,35.8,19.7,8.4,11.8,5.4
0500000US28133,28,133,Sunflower County,8.7,18.4,29.5,21.0,7.0,10.1,5.3
0500000US28155,28,155,Webster County,5.5,9.9,36.8,19.7,10.7,11.1,6.2
0500000US28001,28,001,Adams County,7.5,14.0,34.6,18.7,7.3,10.4,7.4
0500000US28025,28,025,Clay County,5.4,12.9,33.9,19.5,8.1,13.1,7.0
0500000US28031,28,031,Covington County,5.2,11.7,37.3,19.9,8.4,10.5,6.9
0500000US28053,28,053,Humphreys County,8.9,19.8,32.8,18.6,5.4,7.7,6.7
0500000US29123,29,123,Madison County,8.0,9.8,34.4,23.5,9.1,10.1,5.0
0500000US29229,29,229,Wright County,8.7,10.5,44.2,18.9,6.4,7.1,4.2
0500000US29217,29,217,Vernon County,4.3,7.2,41.9,21.0,8.0,10.5,7.1
0500000US29195,29,195,Saline County,7.2,8.7,39.4,21.9,4.8,11.4,6.5
0500000US29147,29,147,Nodaway County,3.0,4.6,38.6,21.0,5.1,15.4,12.4
0500000US29041,29,041,Chariton County,2.0,7.9,48.9,15.2,7.5,12.1,6.3
0500000US29079,29,079,Grundy County,5.5,6.7,40.0,18.7,10.4,11.3,7.5
0500000US29141,29,141,Morgan County,9.0,11.7,40.1,19.4,7.0,8.1,4.7
0500000US29223,29,223,Wayne County,8.4,16.4,37.5,21.9,5.6,6.9,3.4
0500000US29017,29,017,Bollinger County,7.0,13.6,46.5,18.9,4.5,6.7,2.7
0500000US29031,29,031,Cape Girardeau County,3.2,6.1,32.1,21.9,6.2,19.0,11.5
0500000US29205,29,205,Shelby County,4.0,5.9,42.6,24.2,6.4,11.8,5.2
0500000US29225,29,225,Webster County,5.6,7.6,38.4,24.0,7.5,10.6,6.3
0500000US29005,29,005,Atchison County,3.1,6.3,39.6,21.5,7.0,16.5,6.0
0500000US29013,29,013,Bates County,3.5,9.8,46.2,19.5,6.0,9.9,5.0
0500000US29015,29,015,Benton County,4.8,9.3,40.8,23.8,7.9,8.1,5.3
0500000US29035,29,035,Carter County,3.2,13.7,37.3,23.3,6.0,11.3,5.2
0500000US29057,29,057,Dade County,4.7,9.1,44.1,22.5,6.0,10.0,3.6
0500000US29115,29,115,Linn County,3.7,7.3,46.0,18.9,8.6,10.2,5.2
0500000US29091,29,091,Howell County,3.9,8.8,39.6,22.2,9.0,9.1,7.4
0500000US29101,29,101,Johnson County,2.6,5.4,30.3,24.3,9.1,16.7,11.7
0500000US29105,29,105,Laclede County,4.2,12.2,39.2,21.2,8.5,10.7,4.0
0500000US29125,29,125,Maries County,4.8,8.8,40.3,21.0,11.0,10.1,3.9
0500000US29161,29,161,Phelps County,4.8,7.4,29.9,20.0,8.4,16.4,13.0
0500000US29165,29,165,Platte County,1.3,3.3,21.8,23.7,8.1,25.5,16.3
0500000US29187,29,187,St. Francois County,4.1,11.5,37.7,23.5,9.2,8.0,6.0
0500000US29003,29,003,Andrew County,2.4,5.6,38.1,22.9,7.2,15.3,8.5
0500000US29033,29,033,Carroll County,3.6,9.9,45.2,17.8,6.4,11.7,5.3
0500000US29061,29,061,Daviess County,7.1,8.3,40.8,18.0,7.8,13.5,4.6
0500000US29103,29,103,Knox County,6.0,5.9,46.1,19.7,6.5,10.9,4.9
0500000US29127,29,127,Marion County,3.4,8.1,38.2,21.3,8.1,13.6,7.3
0500000US29151,29,151,Osage County,4.6,5.5,43.9,17.5,9.6,14.1,4.8
0500000US29181,29,181,Ripley County,6.5,13.5,42.0,21.6,5.5,7.0,3.9
0500000US29219,29,219,Warren County,3.8,8.4,38.4,23.1,7.8,12.5,6.0
0500000US29007,29,007,Audrain County,4.5,10.0,46.4,17.7,6.9,9.3,5.2
0500000US29043,29,043,Christian County,2.1,6.0,30.4,24.3,9.1,18.5,9.7
0500000US29077,29,077,Greene County,2.2,6.2,28.2,25.6,7.7,19.0,11.1
0500000US29081,29,081,Harrison County,6.0,6.8,45.8,17.0,8.3,10.7,5.5
0500000US29185,29,185,St. Clair County,3.9,11.9,42.5,21.1,7.1,8.6,4.8
0500000US29001,29,001,Adair County,3.4,6.0,35.8,17.7,7.1,14.5,15.5
0500000US29199,29,199,Scotland County,16.1,6.8,39.0,19.1,7.0,8.8,3.2
0500000US29211,29,211,Sullivan County,7.1,8.4,49.3,16.6,6.4,7.2,4.9
0500000US29045,29,045,Clark County,5.6,9.3,44.0,18.6,9.0,8.6,4.9
0500000US29099,29,099,Jefferson County,2.7,8.5,31.8,25.2,11.7,13.5,6.6
0500000US29111,29,111,Lewis County,4.1,8.9,45.9,20.2,6.9,8.4,5.6
0500000US29143,29,143,New Madrid County,6.2,15.8,44.3,17.2,3.8,7.1,5.6
0500000US29157,29,157,Perry County,4.6,7.8,44.7,20.1,6.8,10.8,5.2
0500000US29173,29,173,Ralls County,4.7,6.8,49.0,18.9,7.0,8.7,4.9
0500000US29177,29,177,Ray County,3.6,9.3,46.0,21.5,5.8,9.9,4.0
0500000US29189,29,189,St. Louis County,2.0,4.7,21.2,21.2,7.7,24.8,18.3
0500000US29209,29,209,Stone County,2.9,10.6,33.1,28.0,7.0,13.0,5.4
0500000US29009,29,009,Barry County,5.9,11.9,40.9,20.0,6.9,10.1,4.3
0500000US29019,29,019,Boone County,1.7,4.1,21.2,19.7,7.2,25.8,20.2
0500000US29039,29,039,Cedar County,6.3,9.3,40.2,22.1,6.8,9.8,5.6
0500000US29055,29,055,Crawford County,7.8,15.2,39.3,20.6,5.9,7.5,3.7
0500000US29093,29,093,Iron County,6.3,12.9,42.2,20.5,7.2,7.6,3.3
0500000US29117,29,117,Livingston County,4.0,10.0,38.7,17.6,10.4,12.7,6.6
0500000US29135,29,135,Moniteau County,7.5,8.3,42.3,18.0,4.9,14.2,4.8
0500000US29149,29,149,Oregon County,7.4,10.7,40.2,21.5,7.9,8.5,3.8
0500000US29159,29,159,Pettis County,6.0,8.9,34.5,22.9,9.3,11.6,6.7
0500000US29186,29,186,Ste. Genevieve County,3.6,7.7,40.0,21.4,9.5,10.9,6.8
0500000US29175,29,175,Randolph County,4.4,9.3,35.4,23.9,11.8,9.7,5.6
0500000US29069,29,069,Dunklin County,10.4,14.1,37.4,18.4,6.6,8.8,4.3
0500000US29071,29,071,Franklin County,3.7,8.2,32.8,24.9,10.3,12.7,7.4
0500000US29089,29,089,Howard County,3.9,7.7,38.5,19.0,6.5,15.0,9.5
0500000US29095,29,095,Jackson County,3.1,6.6,28.4,23.8,7.3,19.7,11.2
0500000US29131,29,131,Miller County,4.8,8.7,43.1,19.8,7.0,10.5,6.1
0500000US29169,29,169,Pulaski County,2.8,5.8,27.6,26.8,11.1,16.5,9.4
0500000US29171,29,171,Putnam County,4.2,6.5,41.0,18.8,10.6,12.5,6.4
0500000US29213,29,213,Taney County,2.4,8.9,34.0,28.9,7.4,12.4,6.1
0500000US29215,29,215,Texas County,3.9,12.7,39.9,23.3,6.1,9.7,4.4
0500000US29021,29,021,Buchanan County,3.8,8.0,37.0,24.3,6.2,13.7,7.0
0500000US29025,29,025,Caldwell County,2.9,6.9,43.2,21.0,7.8,13.5,4.7
0500000US29027,29,027,Callaway County,3.8,10.2,37.2,19.7,6.7,14.5,7.8
0500000US29037,29,037,Cass County,2.4,5.2,33.1,24.8,8.3,17.2,9.0
0500000US29049,29,049,Clinton County,1.5,6.9,39.4,24.5,8.3,14.2,5.2
0500000US29053,29,053,Cooper County,3.6,7.4,38.8,20.8,7.8,14.8,6.7
0500000US29059,29,059,Dallas County,7.6,10.4,42.1,21.6,5.9,6.9,5.4
0500000US29075,29,075,Gentry County,4.7,6.1,43.0,21.6,6.5,12.2,5.8
0500000US29085,29,085,Hickory County,3.9,11.2,43.4,22.5,9.0,6.3,3.7
0500000US29113,29,113,Lincoln County,2.4,9.3,42.2,20.6,9.6,11.0,4.9
0500000US29133,29,133,Mississippi County,10.6,14.9,39.6,19.0,3.5,8.7,3.7
0500000US29137,29,137,Monroe County,3.8,6.7,48.3,21.0,7.3,8.9,4.0
0500000US29145,29,145,Newton County,4.5,8.8,34.4,24.2,8.4,13.2,6.5
0500000US29153,29,153,Ozark County,4.7,12.3,44.6,20.7,5.4,6.7,5.5
0500000US29163,29,163,Pike County,5.3,10.7,45.1,17.9,4.9,12.1,4.1
0500000US29183,29,183,St. Charles County,1.4,3.9,25.1,22.5,9.3,24.1,13.7
0500000US30017,30,017,Custer County,3.2,4.2,29.7,27.5,13.0,15.0,7.4
0500000US30041,30,041,Hill County,3.8,6.6,29.7,23.2,12.1,18.3,6.2
0500000US30075,30,075,Powder River County,1.6,3.6,28.4,32.7,7.2,21.7,4.7
0500000US30067,30,067,Park County,1.4,3.1,31.6,24.7,6.8,22.1,10.3
0500000US30085,30,085,Roosevelt County,3.7,9.6,34.6,26.3,8.7,12.3,4.8
0500000US30005,30,005,Blaine County,3.6,7.4,25.9,28.5,12.8,16.6,5.2
0500000US30051,30,051,Liberty County,20.0,5.0,23.8,24.9,9.8,11.7,4.8
0500000US30083,30,083,Richland County,2.9,4.7,38.1,24.2,11.0,13.9,5.1
0500000US30099,30,099,Teton County,3.2,4.5,32.4,26.4,9.0,16.9,7.5
0500000US30101,30,101,Toole County,7.0,7.9,39.1,23.2,8.4,12.4,2.1
0500000US30025,30,025,Fallon County,2.5,2.3,35.7,28.8,13.3,10.3,7.0
0500000US30019,30,019,Daniels County,0.8,4.0,38.2,26.3,8.9,17.4,4.5
0500000US30045,30,045,Judith Basin County,1.7,3.0,33.4,22.4,10.8,23.8,4.8
0500000US30093,30,093,Silver Bow County,2.3,5.8,33.8,23.2,8.5,17.8,8.6
0500000US30023,30,023,Deer Lodge County,2.3,7.8,37.7,24.8,9.9,13.0,4.4
0500000US30043,30,043,Jefferson County,1.3,3.9,28.5,22.9,9.4,24.1,9.9
0500000US30055,30,055,McCone County,2.4,4.4,41.1,25.6,10.4,14.9,1.3
0500000US30107,30,107,Wheatland County,12.9,7.3,35.3,22.3,2.4,14.7,5.1
0500000US30087,30,087,Rosebud County,3.7,9.1,32.1,25.3,11.7,13.6,4.4
0500000US30011,30,011,Carter County,2.1,5.0,36.2,26.5,12.7,14.8,2.6
0500000US30021,30,021,Dawson County,1.1,4.8,37.1,21.3,14.6,15.0,6.0
0500000US30007,30,007,Broadwater County,1.8,3.8,36.7,22.5,8.2,19.1,7.9
0500000US30047,30,047,Lake County,2.4,6.4,29.7,25.1,8.4,18.4,9.7
0500000US30073,30,073,Pondera County,4.0,3.4,34.0,23.8,10.1,18.4,6.4
0500000US30111,30,111,Yellowstone County,1.7,4.6,30.3,23.7,8.7,21.8,9.1
0500000US30081,30,081,Ravalli County,2.2,6.8,30.3,23.8,9.8,16.3,10.8
0500000US30105,30,105,Valley County,1.5,4.6,37.4,25.2,10.3,15.5,5.3
0500000US30027,30,027,Fergus County,1.5,5.3,29.8,24.5,9.9,22.1,6.8
0500000US30061,30,061,Mineral County,4.3,6.5,36.3,24.6,11.0,11.8,5.5
0500000US30069,30,069,Petroleum County,0.0,1.2,40.5,17.5,11.8,19.5,9.5
0500000US30089,30,089,Sanders County,3.4,7.4,42.7,21.7,7.7,13.3,3.8
0500000US30109,30,109,Wibaux County,6.8,5.8,40.6,17.6,8.3,18.3,2.5
0500000US30059,30,059,Meagher County,1.1,4.3,40.3,21.3,6.9,18.7,7.3
0500000US30009,30,009,Carbon County,2.1,3.7,28.8,25.3,8.0,21.1,10.9
0500000US30029,30,029,Flathead County,1.4,4.7,29.9,23.6,10.5,20.2,9.7
0500000US30071,30,071,Phillips County,3.3,7.3,35.8,27.0,6.1,14.9,5.6
0500000US31001,31,001,Adams County,4.1,5.9,28.0,24.8,12.2,15.5,9.4
0500000US31109,31,109,Lancaster County,2.7,3.8,21.9,21.6,11.2,24.7,14.1
0500000US31011,31,011,Boone County,2.0,3.8,34.3,24.6,14.7,14.3,6.3
0500000US31149,31,149,Rock County,2.4,2.6,38.9,25.9,9.2,16.1,4.8
0500000US31007,31,007,Banner County,0.0,2.9,29.2,32.9,14.2,14.2,6.4
0500000US31163,31,163,Sherman County,3.0,4.0,38.8,25.8,10.3,12.5,5.7
0500000US31147,31,147,Richardson County,1.6,5.2,35.7,28.3,11.0,12.8,5.5
0500000US31093,31,093,Howard County,4.4,2.8,37.4,25.0,10.0,15.5,5.0
0500000US31089,31,089,Holt County,3.1,4.2,33.0,22.8,15.6,15.5,5.7
0500000US31065,31,065,Furnas County,3.4,8.0,33.2,25.4,11.0,15.3,3.6
0500000US31073,31,073,Gosper County,0.9,3.4,35.1,21.7,12.5,18.6,7.8
0500000US31151,31,151,Saline County,11.2,4.6,35.2,20.7,14.1,9.5,4.8
0500000US31153,31,153,Sarpy County,1.7,3.1,21.1,24.2,9.9,25.8,14.3
0500000US31173,31,173,Thurston County,3.5,8.9,32.9,26.3,11.7,11.2,5.5
0500000US31177,31,177,Washington County,1.0,3.3,30.9,22.3,12.2,21.9,8.3
0500000US31015,31,015,Boyd County,2.3,3.1,41.7,22.8,11.8,14.5,3.7
0500000US31031,31,031,Cherry County,2.5,6.3,32.7,29.0,8.5,15.2,6.1
0500000US31053,31,053,Dodge County,5.1,5.5,36.3,23.7,10.8,12.0,6.5
0500000US31059,31,059,Fillmore County,3.5,4.6,36.1,21.3,14.7,14.6,5.3
0500000US31069,31,069,Garden County,1.4,5.4,31.3,25.2,11.8,19.8,5.1
0500000US31091,31,091,Hooker County,3.3,3.1,34.6,20.4,14.7,17.0,6.8
0500000US31123,31,123,Morrill County,4.6,8.8,32.9,24.0,11.6,14.4,3.8
0500000US31127,31,127,Nemaha County,1.9,5.0,31.4,23.8,9.7,20.1,8.0
0500000US31159,31,159,Seward County,2.1,3.8,26.9,21.6,16.4,19.6,9.6
0500000US31171,31,171,Thomas County,0.9,6.6,29.3,28.9,10.3,19.1,4.9
0500000US31043,31,043,Dakota County,15.5,9.9,36.4,18.0,7.6,8.6,4.0
0500000US31181,31,181,Webster County,2.2,5.6,34.9,22.3,12.4,14.1,8.5
0500000US31003,31,003,Antelope County,2.4,5.2,33.0,25.4,14.9,13.9,5.2
0500000US31023,31,023,Butler County,2.8,5.1,37.7,22.2,12.3,15.2,4.7
0500000US31035,31,035,Clay County,4.2,5.1,32.7,23.0,16.6,13.0,5.3
0500000US31041,31,041,Custer County,2.5,4.6,31.7,29.3,10.9,13.9,7.0
0500000US31067,31,067,Gage County,4.7,5.6,35.2,22.3,12.0,14.7,5.5
0500000US31081,31,081,Hamilton County,1.0,4.4,30.7,26.6,11.3,18.5,7.5
0500000US31099,31,099,Kearney County,1.8,2.1,34.2,27.3,11.9,16.0,6.7
0500000US31101,31,101,Keith County,2.2,6.7,31.8,26.0,12.7,14.3,6.4
0500000US31119,31,119,Madison County,5.4,4.5,30.7,21.3,15.7,16.0,6.4
0500000US31135,31,135,Perkins County,4.1,6.5,25.3,30.3,7.9,18.8,7.0
0500000US31155,31,155,Saunders County,1.7,5.6,29.8,25.1,12.5,17.4,7.9
0500000US31179,31,179,Wayne County,0.9,3.3,25.4,22.5,13.4,22.6,11.8
0500000US31103,31,103,Keya Paha County,3.1,1.6,35.6,19.6,17.2,14.9,8.0
0500000US31107,31,107,Knox County,3.6,5.3,33.3,23.1,13.1,15.4,6.3
0500000US31111,31,111,Lincoln County,2.6,4.1,30.0,27.3,13.8,14.3,7.8
0500000US31139,31,139,Pierce County,3.1,2.1,34.4,18.6,19.5,16.8,5.5
0500000US31165,31,165,Sioux County,3.9,2.8,31.0,24.2,11.5,22.2,4.5
0500000US31025,31,025,Cass County,1.1,4.0,29.9,24.9,12.7,18.8,8.6
0500000US31051,31,051,Dixon County,3.5,7.9,36.2,20.5,11.4,14.6,5.9
0500000US31057,31,057,Dundy County,4.1,14.0,22.3,28.7,11.5,13.7,5.8
0500000US31077,31,077,Greeley County,3.9,2.4,33.8,28.4,14.2,12.4,5.0
0500000US31079,31,079,Hall County,7.0,8.3,31.0,23.1,9.7,15.0,6.0
0500000US31131,31,131,Otoe County,3.6,4.9,36.4,21.1,12.3,15.8,5.9
0500000US31145,31,145,Red Willow County,1.7,6.2,31.7,29.5,12.2,12.2,6.7
0500000US31045,31,045,Dawes County,2.1,2.7,23.9,24.8,9.5,20.3,16.6
0500000US31033,31,033,Cheyenne County,3.0,3.7,28.3,27.0,11.8,20.1,6.1
0500000US31047,31,047,Dawson County,14.1,8.0,32.0,20.1,10.1,10.9,4.7
0500000US31117,31,117,McPherson County,5.0,5.9,24.9,24.3,15.1,18.0,6.8
0500000US31125,31,125,Nance County,4.1,4.4,36.5,23.6,11.5,11.3,8.5
0500000US31167,31,167,Stanton County,3.8,3.3,32.3,24.8,19.3,12.1,4.5
0500000US31175,31,175,Valley County,2.8,4.7,36.3,24.6,8.7,17.7,5.2
0500000US31083,31,083,Harlan County,2.3,7.7,29.1,22.8,16.8,16.4,5.0
0500000US31009,31,009,Blaine County,0.0,3.7,31.8,23.9,17.9,13.6,9.1
0500000US31019,31,019,Buffalo County,2.5,4.4,24.9,23.8,9.6,23.2,11.5
0500000US31049,31,049,Deuel County,2.7,7.5,33.4,30.3,10.3,11.8,4.0
0500000US31087,31,087,Hitchcock County,0.9,6.4,37.5,23.7,12.9,12.8,5.9
0500000US31141,31,141,Platte County,5.8,5.6,30.7,22.1,13.6,15.6,6.6
0500000US31169,31,169,Thayer County,2.4,4.9,35.2,23.5,14.2,13.8,6.0
0500000US31013,31,013,Box Butte County,4.5,3.7,33.6,30.5,9.5,13.8,4.4
0500000US32001,32,001,Churchill County,4.1,5.0,32.4,30.2,10.9,12.2,5.3
0500000US32005,32,005,Douglas County,2.4,3.9,24.1,29.2,11.6,17.9,11.0
0500000US32027,32,027,Pershing County,7.9,10.4,33.7,25.2,8.0,7.8,7.0
0500000US32009,32,009,Esmeralda County,4.7,7.5,42.3,24.2,4.8,11.8,4.7
0500000US32013,32,013,Humboldt County,6.9,9.5,34.3,25.2,7.9,9.8,6.4
0500000US32021,32,021,Mineral County,1.4,11.5,36.7,28.7,7.3,10.6,3.8
0500000US32033,32,033,White Pine County,4.0,10.1,37.9,23.6,9.5,10.6,4.3
0500000US32007,32,007,Elko County,6.2,8.6,29.6,28.2,9.2,11.4,6.9
0500000US32017,32,017,Lincoln County,2.2,12.2,32.7,26.5,8.6,10.8,7.0
0500000US32023,32,023,Nye County,3.6,10.6,36.9,27.7,9.7,8.4,3.1
0500000US32029,32,029,Storey County,0.5,4.6,30.0,30.6,5.6,20.4,8.3
0500000US32031,32,031,Washoe County,4.8,6.9,23.9,25.6,8.3,19.0,11.4
0500000US32003,32,003,Clark County,6.1,8.2,28.6,25.4,7.9,15.8,8.1
0500000US32510,32,510,Carson City,4.1,8.6,27.5,27.5,10.1,14.2,8.1
0500000US32019,32,019,Lyon County,3.7,9.2,32.5,30.2,10.5,9.7,4.2
0500000US33005,33,005,Cheshire County,2.1,4.9,31.3,18.8,10.2,19.5,13.1
0500000US33013,33,013,Merrimack County,2.1,4.2,27.8,18.7,11.6,20.6,15.0
0500000US33009,33,009,Grafton County,2.3,4.9,27.0,17.0,8.3,20.3,20.1
0500000US33015,33,015,Rockingham County,1.5,3.7,25.1,18.7,10.3,25.5,15.3
0500000US33001,33,001,Belknap County,1.8,5.6,28.5,21.4,10.2,19.8,12.7
0500000US33019,33,019,Sullivan County,2.3,6.7,37.2,17.5,9.5,17.0,9.8
0500000US33011,33,011,Hillsborough County,2.9,5.3,26.3,18.4,9.8,23.8,13.5
0500000US33017,33,017,Strafford County,2.0,5.5,28.0,18.8,10.0,22.1,13.5
0500000US33007,33,007,Coos County,3.7,7.7,40.1,19.6,10.8,12.2,5.8
0500000US33003,33,003,Carroll County,1.5,4.7,29.9,19.9,10.4,21.0,12.6
0500000US34025,34,025,Monmouth County,2.7,4.1,24.0,16.9,7.3,27.1,17.8
0500000US34037,34,037,Sussex County,1.5,3.7,31.4,20.0,8.4,23.6,11.3
0500000US34011,34,011,Cumberland County,9.2,12.8,38.5,17.7,7.0,10.1,4.6
0500000US34013,34,013,Essex County,7.1,7.2,28.1,17.0,5.8,20.8,14.0
0500000US34029,34,029,Ocean County,2.7,5.5,33.9,20.8,7.9,19.4,9.8
0500000US34015,34,015,Gloucester County,2.3,4.9,33.0,19.0,9.0,21.0,10.9
0500000US34033,34,033,Salem County,4.6,7.7,37.7,18.9,10.1,14.3,6.7
0500000US34031,34,031,Passaic County,9.1,7.5,34.1,16.0,5.3,18.8,9.2
0500000US34007,34,007,Camden County,4.5,7.1,30.1,19.5,7.0,20.0,11.8
0500000US34003,34,003,Bergen County,4.0,3.8,23.5,14.6,5.9,30.1,18.1
0500000US34041,34,041,Warren County,3.7,5.1,31.5,19.1,8.8,21.0,10.8
0500000US34017,34,017,Hudson County,9.0,6.8,25.7,13.2,4.4,25.6,15.2
0500000US34005,34,005,Burlington County,2.1,4.3,28.3,19.3,8.5,24.1,13.4
0500000US34027,34,027,Morris County,2.8,2.9,20.2,13.9,6.6,30.9,22.7
0500000US35039,35,039,Rio Arriba County,4.8,9.0,31.3,27.9,8.7,12.5,6.0
0500000US35047,35,047,San Miguel County,7.3,11.5,26.3,23.6,8.7,12.7,10.0
0500000US35057,35,057,Torrance County,3.5,10.6,36.6,24.6,9.0,9.4,6.2
0500000US35035,35,035,Otero County,6.9,9.5,27.2,26.7,10.6,11.2,7.8
0500000US35006,35,006,Cibola County,4.9,12.5,31.8,26.4,11.0,8.6,4.9
0500000US35019,35,019,Guadalupe County,5.9,14.3,42.0,20.7,5.5,8.2,3.5
0500000US35003,35,003,Catron County,3.5,2.6,42.9,23.1,5.7,14.1,8.1
0500000US35029,35,029,Luna County,16.1,15.3,32.1,17.6,6.7,7.8,4.4
0500000US35031,35,031,McKinley County,9.4,15.2,33.7,22.8,7.3,6.3,5.3
0500000US35055,35,055,Taos County,3.9,7.0,26.3,27.9,6.9,16.1,11.9
0500000US35017,35,017,Grant County,5.4,7.4,25.5,26.0,8.3,16.2,11.1
0500000US35007,35,007,Colfax County,3.1,7.7,32.8,27.3,8.6,12.3,8.2
0500000US35015,35,015,Eddy County,5.7,9.8,36.9,22.3,9.3,10.0,6.0
0500000US35033,35,033,Mora County,2.5,5.9,34.9,37.1,8.5,5.9,5.2
0500000US35037,35,037,Quay County,6.1,11.1,39.9,19.9,7.3,8.5,7.3
0500000US35027,35,027,Lincoln County,3.9,4.6,29.1,24.4,8.7,20.4,8.9
