geo_id,state_id,county_id,county_name,%_eduction_population_25_and_over_less_than_9th_grade,%_eduction_population_25_and_over_9th-12th_no_diploma,%_eduction_population_25_and_over_high_school_graduate,%_eduction_population_25_and_over_some_college_no_degree,%_eduction_population_25_and_over_associates_degree,%_eduction_population_25_and_over_bachelors_degree,%_eduction_population_25_and_over_graduate_or_professional_degree
0500000US20013,20,013,Brown County,2.0,5.4,36.0,26.5,8.3,15.0,6.8
0500000US20147,20,147,Phillips County,2.0,5.4,36.2,23.2,11.0,15.3,7.0
0500000US20161,20,161,Riley County,1.4,2.8,18.5,23.5,7.7,25.1,20.8
0500000US20039,20,039,Decatur County,2.3,6.4,32.5,27.6,7.7,18.1,5.3
0500000US20087,20,087,Jefferson County,1.8,4.7,40.4,24.8,6.4,15.4,6.5
0500000US21031,21,031,Butler County,11.0,10.9,42.7,14.5,8.2,6.7,5.9
0500000US21061,21,061,Edmonson County,10.1,10.9,42.0,18.9,7.4,6.0,4.8
0500000US21097,21,097,Harrison County,7.5,9.1,40.3,21.2,7.1,8.3,6.5
0500000US21023,21,023,Bracken County,6.0,9.1,44.0,18.6,8.5,7.7,6.0
0500000US21143,21,143,Lyon County,3.0,9.0,41.2,21.8,8.9,8.4,7.5
0500000US21063,21,063,Elliott County,10.8,11.2,43.7,19.8,6.2,6.1,2.3
0500000US21111,21,111,Jefferson County,3.2,6.8,26.8,22.5,8.0,19.2,13.6
0500000US21123,21,123,Larue County,7.1,10.5,40.2,20.9,11.3,4.2,5.8
0500000US21161,21,161,Mason County,5.5,9.0,37.7,19.0,10.0,9.9,8.9
0500000US21167,21,167,Mercer County,7.0,7.8,38.4,17.8,11.4,10.2,7.3
0500000US21201,21,201,Robertson County,11.0,11.0,33.8,15.1,13.1,10.8,5.2
0500000US21207,21,207,Russell County,12.4,12.1,36.3,18.2,8.2,7.8,5.0
0500000US21229,21,229,Washington County,8.4,8.3,42.0,14.9,8.6,8.7,9.1
0500000US21007,21,007,Ballard County,4.4,10.4,37.7,24.9,9.3,7.9,5.5
0500000US21009,21,009,Barren County,8.5,8.7,41.6,18.0,7.2,10.3,5.7
0500000US21087,21,087,Green County,13.5,10.7,40.2,17.5,6.2,6.8,5.1
0500000US21091,21,091,Hancock County,5.3,9.8,42.8,21.9,9.3,6.0,5.0
0500000US21159,21,159,Martin County,13.9,13.3,39.3,16.6,8.6,5.1,3.3
0500000US21093,21,093,Hardin County,3.4,6.1,30.3,25.4,11.7,12.8,10.3
0500000US21149,21,149,McLean County,4.3,8.4,41.3,24.0,9.9,7.4,4.7
0500000US21183,21,183,Ohio County,8.1,9.8,42.8,19.6,6.4,6.8,6.5
0500000US21197,21,197,Powell County,9.5,10.0,42.0,18.7,5.1,9.2,5.5
0500000US21233,21,233,Webster County,7.0,11.6,46.1,16.6,8.9,6.6,3.3
0500000US21033,21,033,Caldwell County,4.3,7.8,46.0,21.1,5.5,6.5,8.8
0500000US21045,21,045,Casey County,13.3,11.7,38.4,16.4,6.9,6.6,6.8
0500000US21047,21,047,Christian County,5.4,8.7,32.1,26.1,10.3,9.9,7.4
0500000US21085,21,085,Grayson County,8.1,11.9,41.7,21.5,6.5,6.2,4.3
0500000US21103,21,103,Henry County,6.4,9.4,42.1,22.6,7.4,7.3,4.9
0500000US21107,21,107,Hopkins County,5.6,7.9,41.5,19.6,9.4,9.1,6.8
0500000US21109,21,109,Jackson County,10.1,15.5,42.6,14.1,5.5,7.4,4.8
0500000US21125,21,125,Laurel County,8.2,10.7,40.6,20.0,7.2,8.1,5.3
0500000US21157,21,157,Marshall County,4.1,8.2,37.7,22.6,8.7,9.9,9.0
0500000US21163,21,163,Meade County,3.9,7.9,34.3,24.3,11.4,10.5,7.8
0500000US21173,21,173,Montgomery County,6.5,8.9,40.8,22.2,5.4,9.9,6.5
0500000US21181,21,181,Nicholas County,8.3,14.3,42.5,15.5,9.2,5.4,4.8
0500000US21185,21,185,Oldham County,2.1,4.1,21.3,22.9,7.6,25.0,17.2
0500000US21187,21,187,Owen County,5.1,12.3,50.0,14.2,8.5,6.6,3.3
0500000US21203,21,203,Rockcastle County,13.1,9.3,43.6,18.1,5.3,6.4,4.2
0500000US21209,21,209,Scott County,3.4,6.2,30.5,22.2,9.2,17.1,11.4
0500000US21227,21,227,Warren County,5.6,6.7,28.1,20.8,8.3,18.6,12.0
0500000US21003,21,003,Allen County,9.2,9.8,39.5,18.1,8.7,9.3,5.3
0500000US21017,21,017,Bourbon County,6.6,8.4,37.3,22.1,6.8,11.5,7.4
0500000US21019,21,019,Boyd County,3.9,7.6,32.5,24.2,11.6,11.5,8.7
0500000US21029,21,029,Bullitt County,3.5,8.5,41.6,23.0,9.2,9.2,5.0
0500000US21055,21,055,Crittenden County,7.7,9.3,42.2,18.8,8.9,7.8,5.3
0500000US21067,21,067,Fayette County,3.8,5.3,20.0,20.3,7.6,24.3,18.6
0500000US21075,21,075,Fulton County,10.9,10.9,38.9,20.7,5.4,8.1,5.2
0500000US21115,21,115,Johnson County,9.4,10.2,34.8,21.5,9.3,8.6,6.3
0500000US21165,21,165,Menifee County,13.4,10.3,43.8,15.2,6.0,7.4,3.9
0500000US21175,21,175,Morgan County,13.5,13.1,37.1,17.0,5.7,7.0,6.6
0500000US21193,21,193,Perry County,11.7,11.6,34.8,20.7,8.9,5.2,7.2
0500000US21237,21,237,Wolfe County,15.0,15.1,37.8,19.0,5.5,2.2,5.4
0500000US21051,21,051,Clay County,17.6,18.1,34.2,16.1,4.4,4.3,5.3
0500000US21013,21,013,Bell County,14.4,16.1,38.6,14.8,7.2,3.9,5.0
0500000US21025,21,025,Breathitt County,11.1,14.9,36.4,16.8,6.4,6.5,7.8
0500000US21083,21,083,Graves County,6.1,8.6,39.4,21.3,8.4,9.7,6.6
0500000US21099,21,099,Hart County,11.7,12.7,40.4,16.5,6.9,6.6,5.2
0500000US21231,21,231,Wayne County,15.4,12.7,37.4,16.2,5.5,7.4,5.4
0500000US21155,21,155,Marion County,8.5,11.0,42.7,16.0,8.6,6.7,6.5
0500000US21221,21,221,Trigg County,4.7,7.9,31.3,28.6,10.6,10.9,6.1
0500000US21015,21,015,Boone County,2.5,4.7,27.9,25.0,8.3,20.4,11.2
0500000US21131,21,131,Leslie County,12.0,17.8,38.6,15.3,6.6,6.4,3.2
0500000US21121,21,121,Knox County,13.6,14.1,37.9,16.5,4.8,5.8,7.4
0500000US21127,21,127,Lawrence County,10.2,14.7,42.9,16.1,6.1,5.3,4.7
0500000US21139,21,139,Livingston County,5.2,11.2,44.5,21.4,6.4,7.4,4.0
0500000US21195,21,195,Pike County,10.6,13.3,38.5,17.9,6.7,6.4,6.6
0500000US21211,21,211,Shelby County,6.3,8.4,31.0,22.3,7.7,14.2,10.0
0500000US21005,21,005,Anderson County,4.2,7.1,36.8,21.6,10.1,12.5,7.8
0500000US21027,21,027,Breckinridge County,6.5,11.3,44.6,18.9,7.7,6.2,4.9
0500000US21073,21,073,Franklin County,4.3,6.7,30.6,22.2,6.4,18.7,11.1
0500000US21117,21,117,Kenton County,3.0,7.3,28.7,22.3,8.3,19.1,11.3
0500000US21151,21,151,Madison County,5.6,7.4,27.8,20.3,8.4,18.2,12.3
0500000US21153,21,153,Magoffin County,16.3,14.6,32.7,20.6,6.1,4.6,5.1
0500000US21189,21,189,Owsley County,19.1,11.8,37.0,12.0,4.0,8.1,8.1
0500000US21213,21,213,Simpson County,4.3,9.9,44.7,19.1,7.9,9.0,5.2
0500000US21217,21,217,Taylor County,5.5,8.8,39.5,19.2,7.8,10.4,8.8
0500000US21219,21,219,Todd County,13.0,9.2,38.8,18.8,7.3,7.2,5.7
0500000US21039,21,039,Carlisle County,8.3,10.3,36.5,21.7,8.4,9.1,5.7
0500000US21053,21,053,Clinton County,10.0,16.9,38.8,17.3,6.9,6.1,4.1
0500000US21077,21,077,Gallatin County,6.5,12.5,46.4,18.6,4.4,9.0,2.7
0500000US21079,21,079,Garrard County,6.7,13.4,36.7,17.5,9.0,9.5,7.3
0500000US21069,21,069,Fleming County,8.5,13.0,38.3,18.7,8.8,7.5,5.1
0500000US21037,21,037,Campbell County,2.8,6.4,29.9,19.3,7.9,21.5,12.1
0500000US22113,22,113,Vermilion Parish,8.2,13.4,41.9,16.5,5.8,10.7,3.6
0500000US22089,22,089,St. Charles Parish,3.4,7.1,34.8,22.5,8.0,18.5,5.8
0500000US22029,22,029,Concordia Parish,8.1,14.8,41.4,18.3,4.6,8.7,4.0
0500000US22107,22,107,Tensas Parish,5.2,17.1,47.1,17.0,3.1,7.4,3.1
0500000US22093,22,093,St. James Parish,4.7,10.0,42.9,21.4,6.6,10.1,4.2
0500000US22043,22,043,Grant Parish,5.7,12.6,43.5,20.5,9.3,6.1,2.2
0500000US22051,22,051,Jefferson Parish,5.8,8.8,31.2,22.4,5.7,17.5,8.6
0500000US22013,22,013,Bienville Parish,4.2,12.9,41.7,22.2,6.6,8.0,4.3
0500000US22015,22,015,Bossier Parish,3.1,7.6,29.5,24.7,9.5,16.8,8.9
0500000US22023,22,023,Cameron Parish,5.0,13.2,38.8,20.8,10.6,8.9,2.8
0500000US22037,22,037,East Feliciana Parish,4.8,15.4,42.5,19.3,5.4,8.9,3.7
0500000US22095,22,095,St. John the Baptist Parish,3.9,9.9,38.0,24.2,7.7,10.8,5.5
0500000US22075,22,075,Plaquemines Parish,7.8,9.3,34.5,23.5,5.3,13.4,6.1
0500000US22073,22,073,Ouachita Parish,3.5,10.2,33.9,23.0,5.2,16.2,8.1
0500000US22079,22,079,Rapides Parish,4.6,10.1,37.5,22.5,4.7,12.7,7.8
0500000US22117,22,117,Washington Parish,7.6,15.1,42.8,18.0,4.8,8.0,3.7
0500000US22097,22,097,St. Landry Parish,9.8,14.1,40.9,15.3,5.7,9.6,4.5
0500000US22105,22,105,Tangipahoa Parish,4.2,12.5,37.8,20.8,5.3,13.8,5.6
0500000US22001,22,001,Acadia Parish,9.9,11.9,41.2,17.9,5.8,9.5,3.9
0500000US22101,22,101,St. Mary Parish,6.8,11.9,50.0,15.5,5.2,7.4,3.2
0500000US22123,22,123,West Carroll Parish,7.1,14.7,43.4,18.4,3.8,7.6,5.0
0500000US22103,22,103,St. Tammany Parish,2.9,6.8,26.3,23.8,6.6,22.0,11.5
0500000US22111,22,111,Union Parish,4.9,9.5,47.1,18.0,5.9,10.8,3.8
0500000US22021,22,021,Caldwell Parish,7.5,16.0,43.2,15.6,3.4,9.8,4.4
0500000US22017,22,017,Caddo Parish,3.8,9.7,33.4,22.8,6.8,14.6,8.9
0500000US22035,22,035,East Carroll Parish,7.1,24.4,38.8,17.5,3.7,6.6,1.9
0500000US22005,22,005,Ascension Parish,3.9,7.8,32.4,21.1,8.1,18.4,8.4
0500000US22055,22,055,Lafayette Parish,4.1,8.4,30.2,20.0,5.2,22.4,9.8
0500000US22045,22,045,Iberia Parish,8.2,13.1,42.8,18.0,5.2,9.0,3.7
0500000US22087,22,087,St. Bernard Parish,5.8,11.8,37.3,25.4,7.4,9.4,2.9
0500000US22091,22,091,St. Helena Parish,5.9,18.4,40.0,15.1,6.7,7.4,6.5
0500000US22121,22,121,West Baton Rouge Parish,4.0,11.0,38.8,19.4,6.2,13.7,6.9
0500000US22031,22,031,De Soto Parish,4.1,13.5,42.8,20.4,5.0,9.4,4.9
0500000US22081,22,081,Red River Parish,5.3,15.3,40.0,20.3,5.2,8.1,5.8
0500000US22063,22,063,Livingston Parish,4.9,9.5,39.0,21.8,6.5,12.8,5.5
0500000US22069,22,069,Natchitoches Parish,3.8,9.7,35.0,18.9,14.7,11.0,6.8
0500000US22071,22,071,Orleans Parish,4.0,9.8,22.9,21.7,4.7,21.1,15.7
0500000US22025,22,025,Catahoula Parish,7.7,16.2,42.5,16.0,5.9,8.3,3.3
0500000US22019,22,019,Calcasieu Parish,4.4,9.1,33.8,23.3,7.5,14.7,7.2
0500000US22041,22,041,Franklin Parish,8.1,15.6,42.9,16.3,5.1,7.4,4.5
0500000US22007,22,007,Assumption Parish,8.3,18.1,43.7,14.6,5.0,5.9,4.3
0500000US22049,22,049,Jackson Parish,6.4,13.9,43.3,17.8,5.1,9.6,4.0
0500000US22083,22,083,Richland Parish,6.2,14.2,40.6,21.2,4.2,8.1,5.4
0500000US22099,22,099,St. Martin Parish,8.0,11.1,42.0,19.3,5.1,10.9,3.5
0500000US22127,22,127,Winn Parish,6.8,11.9,43.8,16.6,6.5,9.9,4.5
0500000US22033,22,033,East Baton Rouge Parish,2.9,6.8,27.3,22.7,5.6,21.7,13.0
0500000US22003,22,003,Allen Parish,6.4,13.7,42.9,18.0,6.3,8.6,4.2
0500000US22065,22,065,Madison Parish,7.9,17.3,39.0,17.8,5.5,7.9,4.7
0500000US23017,23,017,Oxford County,2.8,6.1,43.3,18.6,10.2,12.8,6.2
0500000US23027,23,027,Waldo County,2.2,5.4,32.6,20.9,9.4,19.3,10.3
0500000US23019,23,019,Penobscot County,2.7,5.7,33.6,20.5,10.4,17.2,10.0
0500000US23001,23,001,Androscoggin County,3.9,5.8,36.5,20.6,10.9,14.8,7.4
0500000US23003,23,003,Aroostook County,5.4,7.1,37.2,20.7,10.7,13.1,5.9
0500000US23005,23,005,Cumberland County,1.7,3.2,22.3,17.0,9.0,28.9,17.8
0500000US23013,23,013,Knox County,1.6,4.7,33.5,20.0,9.2,20.4,10.7
0500000US23031,23,031,York County,2.6,4.4,30.6,20.6,10.4,21.1,10.3
0500000US23007,23,007,Franklin County,2.1,5.3,37.2,19.4,10.6,15.8,9.6
0500000US23025,23,025,Somerset County,3.7,8.4,40.2,19.1,12.1,11.6,4.9
0500000US24047,24,047,Worcester County,2.5,6.7,31.6,21.6,7.2,19.4,11.0
0500000US24510,24,510,Baltimore city,4.6,10.5,29.9,19.1,4.8,16.3,14.9
0500000US24041,24,041,Talbot County,3.0,6.4,25.6,18.6,7.7,20.1,18.5
0500000US24025,24,025,Harford County,2.3,4.9,26.6,22.0,8.4,21.1,14.6
0500000US24027,24,027,Howard County,2.1,2.3,14.0,14.5,5.7,30.3,31.1
0500000US24003,24,003,Anne Arundel County,2.3,5.5,23.8,19.6,7.8,24.0,16.9
0500000US24005,24,005,Baltimore County,3.3,5.6,26.2,19.4,6.9,22.3,16.4
0500000US24009,24,009,Calvert County,1.5,4.6,30.3,23.7,8.7,17.7,13.5
0500000US24023,24,023,Garrett County,3.8,6.9,43.8,16.4,9.0,10.8,9.2
0500000US24031,24,031,Montgomery County,5.0,3.7,13.3,13.6,5.4,27.1,31.9
0500000US24013,24,013,Carroll County,1.9,5.9,29.9,19.2,7.5,22.4,13.1
0500000US24035,24,035,Queen Anne's County,2.1,5.8,29.6,19.2,8.5,21.0,13.8
0500000US24037,24,037,St. Mary's County,3.4,6.8,30.0,20.2,8.2,18.2,13.2
0500000US24017,24,017,Charles County,2.2,4.7,31.4,24.3,8.5,17.3,11.6
0500000US24019,24,019,Dorchester County,3.5,9.6,39.4,20.8,5.9,12.9,7.8
0500000US24043,24,043,Washington County,3.4,9.7,36.4,20.8,8.2,12.9,8.5
0500000US24045,24,045,Wicomico County,3.8,8.1,32.5,21.2,7.6,15.6,11.2
0500000US24015,24,015,Cecil County,3.2,7.9,37.7,21.7,6.7,13.8,8.9
0500000US24011,24,011,Caroline County,5.2,10.9,40.7,17.8,8.5,9.5,7.4
0500000US25025,25,025,Suffolk County,8.3,6.1,22.4,13.6,4.7,24.7,20.0
0500000US25001,25,001,Barnstable County,1.4,3.1,24.3,19.2,9.2,24.5,18.3
0500000US25007,25,007,Dukes County,1.8,2.7,24.3,20.5,6.6,25.0,19.1
0500000US25017,25,017,Middlesex County,3.4,3.4,19.6,12.5,5.9,27.2,28.0
0500000US25003,25,003,Berkshire County,2.7,6.2,29.9,18.1,9.7,18.7,14.7
0500000US25005,25,005,Bristol County,7.9,7.2,29.9,18.0,9.1,17.8,10.2
0500000US25013,25,013,Hampden County,5.9,8.8,29.5,19.0,9.6,16.4,10.8
0500000US25023,25,023,Plymouth County,2.8,4.3,27.9,18.4,9.9,23.1,13.6
0500000US25009,25,009,Essex County,5.7,5.1,25.2,16.5,8.2,23.5,15.9
0500000US25011,25,011,Franklin County,2.0,4.9,28.0,17.3,10.6,19.7,17.5
0500000US25021,25,021,Norfolk County,2.6,3.5,19.5,14.0,7.5,28.6,24.4
0500000US25015,25,015,Hampshire County,1.7,3.9,23.6,14.8,9.5,23.0,23.5
0500000US25019,25,019,Nantucket County,0.8,4.0,18.4,18.6,6.6,29.7,22.0
0500000US26115,26,115,Monroe County,2.0,6.8,36.1,24.7,11.3,12.5,6.6
0500000US26005,26,005,Allegan County,3.4,5.9,37.8,21.4,8.8,14.8,7.8
0500000US26059,26,059,Hillsdale County,3.8,7.9,38.5,23.9,8.9,10.8,6.2
0500000US26003,26,003,Alger County,4.2,6.6,44.3,19.7,7.8,11.6,5.8
0500000US26127,26,127,Oceana County,5.1,9.0,35.4,23.1,8.6,12.3,6.6
0500000US26089,26,089,Leelanau County,1.7,3.1,21.8,21.0,9.6,25.2,17.6
0500000US26035,26,035,Clare County,5.1,10.2,38.2,25.8,8.6,7.5,4.6
0500000US26083,26,083,Keweenaw County,1.4,2.6,32.8,20.8,12.1,17.9,12.5
0500000US26073,26,073,Isabella County,2.6,5.8,31.5,22.7,8.3,16.2,13.0
0500000US26139,26,139,Ottawa County,2.7,4.6,28.6,21.3,9.3,22.4,11.1
0500000US26157,26,157,Tuscola County,2.7,7.9,41.7,23.6,10.4,9.1,4.5
0500000US26007,26,007,Alpena County,2.6,5.8,33.5,26.7,14.1,11.1,6.3
0500000US26067,26,067,Ionia County,2.7,7.1,39.6,24.5,9.9,11.5,4.6
0500000US26111,26,111,Midland County,1.6,4.1,29.0,21.0,10.2,20.3,13.8
0500000US26021,26,021,Berrien County,3.0,7.4,28.9,22.9,10.1,16.6,11.1
0500000US26135,26,135,Oscoda County,5.6,11.0,37.6,27.0,8.0,7.0,3.7
0500000US26039,26,039,Crawford County,2.3,8.7,33.8,26.1,10.4,12.0,6.8
0500000US26037,26,037,Clinton County,1.3,4.6,27.0,24.7,11.0,20.1,11.3
0500000US26057,26,057,Gratiot County,3.4,6.0,40.4,26.8,9.4,8.6,5.4
0500000US26063,26,063,Huron County,4.3,6.8,42.2,21.1,10.2,10.4,5.1
0500000US26091,26,091,Lenawee County,2.6,6.6,37.1,24.1,8.8,13.8,7.1
0500000US26105,26,105,Mason County,2.4,5.2,33.5,24.2,11.5,14.2,9.0
0500000US26117,26,117,Montcalm County,3.2,8.9,39.9,25.4,9.6,8.9,4.1
0500000US26149,26,149,St. Joseph County,5.0,7.9,38.2,23.7,9.5,9.9,5.8
0500000US26147,26,147,St. Clair County,2.2,7.4,34.4,25.9,12.0,11.6,6.7
0500000US26161,26,161,Washtenaw County,1.5,3.3,14.9,18.0,7.1,26.2,29.0
0500000US26011,26,011,Arenac County,3.0,9.6,42.3,22.6,10.7,7.7,4.1
0500000US26027,26,027,Cass County,2.9,9.3,33.2,25.6,9.9,12.7,6.3
0500000US26071,26,071,Iron County,1.2,6.7,43.8,20.5,8.9,11.9,6.9
0500000US26143,26,143,Roscommon County,1.9,8.2,40.7,25.7,8.6,8.7,6.2
0500000US26163,26,163,Wayne County,4.4,9.6,30.0,24.1,8.4,14.1,9.2
0500000US26023,26,023,Branch County,4.5,6.4,41.3,24.6,9.0,9.8,4.4
0500000US26075,26,075,Jackson County,2.1,7.3,33.0,26.0,10.3,14.7,6.6
0500000US26097,26,097,Mackinac County,2.8,6.9,34.3,25.2,9.0,12.7,9.1
0500000US26009,26,009,Antrim County,2.4,6.1,32.0,22.1,9.2,17.3,10.9
0500000US26061,26,061,Houghton County,2.1,5.0,33.7,17.6,8.3,18.8,14.4
0500000US26069,26,069,Iosco County,2.2,8.9,37.8,25.1,9.8,10.2,6.1
0500000US26085,26,085,Lake County,4.0,13.0,42.6,21.3,7.9,7.2,4.1
0500000US26119,26,119,Montmorency County,3.2,9.9,43.1,22.3,8.6,8.1,4.7
0500000US26141,26,141,Presque Isle County,3.3,7.6,39.4,23.5,8.9,10.5,6.8
0500000US26077,26,077,Kalamazoo County,1.8,4.6,22.0,23.5,10.0,22.7,15.4
0500000US26107,26,107,Mecosta County,3.0,7.6,36.2,21.2,10.1,13.0,8.9
0500000US26103,26,103,Marquette County,1.5,3.2,31.5,23.1,9.2,21.6,9.9
0500000US26123,26,123,Newaygo County,4.0,9.2,40.3,22.0,8.6,10.4,5.4
0500000US26133,26,133,Osceola County,3.8,8.0,44.3,21.2,9.0,9.1,4.7
0500000US26137,26,137,Otsego County,1.5,6.4,33.9,23.9,10.1,16.0,8.2
0500000US26025,26,025,Calhoun County,2.6,6.3,36.4,24.8,8.7,14.2,7.0
0500000US26031,26,031,Cheboygan County,2.5,6.9,37.9,24.0,8.2,12.9,7.6
0500000US26095,26,095,Luce County,3.5,8.6,38.5,25.5,7.7,11.6,4.7
0500000US26081,26,081,Kent County,4.0,5.8,24.4,21.5,9.1,23.2,12.0
0500000US26099,26,099,Macomb County,3.6,6.7,29.7,24.8,10.6,16.0,8.5
0500000US26145,26,145,Saginaw County,3.0,7.5,33.6,24.7,10.1,13.7,7.4
0500000US26155,26,155,Shiawassee County,1.5,6.1,36.3,27.5,11.5,11.3,5.8
0500000US26013,26,013,Baraga County,2.3,8.9,43.4,21.0,9.9,9.2,5.3
0500000US26017,26,017,Bay County,2.8,7.5,34.7,24.8,11.2,12.8,6.1
0500000US26029,26,029,Charlevoix County,1.1,5.3,29.5,23.0,10.1,18.2,12.8
0500000US26045,26,045,Eaton County,1.9,4.2,28.0,28.1,11.0,17.3,9.5
0500000US26041,26,041,Delta County,2.1,4.0,33.3,25.5,13.6,14.7,6.8
0500000US26053,26,053,Gogebic County,1.7,5.0,37.6,24.5,11.4,13.8,6.0
0500000US26047,26,047,Emmet County,1.1,5.1,24.5,24.9,10.8,21.1,12.7
0500000US05147,05,147,Woodruff County,8.1,11.8,42.5,18.9,6.5,8.7,3.3
0500000US05023,05,023,Cleburne County,5.6,9.7,40.7,21.8,7.3,8.6,6.3
0500000US05025,05,025,Cleveland County,3.0,8.4,47.2,18.8,6.5,10.7,5.4
0500000US05067,05,067,Jackson County,7.9,13.2,41.1,22.1,5.6,6.2,4.0
0500000US05057,05,057,Hempstead County,7.0,12.0,36.9,20.3,8.6,9.5,5.6
0500000US05135,05,135,Sharp County,4.9,11.5,42.0,22.8,7.5,7.3,4.0
0500000US05137,05,137,Stone County,9.4,11.0,36.3,21.3,9.2,8.5,4.3
0500000US05143,05,143,Washington County,7.0,8.1,26.3,20.4,5.4,19.7,13.1
0500000US05005,05,005,Baxter County,2.8,9.1,35.0,25.7,9.1,11.6,6.7
0500000US05003,05,003,Ashley County,6.7,11.0,39.9,22.9,6.3,9.2,4.0
0500000US05031,05,031,Craighead County,4.2,6.7,34.1,21.4,7.2,16.1,10.2
0500000US05055,05,055,Greene County,3.7,9.0,44.2,21.9,5.3,11.2,4.7
0500000US05073,05,073,Lafayette County,5.1,13.2,41.3,17.5,6.4,13.0,3.5
0500000US05105,05,105,Perry County,5.7,11.0,40.7,23.6,7.3,8.4,3.5
0500000US05107,05,107,Phillips County,7.9,13.7,30.1,26.3,8.0,8.5,5.6
0500000US05111,05,111,Poinsett County,7.4,11.9,44.3,21.3,5.0,7.3,2.7
0500000US05133,05,133,Sevier County,13.7,12.0,36.1,20.3,6.4,7.4,4.1
0500000US05149,05,149,Yell County,9.1,10.8,40.9,21.5,4.1,9.9,3.6
0500000US05013,05,013,Calhoun County,3.8,13.5,43.6,18.6,8.4,8.3,3.7
0500000US05019,05,019,Clark County,3.4,7.4,30.5,22.7,8.3,17.7,10.0
0500000US05011,05,011,Bradley County,6.9,11.2,41.6,20.2,4.8,10.9,4.4
0500000US05095,05,095,Monroe County,7.2,15.6,43.0,18.8,4.8,7.6,2.9
0500000US05113,05,113,Polk County,5.7,9.6,37.4,24.1,9.9,8.0,5.3
0500000US05103,05,103,Ouachita County,3.5,10.9,41.6,20.5,7.4,10.0,5.9
0500000US05101,05,101,Newton County,5.4,11.9,40.8,20.7,4.9,10.2,6.0
0500000US05081,05,081,Little River County,2.6,9.3,42.7,27.5,6.5,7.3,4.1
0500000US05015,05,015,Carroll County,6.5,7.7,34.6,25.7,5.1,13.0,7.5
0500000US05091,05,091,Miller County,3.8,10.2,35.9,27.9,5.6,11.0,5.5
0500000US06033,06,033,Lake County,5.6,9.2,30.1,27.8,11.5,10.3,5.5
0500000US06043,06,043,Mariposa County,3.2,6.4,26.5,30.6,9.8,14.6,8.8
0500000US06115,06,115,Yuba County,7.6,10.3,23.1,31.2,11.0,11.7,4.9
0500000US06013,06,013,Contra Costa County,5.8,4.9,17.6,21.8,8.3,26.1,15.6
0500000US06035,06,035,Lassen County,3.8,13.4,33.2,27.8,9.7,8.0,4.1
0500000US06083,06,083,Santa Barbara County,12.2,6.8,17.9,21.5,7.7,20.0,13.8
0500000US06097,06,097,Sonoma County,6.2,5.8,18.8,24.8,9.5,22.0,12.9
0500000US06025,06,025,Imperial County,16.9,14.2,24.5,23.8,6.3,9.9,4.6
0500000US06051,06,051,Mono County,6.5,4.8,22.8,28.1,7.2,23.3,7.4
0500000US06001,06,001,Alameda County,6.2,5.8,17.6,17.9,6.5,26.4,19.5
0500000US06067,06,067,Sacramento County,6.5,6.1,22.3,24.9,9.7,20.1,10.4
0500000US06055,06,055,Napa County,9.7,5.2,18.0,23.0,9.2,23.0,11.9
0500000US06053,06,053,Monterey County,19.5,9.2,20.4,18.2,8.1,14.7,9.7
0500000US06091,06,091,Sierra County,0.4,6.3,26.6,34.6,13.4,8.9,9.8
0500000US06073,06,073,San Diego County,6.7,6.1,18.4,22.4,8.2,23.5,14.7
0500000US06113,06,113,Yolo County,7.2,6.5,18.5,19.5,6.8,21.1,20.4
0500000US06023,06,023,Humboldt County,2.8,6.8,23.5,27.5,9.5,19.6,10.2
0500000US06003,06,003,Alpine County,3.2,7.9,28.7,26.1,4.1,19.0,11.0
0500000US06045,06,045,Mendocino County,6.0,7.1,25.8,28.5,7.9,16.3,8.3
0500000US06087,06,087,Santa Cruz County,9.1,4.5,15.8,21.7,8.9,23.7,16.4
0500000US06037,06,037,Los Angeles County,12.6,8.7,20.7,19.2,7.0,20.7,11.1
0500000US06065,06,065,Riverside County,9.1,9.2,26.9,24.9,8.0,13.9,7.9
0500000US06085,06,085,Santa Clara County,6.7,5.2,14.5,15.4,6.9,27.3,24.0
0500000US06041,06,041,Marin County,3.9,2.9,10.9,17.0,6.5,33.2,25.6
0500000US06093,06,093,Siskiyou County,3.2,6.8,25.5,30.5,11.4,14.9,7.7
0500000US06089,06,089,Shasta County,2.4,6.8,24.8,32.2,11.6,14.6,7.6
0500000US06015,06,015,Del Norte County,4.5,14.5,31.5,26.9,8.3,8.3,6.0
0500000US06021,06,021,Glenn County,13.8,10.9,28.2,24.6,8.6,10.9,3.0
0500000US06007,06,007,Butte County,3.9,6.8,22.7,29.8,10.3,17.5,9.0
0500000US06063,06,063,Plumas County,1.5,4.6,25.2,32.7,12.6,13.3,10.2
0500000US06079,06,079,San Luis Obispo County,4.1,5.0,19.8,25.9,10.5,21.4,13.2
0500000US06029,06,029,Kern County,13.6,12.6,27.7,22.8,7.2,10.7,5.4
0500000US06059,06,059,Orange County,8.2,6.7,17.1,20.3,7.8,25.7,14.1
0500000US06009,06,009,Calaveras County,3.3,6.3,27.6,31.8,12.3,12.7,6.0
0500000US06101,06,101,Sutter County,12.7,9.3,23.9,25.4,10.9,11.8,5.9
0500000US06081,06,081,San Mateo County,6.4,4.5,15.0,17.2,7.0,28.8,21.2
0500000US06109,06,109,Tuolumne County,1.9,7.7,28.4,31.2,10.8,12.9,7.2
