geo_id,state_id,county_id,county_name,sex_total_men,sex_total_women
0500000US47061,47,061,Grundy County,6571,6760
0500000US47123,47,123,Monroe County,22701,23175
0500000US47079,47,079,Henry County,15554,16725
0500000US47029,47,029,Cocke County,17105,18231
0500000US47033,47,033,Crockett County,6907,7592
0500000US47041,47,041,DeKalb County,9750,9851
0500000US47095,47,095,Lake County,4642,2884
0500000US47093,47,093,Knox County,221667,234518
0500000US47101,47,101,Lewis County,5735,6221
0500000US47107,47,107,McMinn County,25537,27236
0500000US47117,47,117,Marshall County,15877,16392
0500000US47131,47,131,Obion County,14647,15873
0500000US47143,47,143,Rhea County,16106,16522
0500000US47151,47,151,Scott County,10855,11099
0500000US47167,47,167,Tipton County,30240,31206
0500000US47001,47,001,Anderson County,36904,38871
0500000US47045,47,045,Dyer County,18157,19419
0500000US47049,47,049,Fentress County,8893,9101
0500000US47053,47,053,Gibson County,23688,25487
0500000US47065,47,065,Hamilton County,172447,185099
0500000US47105,47,105,Loudon County,25234,26376
0500000US47149,47,149,Rutherford County,151446,155682
0500000US47159,47,159,Smith County,9675,9783
0500000US47189,47,189,Wilson County,65056,67607
0500000US47163,47,163,Sullivan County,76050,80684
0500000US47177,47,177,Warren County,20091,20363
0500000US47179,47,179,Washington County,61851,65204
0500000US47005,47,005,Benton County,7887,8225
0500000US47013,47,013,Campbell County,19306,20381
0500000US47015,47,015,Cannon County,6899,7077
0500000US47047,47,047,Fayette County,19510,20182
0500000US47067,47,067,Hancock County,3293,3292
0500000US47091,47,091,Johnson County,9682,8107
0500000US47103,47,103,Lincoln County,16620,17091
0500000US47127,47,127,Moore County,3101,3221
0500000US47051,47,051,Franklin County,20414,21098
0500000US47009,47,009,Blount County,62290,66153
0500000US47019,47,019,Carter County,27618,28773
0500000US47057,47,057,Grainger County,11465,11548
0500000US47097,47,097,Lauderdale County,13505,12792
0500000US47099,47,099,Lawrence County,21088,21849
0500000US47115,47,115,Marion County,13832,14585
0500000US47133,47,133,Overton County,10857,11147
0500000US47165,47,165,Sumner County,87811,91662
0500000US47169,47,169,Trousdale County,5302,4271
0500000US47187,47,187,Williamson County,107021,111627
0500000US47027,47,027,Clay County,3771,3915
0500000US47059,47,059,Greene County,33550,35119
0500000US47157,47,157,Shelby County,445994,491011
0500000US47175,47,175,Van Buren County,2882,2822
0500000US47077,47,077,Henderson County,13446,14413
0500000US47081,47,081,Hickman County,12910,11768
0500000US47089,47,089,Jefferson County,26099,27148
0500000US47153,47,153,Sequatchie County,7331,7399
0500000US47155,47,155,Sevier County,47281,49006
0500000US47017,47,017,Carroll County,13692,14326
0500000US47023,47,023,Chester County,8207,8943
0500000US47037,47,037,Davidson County,329948,354069
0500000US47087,47,087,Jackson County,5826,5789
0500000US47135,47,135,Perry County,3978,3934
0500000US47145,47,145,Roane County,25931,26966
0500000US47121,47,121,Meigs County,5937,6025
0500000US47063,47,063,Hamblen County,31141,32599
0500000US47075,47,075,Haywood County,8246,9533
0500000US48143,48,143,Erath County,20216,21266
0500000US48039,48,039,Brazoria County,179060,174939
0500000US48345,48,345,Motley County,580,576
0500000US48129,48,129,Donley County,1634,1753
0500000US48013,48,013,Atascosa County,24398,24430
0500000US48083,48,083,Coleman County,4220,4171
0500000US48353,48,353,Nolan County,7669,7297
0500000US48229,48,229,Hudspeth County,2019,2079
0500000US48325,48,325,Medina County,25551,23783
0500000US48475,48,475,Ward County,5864,5722
0500000US48213,48,213,Henderson County,39097,41363
0500000US48203,48,203,Harrison County,32556,34089
0500000US48327,48,327,Menard County,1117,1006
0500000US48277,48,277,Lamar County,23917,25615
0500000US48149,48,149,Fayette County,12351,12715
0500000US48491,48,491,Williamson County,259443,267614
0500000US48373,48,373,Polk County,25878,21959
0500000US48391,48,391,Refugio County,3586,3650
0500000US48055,48,055,Caldwell County,20893,20508
0500000US48487,48,487,Wilbarger County,6347,6559
0500000US48383,48,383,Reagan County,1951,1801
0500000US48189,48,189,Hale County,17751,16362
0500000US48419,48,419,Shelby County,12572,12906
0500000US48399,48,399,Runnels County,5233,5077
0500000US48407,48,407,San Jacinto County,13718,14101
0500000US48451,48,451,Tom Green County,58343,59123
0500000US48469,48,469,Victoria County,44999,46971
0500000US48473,48,473,Waller County,24869,25118
0500000US48485,48,485,Wichita County,68325,63493
0500000US48493,48,493,Wilson County,24197,24001
0500000US48219,48,219,Hockley County,11428,11734
0500000US48323,48,323,Maverick County,28736,29234
0500000US48329,48,329,Midland County,82543,81651
0500000US48297,48,297,Live Oak County,6634,5489
0500000US48299,48,299,Llano County,10138,10502
0500000US48147,48,147,Fannin County,18034,16141
0500000US48255,48,255,Karnes County,9133,6254
0500000US48041,48,041,Brazos County,111074,108119
0500000US48067,48,067,Cass County,14692,15395
0500000US48165,48,165,Gaines County,10320,10001
0500000US48179,48,179,Gray County,11903,10782
0500000US48313,48,313,Madison County,8127,6001
0500000US48237,48,237,Jack County,4987,3855
0500000US48259,48,259,Kendall County,20415,21567
0500000US48035,48,035,Bosque County,8935,9187
0500000US48029,48,029,Bexar County,950030,975835
0500000US48017,48,017,Bailey County,3640,3452
0500000US48023,48,023,Baylor County,1752,1839
0500000US48061,48,061,Cameron County,204788,216962
0500000US48121,48,121,Denton County,397140,409907
0500000US48477,48,477,Washington County,17259,17537
0500000US48343,48,343,Morris County,5981,6443
0500000US48429,48,429,Stephens County,4808,4564
0500000US48201,48,201,Harris County,2288295,2314228
0500000US48003,48,003,Andrews County,9102,8716
0500000US48171,48,171,Gillespie County,12731,13477
0500000US48177,48,177,Gonzales County,10448,10219
0500000US48305,48,305,Lynn County,2977,2831
0500000US48503,48,503,Young County,8930,9184
0500000US48505,48,505,Zapata County,7177,7192
0500000US48221,48,221,Hood County,28004,28897
0500000US48223,48,223,Hopkins County,17801,18439
0500000US48357,48,357,Ochiltree County,5230,5118
0500000US48269,48,269,King County,118,110
0500000US48275,48,275,Knox County,1853,1880
0500000US48309,48,309,McLennan County,121359,127070
0500000US48073,48,073,Cherokee County,26607,25296
0500000US48095,48,095,Concho County,2802,1431
0500000US48119,48,119,Delta County,2527,2688
0500000US48137,48,137,Edwards County,1062,993
0500000US48133,48,133,Eastland County,9245,9025
0500000US48253,48,253,Jones County,12507,7384
0500000US48389,48,389,Reeves County,8689,6436
0500000US48403,48,403,Sabine County,5072,5386
0500000US48421,48,421,Sherman County,1574,1484
0500000US48437,48,437,Swisher County,4036,3448
0500000US48231,48,231,Hunt County,45279,46873
0500000US48063,48,063,Camp County,6220,6593
0500000US48195,48,195,Hansford County,2783,2764
0500000US48187,48,187,Guadalupe County,76850,78287
0500000US48077,48,077,Clay County,5195,5192
0500000US48217,48,217,Hill County,17603,17796
0500000US48347,48,347,Nacogdoches County,31365,34193
0500000US48369,48,369,Parmer County,5059,4793
0500000US48377,48,377,Presidio County,3497,3626
0500000US48465,48,465,Val Verde County,24925,24102
0500000US48135,48,135,Ector County,80249,78093
0500000US48173,48,173,Glasscock County,787,643
0500000US48185,48,185,Grimes County,14892,12738
0500000US48085,48,085,Collin County,464248,480102
0500000US48005,48,005,Angelina County,42659,44948
0500000US48101,48,101,Cottle County,792,831
0500000US48209,48,209,Hays County,101636,102514
0500000US48295,48,295,Lipscomb County,1840,1629
0500000US48321,48,321,Matagorda County,18319,18424
0500000US48371,48,371,Pecos County,9010,6787
0500000US48397,48,397,Rockwall County,46167,47475
0500000US48401,48,401,Rusk County,28379,25216
0500000US48447,48,447,Throckmorton County,694,873
0500000US48471,48,471,Walker County,41642,29897
0500000US48499,48,499,Wood County,21807,22008
0500000US48007,48,007,Aransas County,12026,12737
0500000US48075,48,075,Childress County,4449,2777
0500000US48081,48,081,Coke County,1606,1669
0500000US48099,48,099,Coryell County,37630,37759
0500000US48211,48,211,Hemphill County,1965,2096
0500000US48341,48,341,Moore County,11438,10363
0500000US48349,48,349,Navarro County,23845,24738
0500000US48405,48,405,San Augustine County,4085,4242
0500000US48417,48,417,Shackelford County,1770,1541
0500000US48427,48,427,Starr County,31073,32821
0500000US48461,48,461,Upton County,1843,1791
0500000US48021,48,021,Bastrop County,42014,40563
0500000US48191,48,191,Hall County,1546,1528
0500000US48159,48,159,Franklin County,5362,5317
0500000US48163,48,163,Frio County,11580,7814
0500000US48281,48,281,Lampasas County,10187,10453
0500000US48319,48,319,Mason County,2146,2015
0500000US48125,48,125,Dickens County,1143,1073
0500000US48439,48,439,Tarrant County,988765,1031212
0500000US48001,48,001,Anderson County,35412,22451
0500000US48239,48,239,Jackson County,7226,7594
0500000US48331,48,331,Milam County,12343,12321
0500000US48093,48,093,Comanche County,6738,6757
0500000US48047,48,047,Brooks County,3724,3456
0500000US19029,19,029,Cass County,6547,6644
0500000US19035,19,035,Cherokee County,5796,5672
0500000US19047,19,047,Crawford County,8547,8585
0500000US19057,19,057,Des Moines County,19313,20287
0500000US19065,19,065,Fayette County,9998,9931
0500000US19085,19,085,Harrison County,6989,7154
0500000US19109,19,109,Kossuth County,7547,7528
0500000US19129,19,129,Mills County,7516,7441
0500000US19133,19,133,Monona County,4283,4513
0500000US19139,19,139,Muscatine County,21476,21474
0500000US19143,19,143,Osceola County,3091,3024
0500000US19153,19,153,Polk County,233599,240675
0500000US19187,19,187,Webster County,18972,17785
0500000US19169,19,169,Story County,50484,46438
0500000US19193,19,193,Woodbury County,50496,51902
0500000US19013,19,013,Black Hawk County,65309,67700
0500000US19075,19,075,Grundy County,6108,6233
0500000US19097,19,097,Jackson County,9712,9683
0500000US19105,19,105,Jones County,10585,9983
0500000US19111,19,111,Lee County,17371,17170
0500000US19131,19,131,Mitchell County,5282,5349
0500000US19181,19,181,Warren County,24118,25243
0500000US19161,19,161,Sac County,4818,5050
0500000US19149,19,149,Plymouth County,12288,12751
0500000US19041,19,041,Clay County,8051,8262
0500000US19045,19,045,Clinton County,23126,24092
0500000US20183,20,183,Smith County,1809,1854
0500000US20067,20,067,Grant County,3988,3628
0500000US20095,20,095,Kingman County,3749,3721
0500000US20131,20,131,Nemaha County,5119,4985
0500000US20149,20,149,Pottawatomie County,11746,11799
0500000US20021,20,021,Cherokee County,9998,10333
0500000US20015,20,015,Butler County,33539,32929
0500000US20105,20,105,Lincoln County,1585,1512
0500000US20191,20,191,Sumner County,11581,11627
0500000US20195,20,195,Trego County,1450,1408
0500000US20205,20,205,Wilson County,4318,4462
0500000US20207,20,207,Woodson County,1583,1587
0500000US20135,20,135,Ness County,1493,1462
0500000US20141,20,141,Osborne County,1807,1796
0500000US20011,20,011,Bourbon County,7243,7459
0500000US20075,20,075,Hamilton County,1353,1263
0500000US20097,20,097,Kiowa County,1234,1292
0500000US20177,20,177,Shawnee County,86327,91957
0500000US20181,20,181,Sherman County,3003,2963
0500000US20193,20,193,Thomas County,3816,4008
0500000US20125,20,125,Montgomery County,16410,16560
0500000US20127,20,127,Morris County,2753,2813
0500000US20153,20,153,Rawlins County,1286,1223
0500000US20163,20,163,Rooks County,2469,2649
0500000US20025,20,025,Clark County,1037,1016
0500000US20053,20,053,Ellsworth County,3654,2639
0500000US20077,20,077,Harper County,2884,2789
0500000US20167,20,167,Russell County,3452,3525
0500000US20111,20,111,Lyon County,16260,17039
0500000US20145,20,145,Pawnee County,3769,2940
0500000US20001,20,001,Allen County,6281,6349
0500000US20033,20,033,Comanche County,912,868
0500000US20049,20,049,Elk County,1258,1304
0500000US20063,20,063,Gove County,1298,1321
0500000US20079,20,079,Harvey County,17200,17355
0500000US20083,20,083,Hodgeman County,941,901
0500000US20093,20,093,Kearny County,1934,1998
0500000US20185,20,185,Stafford County,2157,2057
0500000US20113,20,113,McPherson County,14159,14471
0500000US20139,20,139,Osage County,7968,7914
0500000US20071,20,071,Greeley County,581,619
0500000US20031,20,031,Coffey County,4195,4101
0500000US20037,20,037,Crawford County,19527,19581
0500000US20051,20,051,Ellis County,14394,14484
0500000US20073,20,073,Greenwood County,3106,3050
0500000US20099,20,099,Labette County,10070,10297
0500000US20107,20,107,Linn County,4800,4835
0500000US20173,20,173,Sedgwick County,253201,258863
0500000US20175,20,175,Seward County,11601,11091
0500000US20157,20,157,Republic County,2271,2415
0500000US20065,20,065,Graham County,1290,1255
0500000US20091,20,091,Johnson County,286987,298515
0500000US20045,20,045,Douglas County,59067,60252
0500000US20179,20,179,Sheridan County,1275,1231
0500000US20121,20,121,Miami County,16384,16743
0500000US20069,20,069,Gray County,3025,3012
0500000US20199,20,199,Wallace County,790,785
0500000US20189,20,189,Stevens County,2882,2804
0500000US20201,20,201,Washington County,2844,2681
0500000US20019,20,019,Chautauqua County,1757,1610
0500000US20129,20,129,Morton County,1449,1389
0500000US20155,20,155,Reno County,31775,31326
0500000US20029,20,029,Cloud County,4523,4537
0500000US20043,20,043,Doniphan County,3960,3776
0500000US20081,20,081,Haskell County,2006,2041
0500000US20101,20,101,Lane County,850,792
0500000US20171,20,171,Scott County,2460,2489
0500000US20133,20,133,Neosho County,7923,8202
0500000US20013,20,013,Brown County,4685,4979
0500000US20147,20,147,Phillips County,2648,2760
0500000US20161,20,161,Riley County,39909,35387
0500000US20039,20,039,Decatur County,1419,1462
0500000US20087,20,087,Jefferson County,9581,9307
0500000US21031,21,031,Butler County,6412,6333
0500000US21061,21,061,Edmonson County,6093,6029
0500000US21097,21,097,Harrison County,9146,9522
0500000US21023,21,023,Bracken County,4183,4123
0500000US21143,21,143,Lyon County,4496,3690
0500000US21063,21,063,Elliott County,4285,3232
0500000US21111,21,111,Jefferson County,370844,396310
0500000US21123,21,123,Larue County,7027,7129
0500000US21161,21,161,Mason County,8485,8668
0500000US21167,21,167,Mercer County,10597,10919
0500000US21201,21,201,Robertson County,1147,996
0500000US21207,21,207,Russell County,8688,9072
0500000US21229,21,229,Washington County,5865,6154
0500000US21007,21,007,Ballard County,3992,4098
0500000US21009,21,009,Barren County,21165,22515
0500000US21087,21,087,Green County,5393,5630
0500000US21091,21,091,Hancock County,4494,4225
0500000US21159,21,159,Martin County,6583,5336
0500000US21093,21,093,Hardin County,53723,54372
0500000US21149,21,149,McLean County,4602,4729
0500000US21183,21,183,Ohio County,11960,12111
0500000US21197,21,197,Powell County,6048,6273
0500000US21233,21,233,Webster County,6457,6698
0500000US21033,21,033,Caldwell County,6168,6559
0500000US21045,21,045,Casey County,7738,8058
0500000US21047,21,047,Christian County,38411,33852
0500000US21085,21,085,Grayson County,13073,13105
0500000US21103,21,103,Henry County,7813,8001
0500000US21107,21,107,Hopkins County,22219,23445
0500000US21109,21,109,Jackson County,6655,6718
0500000US21125,21,125,Laurel County,29412,30768
0500000US21157,21,157,Marshall County,15341,15825
0500000US21163,21,163,Meade County,14352,13974
0500000US21173,21,173,Montgomery County,13541,14218
0500000US21181,21,181,Nicholas County,3369,3731
0500000US21185,21,185,Oldham County,34328,31046
0500000US21187,21,187,Owen County,5304,5437
0500000US21203,21,203,Rockcastle County,8170,8657
0500000US21209,21,209,Scott County,26516,27001
0500000US21227,21,227,Warren County,61873,64554
0500000US21003,21,003,Allen County,10339,10455
0500000US21017,21,017,Bourbon County,9670,10474
0500000US21019,21,019,Boyd County,23958,24133
0500000US21029,21,029,Bullitt County,39627,39839
0500000US21055,21,055,Crittenden County,4593,4490
0500000US21067,21,067,Fayette County,156453,162281
0500000US21075,21,075,Fulton County,3102,3108
0500000US21115,21,115,Johnson County,11200,11643
0500000US21165,21,165,Menifee County,3421,2984
0500000US21175,21,175,Morgan County,7425,5860
0500000US21193,21,193,Perry County,13273,13644
0500000US21237,21,237,Wolfe County,3596,3627
0500000US21051,21,051,Clay County,10827,9794
0500000US21013,21,013,Bell County,13325,13863
0500000US21025,21,025,Breathitt County,6577,6539
0500000US21083,21,083,Graves County,18348,18946
0500000US21099,21,099,Hart County,9166,9461
0500000US21231,21,231,Wayne County,10154,10455
0500000US21155,21,155,Marion County,9751,9481
0500000US21221,21,221,Trigg County,7077,7267
0500000US21015,21,015,Boone County,64061,65034
0500000US21131,21,131,Leslie County,5067,5405
0500000US21121,21,121,Knox County,15330,16137
0500000US21127,21,127,Lawrence County,7898,7885
0500000US21139,21,139,Livingston County,4626,4637
0500000US21195,21,195,Pike County,29507,30976
0500000US21211,21,211,Shelby County,22613,24173
0500000US21005,21,005,Anderson County,10873,11341
0500000US21027,21,027,Breckinridge County,10088,9992
0500000US21073,21,073,Franklin County,24390,25906
0500000US21117,21,117,Kenton County,81430,83258
0500000US21151,21,151,Madison County,43737,45963
0500000US21153,21,153,Magoffin County,6348,6318
0500000US21189,21,189,Owsley County,1947,2516
0500000US21213,21,213,Simpson County,8926,9137
0500000US21217,21,217,Taylor County,12525,12975
0500000US21219,21,219,Todd County,6049,6301
0500000US21039,21,039,Carlisle County,2344,2497
0500000US21053,21,053,Clinton County,5084,5127
0500000US21077,21,077,Gallatin County,4473,4230
0500000US21079,21,079,Garrard County,8475,8853
0500000US21069,21,069,Fleming County,7146,7333
0500000US21037,21,037,Campbell County,45124,47143
0500000US22113,22,113,Vermilion Parish,29121,30746
0500000US22089,22,089,St. Charles Parish,26121,26603
0500000US22029,22,029,Concordia Parish,10210,9811
0500000US22107,22,107,Tensas Parish,2296,2370
0500000US22093,22,093,St. James Parish,10266,11091
0500000US22043,22,043,Grant Parish,12658,9690
0500000US22051,22,051,Jefferson Parish,211175,224125
0500000US22013,22,013,Bienville Parish,6523,7145
0500000US22015,22,015,Bossier Parish,62349,63782
0500000US22023,22,023,Cameron Parish,3357,3511
0500000US22037,22,037,East Feliciana Parish,10715,8784
0500000US22095,22,095,St. John the Baptist Parish,21308,22138
0500000US22075,22,075,Plaquemines Parish,11617,11756
0500000US22073,22,073,Ouachita Parish,74853,81222
0500000US22079,22,079,Rapides Parish,63681,67865
0500000US22117,22,117,Washington Parish,22963,23494
0500000US22097,22,097,St. Landry Parish,40151,43298
0500000US22105,22,105,Tangipahoa Parish,63237,67267
0500000US22001,22,001,Acadia Parish,30491,32077
0500000US22101,22,101,St. Mary Parish,25607,26127
0500000US22123,22,123,West Carroll Parish,5704,5476
0500000US22103,22,103,St. Tammany Parish,122347,129746
0500000US22111,22,111,Union Parish,11132,11343
0500000US22021,22,021,Caldwell Parish,5277,4719
0500000US22017,22,017,Caddo Parish,117828,130533
0500000US22035,22,035,East Carroll Parish,4373,2852
0500000US22005,22,005,Ascension Parish,59998,61178
0500000US22055,22,055,Lafayette Parish,117169,122922
0500000US22045,22,045,Iberia Parish,35508,37183
0500000US22087,22,087,St. Bernard Parish,22402,23292
0500000US22091,22,091,St. Helena Parish,5039,5372
0500000US22121,22,121,West Baton Rouge Parish,12863,12997
0500000US22031,22,031,De Soto Parish,13172,14044
0500000US22081,22,081,Red River Parish,4067,4551
0500000US22063,22,063,Livingston Parish,67836,70275
0500000US22069,22,069,Natchitoches Parish,18622,20341
0500000US22071,22,071,Orleans Parish,185377,204271
0500000US22025,22,025,Catahoula Parish,5214,4679
0500000US22019,22,019,Calcasieu Parish,97603,102579
0500000US22041,22,041,Franklin Parish,9981,10341
0500000US22007,22,007,Assumption Parish,11005,11709
0500000US22049,22,049,Jackson Parish,8080,7846
0500000US22083,22,083,Richland Parish,9952,10522
0500000US22099,22,099,St. Martin Parish,26452,27300
0500000US22127,22,127,Winn Parish,7733,6761
0500000US22033,22,033,East Baton Rouge Parish,212778,231316
0500000US22003,22,003,Allen Parish,14638,11023
0500000US22065,22,065,Madison Parish,5708,5764
0500000US23017,23,017,Oxford County,28316,29009
0500000US23027,23,027,Waldo County,19347,20071
0500000US23019,23,019,Penobscot County,75196,76552
0500000US23001,23,001,Androscoggin County,52514,54930
0500000US23003,23,003,Aroostook County,33745,34524
0500000US23005,23,005,Cumberland County,141276,149668
0500000US23013,23,013,Knox County,19701,20122
0500000US23031,23,031,York County,99029,104073
0500000US23007,23,007,Franklin County,14651,15368
0500000US23025,23,025,Somerset County,25085,25625
0500000US24047,24,047,Worcester County,25283,26281
0500000US24510,24,510,Baltimore city,288691,326009
0500000US24041,24,041,Talbot County,17626,19585
0500000US24025,24,025,Harford County,122763,128262
0500000US24027,24,027,Howard County,154285,161042
0500000US24003,24,003,Anne Arundel County,281176,286520
0500000US24005,24,005,Baltimore County,392421,435204
0500000US24009,24,009,Calvert County,45307,45775
0500000US24023,24,023,Garrett County,14561,14815
0500000US24031,24,031,Montgomery County,502389,537744
0500000US24013,24,013,Carroll County,82841,84681
0500000US24035,24,035,Queen Anne's County,24426,24929
0500000US24037,24,037,St. Mary's County,55552,55979
0500000US24017,24,017,Charles County,76071,81600
0500000US24019,24,019,Dorchester County,15335,16926
0500000US24043,24,043,Washington County,76098,73713
0500000US24045,24,045,Wicomico County,48535,53637
0500000US24015,24,015,Cecil County,51149,51368
0500000US24011,24,011,Caroline County,16021,16854
0500000US25025,25,025,Suffolk County,382830,408936
0500000US25001,25,001,Barnstable County,102176,111514
0500000US25007,25,007,Dukes County,8475,8838
0500000US25017,25,017,Middlesex County,779666,815526
0500000US25003,25,003,Berkshire County,61603,65725
0500000US25005,25,005,Bristol County,270624,288281
0500000US25013,25,013,Hampden County,226555,242561
0500000US25023,25,023,Plymouth County,249126,263009
0500000US25009,25,009,Essex County,376475,404549
0500000US25011,25,011,Franklin County,34601,36334
0500000US25021,25,021,Norfolk County,335338,362911
0500000US25015,25,015,Hampshire County,75426,85733
0500000US25019,25,019,Nantucket County,5650,5451
0500000US26115,26,115,Monroe County,73914,75785
0500000US26005,26,005,Allegan County,57586,57664
0500000US26059,26,059,Hillsdale County,22798,23032
0500000US26003,26,003,Alger County,5104,4090
0500000US26127,26,127,Oceana County,13412,13005
0500000US26089,26,089,Leelanau County,10742,10897
0500000US26035,26,035,Clare County,15159,15457
0500000US26083,26,083,Keweenaw County,1111,1019
0500000US26073,26,073,Isabella County,34371,36404
0500000US26139,26,139,Ottawa County,140285,143749
0500000US26157,26,157,Tuscola County,26732,26518
0500000US26007,26,007,Alpena County,14095,14517
0500000US26067,26,067,Ionia County,34053,30123
0500000US26111,26,111,Midland County,40980,42409
0500000US26021,26,021,Berrien County,75737,79070
0500000US26135,26,135,Oscoda County,4251,4026
0500000US26039,26,039,Crawford County,7060,6776
0500000US26037,26,037,Clinton County,38528,39368
0500000US26057,26,057,Gratiot County,21961,19106
0500000US26063,26,063,Huron County,15692,15851
0500000US26091,26,091,Lenawee County,49815,48659
0500000US26105,26,105,Mason County,14310,14574
0500000US26117,26,117,Montcalm County,32595,30614
0500000US26149,26,149,St. Joseph County,30259,30638
0500000US26147,26,147,St. Clair County,79300,80266
0500000US26161,26,161,Washtenaw County,181376,184585
0500000US26011,26,011,Arenac County,7681,7484
0500000US26027,26,027,Cass County,25789,25671
0500000US26071,26,071,Iron County,5595,5617
0500000US26143,26,143,Roscommon County,11857,12020
0500000US26163,26,163,Wayne County,847648,913734
0500000US26023,26,023,Branch County,22485,21099
0500000US26075,26,075,Jackson County,81205,77708
0500000US26097,26,097,Mackinac County,5463,5354
0500000US26009,26,009,Antrim County,11515,11662
0500000US26061,26,061,Houghton County,19668,16692
0500000US26069,26,069,Iosco County,12578,12669
0500000US26085,26,085,Lake County,6000,5763
0500000US26119,26,119,Montmorency County,4665,4596
0500000US26141,26,141,Presque Isle County,6386,6411
0500000US26077,26,077,Kalamazoo County,128025,133548
0500000US26107,26,107,Mecosta County,21844,21420
0500000US26103,26,103,Marquette County,33703,33236
0500000US26123,26,123,Newaygo County,24149,23993
0500000US26133,26,133,Osceola County,11738,11494
0500000US26137,26,137,Otsego County,12061,12336
0500000US26025,26,025,Calhoun County,65782,68691
0500000US26031,26,031,Cheboygan County,12720,12738
0500000US26095,26,095,Luce County,3743,2621
0500000US26081,26,081,Kent County,316734,326406
0500000US26099,26,099,Macomb County,422835,445869
0500000US26145,26,145,Saginaw County,93581,99197
0500000US26155,26,155,Shiawassee County,33801,34692
0500000US26013,26,013,Baraga County,4720,3787
0500000US26017,26,017,Bay County,51486,53300
0500000US26029,26,029,Charlevoix County,12907,13312
0500000US26045,26,045,Eaton County,53353,55802
0500000US26041,26,041,Delta County,17998,18192
0500000US26053,26,053,Gogebic County,8324,7090
0500000US26047,26,047,Emmet County,16307,16732
0500000US05147,05,147,Woodruff County,3051,3609
0500000US05023,05,023,Cleburne County,12472,12758
0500000US05025,05,025,Cleveland County,4138,4088
0500000US05067,05,067,Jackson County,8512,8713
0500000US05057,05,057,Hempstead County,10494,11524
0500000US05135,05,135,Sharp County,8335,8708
0500000US05137,05,137,Stone County,6209,6237
0500000US05143,05,143,Washington County,114181,114348
0500000US05005,05,005,Baxter County,19992,21227
0500000US05003,05,003,Ashley County,10013,10524
0500000US05031,05,031,Craighead County,51528,54173
0500000US05055,05,055,Greene County,21912,22711
0500000US05073,05,073,Lafayette County,3381,3534
0500000US05105,05,105,Perry County,5184,5138
0500000US05107,05,107,Phillips County,9006,10028
0500000US05111,05,111,Poinsett County,11734,12320
0500000US05133,05,133,Sevier County,8607,8586
0500000US05149,05,149,Yell County,10782,10791
0500000US05013,05,013,Calhoun County,2607,2595
0500000US05019,05,019,Clark County,10628,11757
0500000US05011,05,011,Bradley County,5214,5734
0500000US05095,05,095,Monroe County,3316,3933
0500000US05113,05,113,Polk County,9828,10335
0500000US05103,05,103,Ouachita County,11327,12779
0500000US05101,05,101,Newton County,3932,3916
0500000US05081,05,081,Little River County,6090,6327
0500000US05015,05,015,Carroll County,13897,13990
0500000US05091,05,091,Miller County,21476,22283
0500000US06033,06,033,Lake County,31879,32269
0500000US06043,06,043,Mariposa County,8920,8620
0500000US06115,06,115,Yuba County,38468,37025
0500000US06013,06,013,Contra Costa County,553701,579546
0500000US06035,06,035,Lassen County,20671,10514
0500000US06083,06,083,Santa Barbara County,222208,221530
0500000US06097,06,097,Sonoma County,245196,256121
0500000US06025,06,025,Imperial County,92250,87966
0500000US06051,06,051,Mono County,7341,6833
0500000US06001,06,001,Alameda County,807171,836529
0500000US06067,06,067,Sacramento County,737742,772281
0500000US06055,06,055,Napa County,70082,70448
0500000US06053,06,053,Monterey County,220967,212245
0500000US06091,06,091,Sierra County,1542,1388
0500000US06073,06,073,San Diego County,1661931,1640902
0500000US06113,06,113,Yolo County,104375,110602
0500000US06023,06,023,Humboldt County,67666,68102
0500000US06003,06,003,Alpine County,612,534
0500000US06045,06,045,Mendocino County,43439,43983
0500000US06087,06,087,Santa Cruz County,135727,138038
0500000US06037,06,037,Los Angeles County,4976788,5121264
0500000US06065,06,065,Riverside County,1186188,1197098
0500000US06085,06,085,Santa Clara County,970469,951731
0500000US06041,06,041,Marin County,127113,133182
0500000US06093,06,093,Siskiyou County,21706,21834
0500000US06089,06,089,Shasta County,87859,91226
0500000US06015,06,015,Del Norte County,14575,12849
0500000US06021,06,021,Glenn County,14171,13726
0500000US06007,06,007,Butte County,112513,114562
0500000US06063,06,063,Plumas County,9423,9276
0500000US06079,06,079,San Luis Obispo County,142769,138686
0500000US06029,06,029,Kern County,452646,430407
0500000US06059,06,059,Orange County,1562429,1601753
0500000US06009,06,009,Calaveras County,22434,22801
0500000US06101,06,101,Sutter County,47789,48083
0500000US06081,06,081,San Mateo County,377851,388084
0500000US06109,06,109,Tuolumne County,28102,25830
0500000US06077,06,077,San Joaquin County,364612,367600
0500000US06005,06,005,Amador County,20302,17527
0500000US08095,08,095,Phillips County,2295,2023
0500000US08007,08,007,Archuleta County,6546,6362
0500000US08031,08,031,Denver County,347188,346229
0500000US08061,08,061,Kiowa County,750,699
0500000US08055,08,055,Huerfano County,3305,3278
0500000US08009,08,009,Baca County,1755,1808
0500000US08015,08,015,Chaffee County,10268,8896
0500000US08047,08,047,Gilpin County,3169,2755
0500000US08063,08,063,Kit Carson County,4158,3477
0500000US08045,08,045,Garfield County,29779,28759
0500000US08051,08,051,Gunnison County,8983,7554
0500000US08059,08,059,Jefferson County,283919,286508
0500000US08079,08,079,Mineral County,402,421
