geo_id,state_id,county_id,county_name,family_structure_hh_total,family_structure_hh_with_one_or_more_under_18,family_structure_hh_with_none_under_18
0500000US06035,06,035,Lassen County,9493,2417,7076
0500000US06083,06,083,Santa Barbara County,144962,48250,96712
0500000US06097,06,097,Sonoma County,189339,53942,135397
0500000US06025,06,025,Imperial County,44057,18654,25403
0500000US06051,06,051,Mono County,4847,898,3949
0500000US06001,06,001,Alameda County,572870,194897,377973
0500000US06067,06,067,Sacramento County,536029,183652,352377
0500000US06055,06,055,Napa County,49032,15866,33166
0500000US06053,06,053,Monterey County,126052,49770,76282
0500000US06091,06,091,Sierra County,1241,159,1082
0500000US06073,06,073,San Diego County,1118980,374289,744691
0500000US06113,06,113,Yolo County,73510,24120,49390
0500000US06023,06,023,Humboldt County,54267,13695,40572
0500000US06003,06,003,Alpine County,299,56,243
0500000US06045,06,045,Mendocino County,34090,9576,24514
0500000US06087,06,087,Santa Cruz County,95756,28141,67615
0500000US06037,06,037,Los Angeles County,3306109,1109456,2196653
0500000US06065,06,065,Riverside County,718349,274850,443499
0500000US06085,06,085,Santa Clara County,635525,233992,401533
0500000US06041,06,041,Marin County,105258,30323,74935
0500000US06093,06,093,Siskiyou County,19257,4612,14645
0500000US06089,06,089,Shasta County,70473,19384,51089
0500000US06015,06,015,Del Norte County,9799,2914,6885
0500000US06021,06,021,Glenn County,10017,3626,6391
0500000US06007,06,007,Butte County,86797,23182,63615
0500000US06063,06,063,Plumas County,8047,1685,6362
0500000US06079,06,079,San Luis Obispo County,105317,26643,78674
0500000US06029,06,029,Kern County,267913,118202,149711
0500000US06059,06,059,Orange County,1032373,362611,669762
0500000US06009,06,009,Calaveras County,17417,3647,13770
0500000US06101,06,101,Sutter County,32360,13032,19328
0500000US06081,06,081,San Mateo County,261969,86444,175525
0500000US06109,06,109,Tuolumne County,22427,5043,17384
0500000US06077,06,077,San Joaquin County,226727,95158,131569
0500000US06005,06,005,Amador County,14090,3413,10677
0500000US08095,08,095,Phillips County,1668,491,1177
0500000US08007,08,007,Archuleta County,5670,1110,4560
0500000US08031,08,031,Denver County,294358,73839,220519
0500000US08061,08,061,Kiowa County,593,165,428
0500000US08055,08,055,Huerfano County,3282,645,2637
0500000US08009,08,009,Baca County,1642,412,1230
0500000US08015,08,015,Chaffee County,7958,1751,6207
0500000US08047,08,047,Gilpin County,2653,425,2228
0500000US08063,08,063,Kit Carson County,2977,963,2014
0500000US08045,08,045,Garfield County,21138,7310,13828
0500000US08051,08,051,Gunnison County,6643,1568,5075
0500000US08059,08,059,Jefferson County,230153,63731,166422
0500000US08079,08,079,Mineral County,375,38,337
0500000US08091,08,091,Ouray County,2194,389,1805
0500000US08103,08,103,Rio Blanco County,2403,804,1599
0500000US08115,08,115,Sedgwick County,1017,240,777
0500000US08021,08,021,Conejos County,3068,945,2123
0500000US08023,08,023,Costilla County,1687,395,1292
0500000US08001,08,001,Adams County,164353,65659,98694
0500000US08037,08,037,Eagle County,17750,5711,12039
0500000US08065,08,065,Lake County,3353,709,2644
0500000US08081,08,081,Moffat County,5210,1645,3565
0500000US08097,08,097,Pitkin County,7018,1385,5633
0500000US08017,08,017,Cheyenne County,742,244,498
0500000US08025,08,025,Crowley County,1194,353,841
0500000US08033,08,033,Dolores County,740,143,597
0500000US08057,08,057,Jackson County,575,97,478
0500000US08069,08,069,Larimer County,133527,36361,97166
0500000US08083,08,083,Montezuma County,10615,2870,7745
0500000US08113,08,113,San Miguel County,3441,853,2588
0500000US08013,08,013,Boulder County,125894,35033,90861
0500000US08071,08,071,Las Animas County,6477,1672,4805
0500000US08125,08,125,Yuma County,4051,1213,2838
0500000US08107,08,107,Routt County,9552,2524,7028
0500000US08117,08,117,Summit County,9707,2296,7411
0500000US08019,08,019,Clear Creek County,4640,1023,3617
0500000US08029,08,029,Delta County,11882,2821,9061
0500000US08101,08,101,Pueblo County,63762,19421,44341
0500000US08087,08,087,Morgan County,10785,4115,6670
0500000US08093,08,093,Park County,7119,1358,5761
0500000US08077,08,077,Mesa County,61033,17704,43329
0500000US08099,08,099,Prowers County,4963,1675,3288
0500000US08041,08,041,El Paso County,253379,87385,165994
0500000US08121,08,121,Washington County,2030,568,1462
0500000US08005,08,005,Arapahoe County,237559,81044,156515
0500000US08014,08,014,Broomfield County,26721,8763,17958
0500000US09009,09,009,New Haven County,329857,89770,240087
0500000US09003,09,003,Hartford County,349064,104823,244241
0500000US09015,09,015,Windham County,44449,12873,31576
0500000US09007,09,007,Middlesex County,66892,17216,49676
0500000US09013,09,013,Tolland County,55232,15204,40028
0500000US10003,10,003,New Castle County,203855,60321,143534
0500000US10005,10,005,Sussex County,89365,21843,67522
0500000US11001,11,001,District of Columbia,281322,58763,222559
0500000US12091,12,091,Okaloosa County,77403,22723,54680
0500000US12123,12,123,Taylor County,7356,2212,5144
0500000US12133,12,133,Washington County,8484,2734,5750
0500000US12031,12,031,Duval County,354387,105182,249205
0500000US12007,12,007,Bradford County,8993,2519,6474
0500000US12009,12,009,Brevard County,228888,53099,175789
0500000US12019,12,019,Clay County,73398,27841,45557
0500000US12067,12,067,Lafayette County,2095,778,1317
0500000US12069,12,069,Lake County,130190,32052,98138
0500000US12089,12,089,Nassau County,31241,9326,21915
0500000US12103,12,103,Pinellas County,407720,83651,324069
0500000US12105,12,105,Polk County,231260,68497,162763
0500000US12111,12,111,St. Lucie County,112872,31080,81792
0500000US12043,12,043,Glades County,4433,1052,3381
0500000US12051,12,051,Hendry County,12027,4959,7068
0500000US12061,12,061,Indian River County,57403,9927,47476
0500000US12063,12,063,Jackson County,16894,5020,11874
0500000US12099,12,099,Palm Beach County,548216,141162,407054
0500000US12109,12,109,St. Johns County,86268,27082,59186
0500000US12117,12,117,Seminole County,167304,49071,118233
0500000US12086,12,086,Miami-Dade County,870051,285191,584860
0500000US12005,12,005,Bay County,70199,19991,50208
0500000US12035,12,035,Flagler County,40629,8805,31824
0500000US12037,12,037,Franklin County,4297,956,3341
0500000US12047,12,047,Hamilton County,4485,1535,2950
0500000US12077,12,077,Liberty County,2381,719,1662
0500000US12119,12,119,Sumter County,54636,3634,51002
0500000US12039,12,039,Gadsden County,17080,4976,12104
0500000US12059,12,059,Holmes County,7016,2147,4869
0500000US12071,12,071,Lee County,271861,60710,211151
0500000US12083,12,083,Marion County,136514,29458,107056
0500000US12021,12,021,Collier County,140942,31125,109817
0500000US12095,12,095,Orange County,458613,153701,304912
0500000US12101,12,101,Pasco County,199227,55075,144152
0500000US12055,12,055,Highlands County,41026,8134,32892
0500000US12121,12,121,Suwannee County,15083,4390,10693
0500000US12027,12,027,DeSoto County,11996,3963,8033
0500000US12013,12,013,Calhoun County,4556,1361,3195
0500000US12023,12,023,Columbia County,24985,6639,18346
0500000US12029,12,029,Dixie County,6520,1535,4985
0500000US12107,12,107,Putnam County,28264,6236,22028
0500000US12125,12,125,Union County,3892,1413,2479
0500000US12081,12,081,Manatee County,143652,32929,110723
0500000US12075,12,075,Levy County,16433,3990,12443
0500000US12003,12,003,Baker County,8625,3835,4790
0500000US12127,12,127,Volusia County,212985,47245,165740
0500000US12073,12,073,Leon County,112918,28928,83990
0500000US12079,12,079,Madison County,6682,1707,4975
0500000US12033,12,033,Escambia County,118740,25101,93639
0500000US12053,12,053,Hernando County,73541,17751,55790
0500000US13037,13,037,Calhoun County,1853,609,1244
0500000US13193,13,193,Macon County,4673,1135,3538
0500000US13021,13,021,Bibb County,58010,17013,40997
0500000US13197,13,197,Marion County,3331,857,2474
0500000US13249,13,249,Schley County,1877,722,1155
0500000US13023,13,023,Bleckley County,4168,1271,2897
0500000US13093,13,093,Dooly County,4861,1396,3465
0500000US13119,13,119,Franklin County,8305,2802,5503
0500000US13103,13,103,Effingham County,20489,7967,12522
0500000US13171,13,171,Lamar County,6368,1507,4861
0500000US13107,13,107,Emanuel County,8392,2707,5685
0500000US13239,13,239,Quitman County,934,234,700
0500000US13159,13,159,Jasper County,5087,1772,3315
0500000US13167,13,167,Johnson County,3361,911,2450
0500000US13179,13,179,Liberty County,23232,9357,13875
0500000US13205,13,205,Mitchell County,7889,2454,5435
0500000US13253,13,253,Seminole County,3325,859,2466
0500000US13277,13,277,Tift County,15058,5273,9785
0500000US13289,13,289,Twiggs County,3031,854,2177
0500000US13233,13,233,Polk County,15011,5233,9778
0500000US13263,13,263,Talbot County,2766,573,2193
0500000US13269,13,269,Taylor County,3437,1097,2340
0500000US13273,13,273,Terrell County,3247,1240,2007
0500000US13275,13,275,Thomas County,17352,5629,11723
0500000US13279,13,279,Toombs County,10403,3675,6728
0500000US13319,13,319,Wilkinson County,3237,818,2419
0500000US13017,13,017,Ben Hill County,6569,2109,4460
0500000US13033,13,033,Burke County,8184,2943,5241
0500000US13047,13,047,Catoosa County,24636,7917,16719
0500000US13053,13,053,Chattahoochee County,2550,1306,1244
0500000US13055,13,055,Chattooga County,9098,2911,6187
0500000US13073,13,073,Columbia County,46840,17977,28863
0500000US13087,13,087,Decatur County,10153,3464,6689
0500000US13115,13,115,Floyd County,35633,11608,24025
0500000US13117,13,117,Forsyth County,73675,34263,39412
0500000US13137,13,137,Habersham County,15195,4536,10659
0500000US13185,13,185,Lowndes County,40472,12898,27574
0500000US13199,13,199,Meriwether County,8151,2173,5978
0500000US13207,13,207,Monroe County,9803,2645,7158
0500000US13261,13,261,Sumter County,11758,3650,8108
0500000US13265,13,265,Taliaferro County,612,128,484
0500000US13007,13,007,Baker County,1385,311,1074
0500000US13035,13,035,Butts County,8157,2602,5555
0500000US13043,13,043,Candler County,3965,1335,2630
0500000US13045,13,045,Carroll County,41150,15016,26134
0500000US13079,13,079,Crawford County,4637,1382,3255
0500000US13081,13,081,Crisp County,8329,2774,5555
0500000US13077,13,077,Coweta County,51308,19214,32094
0500000US13067,13,067,Cobb County,277222,97175,180047
0500000US13083,13,083,Dade County,6070,1971,4099
0500000US13297,13,297,Walton County,31133,12088,19045
0500000US13027,13,027,Brooks County,6350,1735,4615
0500000US13091,13,091,Dodge County,7694,2478,5216
0500000US13105,13,105,Elbert County,7491,1944,5547
0500000US13113,13,113,Fayette County,39753,13973,25780
0500000US13165,13,165,Jenkins County,3409,965,2444
0500000US13217,13,217,Newton County,36626,14171,22455
0500000US13227,13,227,Pickens County,11841,3456,8385
0500000US13071,13,071,Colquitt County,15374,5490,9884
0500000US13085,13,085,Dawson County,8711,2329,6382
0500000US13063,13,063,Clayton County,92845,35512,57333
0500000US13139,13,139,Hall County,63931,23984,39947
0500000US13141,13,141,Hancock County,2991,446,2545
0500000US13189,13,189,McDuffie County,8103,2766,5337
0500000US13211,13,211,Morgan County,6656,2031,4625
0500000US13149,13,149,Heard County,4489,1594,2895
0500000US13095,13,095,Dougherty County,34780,11069,23711
0500000US13111,13,111,Fannin County,10461,2410,8051
0500000US13153,13,153,Houston County,56146,20935,35211
0500000US13175,13,175,Laurens County,17183,5364,11819
0500000US13255,13,255,Spalding County,24137,7628,16509
0500000US13271,13,271,Telfair County,4931,1382,3549
0500000US13291,13,291,Union County,9070,1816,7254
0500000US13303,13,303,Washington County,7359,2539,4820
0500000US13311,13,311,White County,11588,3153,8435
0500000US13223,13,223,Paulding County,52389,22501,29888
0500000US13231,13,231,Pike County,6106,2059,4047
0500000US13245,13,245,Richmond County,72165,21129,51036
0500000US13267,13,267,Tattnall County,8237,2980,5257
0500000US13019,13,019,Berrien County,7322,2327,4995
0500000US13295,13,295,Walker County,25709,7939,17770
0500000US13135,13,135,Gwinnett County,288724,122999,165725
0500000US13013,13,013,Barrow County,25319,10340,14979
0500000US13049,13,049,Charlton County,3559,1008,2551
0500000US13065,13,065,Clinch County,2502,773,1729
0500000US13015,13,015,Bartow County,37351,14227,23124
0500000US13097,13,097,Douglas County,48968,19206,29762
0500000US13131,13,131,Grady County,9037,2960,6077
0500000US13161,13,161,Jeff Davis County,5270,2183,3087
0500000US13209,13,209,Montgomery County,3039,993,2046
0500000US13221,13,221,Oglethorpe County,5621,1728,3893
0500000US13243,13,243,Randolph County,2616,693,1923
0500000US13247,13,247,Rockdale County,30521,11415,19106
0500000US13299,13,299,Ware County,13901,4293,9608
0500000US13305,13,305,Wayne County,10353,3427,6926
0500000US13309,13,309,Wheeler County,1937,489,1448
0500000US13315,13,315,Wilcox County,2606,687,1919
0500000US13009,13,009,Baldwin County,16122,3959,12163
0500000US13031,13,031,Bulloch County,26955,8710,18245
0500000US13059,13,059,Clarke County,47224,10953,36271
0500000US13101,13,101,Echols County,1559,485,1074
0500000US13127,13,127,Glynn County,33777,10017,23760
0500000US13143,13,143,Haralson County,11128,3976,7152
0500000US13163,13,163,Jefferson County,5609,1666,3943
0500000US13169,13,169,Jones County,10510,3554,6956
0500000US13213,13,213,Murray County,14081,5718,8363
0500000US13215,13,215,Muscogee County,72924,23464,49460
0500000US13241,13,241,Rabun County,6563,1405,5158
0500000US13259,13,259,Stewart County,1826,409,1417
0500000US13283,13,283,Treutlen County,2641,794,1847
0500000US13155,13,155,Irwin County,3291,842,2449
0500000US13003,13,003,Atkinson County,2785,1049,1736
0500000US13005,13,005,Bacon County,3966,1298,2668
0500000US13025,13,025,Brantley County,6564,2233,4331
0500000US16087,16,087,Washington County,4018,1172,2846
0500000US16031,16,031,Cassia County,7904,3325,4579
0500000US16045,16,045,Gem County,6583,1667,4916
0500000US16085,16,085,Valley County,3461,748,2713
0500000US16003,16,003,Adams County,1675,346,1329
0500000US16069,16,069,Nez Perce County,16302,4694,11608
0500000US16055,16,055,Kootenai County,60497,18609,41888
0500000US16061,16,061,Lewis County,1632,364,1268
0500000US16083,16,083,Twin Falls County,30697,10784,19913
0500000US16073,16,073,Owyhee County,4250,1383,2867
0500000US16015,16,015,Boise County,3110,670,2440
0500000US16023,16,023,Butte County,1050,247,803
0500000US16029,16,029,Caribou County,2618,1018,1600
0500000US16001,16,001,Ada County,168741,50813,117928
0500000US16005,16,005,Bannock County,30841,10246,20595
0500000US16011,16,011,Bingham County,14772,5720,9052
0500000US16025,16,025,Camas County,357,77,280
0500000US16027,16,027,Canyon County,70847,27290,43557
0500000US16051,16,051,Jefferson County,8647,3894,4753
0500000US16057,16,057,Latah County,15530,3497,12033
0500000US16075,16,075,Payette County,8768,2962,5806
0500000US16009,16,009,Benewah County,3346,918,2428
0500000US16033,16,033,Clark County,305,147,158
0500000US16039,16,039,Elmore County,10285,3429,6856
0500000US16043,16,043,Fremont County,4309,1635,2674
0500000US16079,16,079,Shoshone County,5540,1148,4392
0500000US16049,16,049,Idaho County,6466,1453,5013
0500000US15001,15,001,Hawaii County,68412,19411,49001
0500000US15009,15,009,Maui County,54274,18049,36225
0500000US15007,15,007,Kauai County,22524,6929,15595
0500000US15005,15,005,Kalawao County,47,0,47
0500000US17083,17,083,Jersey County,8665,2549,6116
0500000US17155,17,155,Putnam County,2395,612,1783
0500000US17039,17,039,De Witt County,6663,2018,4645
0500000US17051,17,051,Fayette County,7616,2262,5354
0500000US17103,17,103,Lee County,13699,3806,9893
0500000US17107,17,107,Logan County,10872,3097,7775
0500000US17117,17,117,Macoupin County,18772,5505,13267
0500000US17159,17,159,Richland County,6482,1781,4701
0500000US17165,17,165,Saline County,10002,3110,6892
0500000US17189,17,189,Washington County,5975,1620,4355
0500000US17135,17,135,Montgomery County,11339,2742,8597
0500000US17195,17,195,Whiteside County,23346,6371,16975
0500000US17001,17,001,Adams County,27300,7621,19679
0500000US17027,17,027,Clinton County,14190,4298,9892
0500000US17037,17,037,DeKalb County,37703,11620,26083
0500000US17047,17,047,Edwards County,2776,821,1955
0500000US17079,17,079,Jasper County,3656,1062,2594
0500000US17081,17,081,Jefferson County,15223,4458,10765
0500000US17197,17,197,Will County,227848,89521,138327
0500000US17199,17,199,Williamson County,27089,7750,19339
0500000US17041,17,041,Douglas County,7618,2438,5180
0500000US17057,17,057,Fulton County,14090,3956,10134
0500000US17061,17,061,Greene County,5005,1356,3649
0500000US17069,17,069,Hardin County,1438,300,1138
0500000US17073,17,073,Henry County,20023,5833,14190
0500000US17095,17,095,Knox County,20830,5151,15679
0500000US17097,17,097,Lake County,244672,92070,152602
0500000US17127,17,127,Massac County,6011,1786,4225
0500000US17171,17,171,Scott County,1959,548,1411
0500000US17017,17,017,Cass County,5024,1598,3426
0500000US17099,17,099,LaSalle County,44644,12712,31932
0500000US17067,17,067,Hancock County,7420,1909,5511
0500000US17063,17,063,Grundy County,19398,7131,12267
0500000US17091,17,091,Kankakee County,40050,12299,27751
0500000US17043,17,043,DuPage County,341823,112553,229270
0500000US17167,17,167,Sangamon County,83661,23682,59979
0500000US17129,17,129,Menard County,5198,1668,3530
0500000US17031,17,031,Cook County,1963070,576305,1386765
0500000US17141,17,141,Ogle County,20901,6375,14526
0500000US17137,17,137,Morgan County,13864,3590,10274
0500000US17177,17,177,Stephenson County,19609,5365,14244
0500000US17193,17,193,White County,6082,1634,4448
0500000US17203,17,203,Woodford County,14566,4688,9878
0500000US17071,17,071,Henderson County,2990,764,2226
0500000US17111,17,111,McHenry County,111812,40772,71040
0500000US17113,17,113,McLean County,66159,19432,46727
0500000US17145,17,145,Perry County,8323,2394,5929
0500000US17149,17,149,Pike County,6527,1891,4636
0500000US17161,17,161,Rock Island County,60294,17254,43040
0500000US17163,17,163,St. Clair County,103063,31263,71800
0500000US17185,17,185,Wabash County,4896,1403,3493
0500000US17013,17,013,Calhoun County,1805,453,1352
0500000US17035,17,035,Cumberland County,4322,1286,3036
0500000US17085,17,085,Jo Daviess County,9758,2252,7506
0500000US17089,17,089,Kane County,178050,69563,108487
0500000US17101,17,101,Lawrence County,6144,1930,4214
0500000US17009,17,009,Brown County,2087,583,1504
0500000US17123,17,123,Marshall County,4893,1219,3674
0500000US17075,17,075,Iroquois County,11779,3308,8471
0500000US17021,17,021,Christian County,13939,3894,10045
0500000US17025,17,025,Clay County,5638,1573,4065
0500000US17059,17,059,Gallatin County,2314,757,1557
0500000US17077,17,077,Jackson County,23728,5388,18340
0500000US17133,17,133,Monroe County,13349,4398,8951
0500000US17143,17,143,Peoria County,73629,21040,52589
0500000US17181,17,181,Union County,6669,1927,4742
0500000US17201,17,201,Winnebago County,114608,35404,79204
0500000US17147,17,147,Piatt County,6700,2001,4699
0500000US17153,17,153,Pulaski County,2173,434,1739
0500000US17169,17,169,Schuyler County,2836,700,2136
0500000US17175,17,175,Stark County,2294,598,1696
0500000US17045,17,045,Edgar County,7590,2345,5245
0500000US17005,17,005,Bond County,6218,1711,4507
0500000US17007,17,007,Boone County,18731,7320,11411
0500000US17011,17,011,Bureau County,13805,4075,9730
0500000US17015,17,015,Carroll County,6476,1538,4938
0500000US17029,17,029,Coles County,21139,5557,15582
0500000US17033,17,033,Crawford County,7653,2250,5403
0500000US18105,18,105,Monroe County,55537,12763,42774
0500000US18045,18,045,Fountain County,7015,1906,5109
0500000US18039,18,039,Elkhart County,72329,26703,45626
0500000US18025,18,025,Crawford County,3915,1016,2899
0500000US18017,18,017,Cass County,14666,4368,10298
0500000US18097,18,097,Marion County,369033,105395,263638
0500000US18021,18,021,Clay County,10510,3611,6899
0500000US18063,18,063,Hendricks County,58078,22199,35879
0500000US18047,18,047,Franklin County,8744,3088,5656
0500000US18053,18,053,Grant County,26121,7879,18242
0500000US18071,18,071,Jackson County,16746,5741,11005
0500000US18067,18,067,Howard County,34550,9830,24720
0500000US18119,18,119,Owen County,8695,2395,6300
0500000US18135,18,135,Randolph County,10477,2853,7624
0500000US18183,18,183,Whitley County,13548,4035,9513
0500000US18013,18,013,Brown County,6093,1537,4556
0500000US18023,18,023,Clinton County,12007,4014,7993
0500000US18161,18,161,Union County,2846,812,2034
0500000US18027,18,027,Daviess County,11417,4124,7293
0500000US18029,18,029,Dearborn County,18648,5828,12820
0500000US18083,18,083,Knox County,14955,4934,10021
0500000US18093,18,093,Lawrence County,18487,5611,12876
0500000US18123,18,123,Perry County,7465,2198,5267
0500000US18131,18,131,Pulaski County,5200,1436,3764
0500000US18129,18,129,Posey County,10175,2998,7177
0500000US18171,18,171,Warren County,3384,1066,2318
0500000US18165,18,165,Vermillion County,6616,1972,4644
0500000US18003,18,003,Allen County,143500,47467,96033
0500000US18031,18,031,Decatur County,10425,3355,7070
0500000US18043,18,043,Floyd County,29356,8775,20581
0500000US18079,18,079,Jennings County,10659,3404,7255
0500000US18081,18,081,Johnson County,55777,20921,34856
0500000US18109,18,109,Morgan County,25926,8411,17515
0500000US18051,18,051,Gibson County,13244,4098,9146
0500000US18117,18,117,Orange County,7881,2388,5493
0500000US18085,18,085,Kosciusko County,30676,10111,20565
0500000US18099,18,099,Marshall County,17245,5538,11707
0500000US18163,18,163,Vanderburgh County,75197,20732,54465
0500000US18009,18,009,Blackford County,5225,1392,3833
0500000US18143,18,143,Scott County,9004,2920,6084
0500000US18061,18,061,Harrison County,14584,4361,10223
0500000US18091,18,091,LaPorte County,42904,12537,30367
0500000US18169,18,169,Wabash County,12875,3675,9200
0500000US18073,18,073,Jasper County,12539,3765,8774
0500000US18101,18,101,Martin County,4198,1177,3021
0500000US18127,18,127,Porter County,63969,21181,42788
0500000US18145,18,145,Shelby County,17725,5248,12477
0500000US18137,18,137,Ripley County,11165,3556,7609
0500000US18147,18,147,Spencer County,8109,2307,5802
0500000US18153,18,153,Sullivan County,7707,2476,5231
0500000US18159,18,159,Tipton County,6295,1828,4467
0500000US18157,18,157,Tippecanoe County,69112,19558,49554
0500000US18167,18,167,Vigo County,41874,12052,29822
0500000US18173,18,173,Warrick County,24267,8254,16013
0500000US18057,18,057,Hamilton County,116982,48390,68592
0500000US18033,18,033,DeKalb County,16789,5332,11457
0500000US18087,18,087,LaGrange County,12079,4677,7402
0500000US18005,18,005,Bartholomew County,31669,9959,21710
0500000US18139,18,139,Rush County,6725,2194,4531
0500000US18011,18,011,Boone County,24645,9152,15493
0500000US18049,18,049,Fulton County,7884,2226,5658
0500000US18089,18,089,Lake County,185437,59225,126212
0500000US18107,18,107,Montgomery County,15271,5010,10261
0500000US18113,18,113,Noble County,18090,6001,12089
0500000US18001,18,001,Adams County,12476,4485,7991
0500000US18041,18,041,Fayette County,9568,2782,6786
0500000US19055,19,055,Delaware County,6939,1978,4961
0500000US19185,19,185,Wayne County,2669,718,1951
0500000US19113,19,113,Linn County,89807,27858,61949
0500000US19163,19,163,Scott County,67025,20530,46495
0500000US19141,19,141,O'Brien County,6031,1716,4315
0500000US19011,19,011,Benton County,10224,3152,7072
0500000US19061,19,061,Dubuque County,38330,11410,26920
0500000US19079,19,079,Hamilton County,6315,1707,4608
0500000US19151,19,151,Pocahontas County,3205,725,2480
0500000US19175,19,175,Union County,5194,1463,3731
0500000US19177,19,177,Van Buren County,2863,687,2176
0500000US19159,19,159,Ringgold County,1997,518,1479
0500000US19001,19,001,Adair County,3136,777,2359
0500000US19009,19,009,Audubon County,2677,626,2051
0500000US19039,19,039,Clarke County,3854,1301,2553
0500000US19051,19,051,Davis County,3215,1176,2039
0500000US19093,19,093,Ida County,3010,804,2206
0500000US19107,19,107,Keokuk County,4384,1152,3232
0500000US19135,19,135,Monroe County,3329,954,2375
0500000US19179,19,179,Wapello County,14418,4337,10081
0500000US19167,19,167,Sioux County,12166,4447,7719
0500000US19025,19,025,Calhoun County,4191,1133,3058
0500000US19031,19,031,Cedar County,7546,2151,5395
0500000US19033,19,033,Cerro Gordo County,19213,4912,14301
0500000US19073,19,073,Greene County,3889,1060,2829
0500000US19083,19,083,Hardin County,7175,1832,5343
0500000US19117,19,117,Lucas County,3642,953,2689
0500000US19189,19,189,Winnebago County,4605,1222,3383
0500000US19147,19,147,Palo Alto County,3812,942,2870
0500000US19007,19,007,Appanoose County,5416,1269,4147
0500000US19095,19,095,Iowa County,6791,2011,4780
0500000US19099,19,099,Jasper County,14548,4353,10195
0500000US19191,19,191,Winneshiek County,8205,2073,6132
0500000US19157,19,157,Poweshiek County,7681,2162,5519
0500000US19127,19,127,Marshall County,15338,4733,10605
0500000US19015,19,015,Boone County,10940,3101,7839
0500000US19017,19,017,Bremer County,9585,2768,6817
0500000US19089,19,089,Howard County,3868,1106,2762
0500000US19063,19,063,Emmet County,4110,1123,2987
0500000US19081,19,081,Hancock County,4766,1250,3516
0500000US19121,19,121,Madison County,6309,2171,4138
0500000US19125,19,125,Marion County,13314,4230,9084
0500000US19197,19,197,Wright County,5690,1539,4151
0500000US39097,39,097,Madison County,15080,5116,9964
0500000US39119,39,119,Muskingum County,34239,10176,24063
0500000US27037,27,037,Dakota County,160144,55460,104684
0500000US27083,27,083,Lyon County,10050,3178,6872
0500000US27129,27,129,Renville County,6180,1661,4519
0500000US27031,27,031,Cook County,2699,545,2154
0500000US27093,27,093,Meeker County,9191,2655,6536
0500000US27113,27,113,Pennington County,5970,1668,4302
0500000US27167,27,167,Wilkin County,2826,823,2003
0500000US27027,27,027,Clay County,23782,7773,16009
0500000US27045,27,045,Fillmore County,8595,2513,6082
0500000US27119,27,119,Polk County,12516,3513,9003
0500000US27135,27,135,Roseau County,5995,1849,4146
0500000US27165,27,165,Watonwan County,4318,1287,3031
0500000US27011,27,011,Big Stone County,2274,485,1789
0500000US27021,27,021,Cass County,13007,3406,9601
0500000US27049,27,049,Goodhue County,19313,5763,13550
0500000US27063,27,063,Jackson County,4388,1184,3204
0500000US27105,27,105,Nobles County,7897,2456,5441
0500000US27141,27,141,Sherburne County,31737,12295,19442
0500000US27019,27,019,Carver County,35852,14347,21505
0500000US27061,27,061,Itasca County,19346,5144,14202
0500000US27123,27,123,Ramsey County,209069,62462,146607
0500000US27169,27,169,Winona County,19515,4599,14916
0500000US28089,28,089,Madison County,39020,14057,24963
0500000US28091,28,091,Marion County,9543,2901,6642
0500000US48449,48,449,Titus County,10694,4310,6384
0500000US48291,48,291,Liberty County,26203,9060,17143
0500000US48497,48,497,Wise County,22080,7978,14102
0500000US48249,48,249,Jim Wells County,13043,4750,8293
0500000US48127,48,127,Dimmit County,3309,1198,2111
0500000US48157,48,157,Fort Bend County,230381,107732,122649
0500000US48235,48,235,Irion County,634,149,485
0500000US48097,48,097,Cooke County,15368,4998,10370
0500000US48115,48,115,Dawson County,4322,1333,2989
0500000US48051,48,051,Burleson County,6754,1848,4906
0500000US48245,48,245,Jefferson County,94002,30898,63104
0500000US48359,48,359,Oldham County,527,171,356
0500000US48141,48,141,El Paso County,265724,107835,157889
0500000US48443,48,443,Terrell County,396,60,336
0500000US48463,48,463,Uvalde County,8683,2777,5906
0500000US48009,48,009,Archer County,3332,1044,2288
0500000US48215,48,215,Hidalgo County,234879,116009,118870
0500000US48425,48,425,Somervell County,3239,1465,1774
0500000US48207,48,207,Haskell County,2125,594,1531
0500000US48333,48,333,Mills County,1750,458,1292
0500000US48351,48,351,Newton County,4978,1363,3615
0500000US49045,49,045,Tooele County,19901,9816,10085
0500000US49043,49,043,Summit County,14555,5289,9266
0500000US49031,49,031,Piute County,499,120,379
0500000US49001,49,001,Beaver County,2277,901,1376
0500000US49039,49,039,Sanpete County,8483,3451,5032
0500000US49049,49,049,Utah County,160649,78439,82210
0500000US50011,50,011,Franklin County,18582,6218,12364
0500000US50003,50,003,Bennington County,14927,3962,10965
0500000US50009,50,009,Essex County,2756,617,2139
0500000US51530,51,530,Buena Vista city,2539,810,1729
0500000US51730,51,730,Petersburg city,13274,3209,10065
0500000US51600,51,600,Fairfax city,8553,2714,5839
0500000US51683,51,683,Manassas city,12749,5161,7588
0500000US51800,51,800,Suffolk city,33198,12214,20984
0500000US51041,51,041,Chesterfield County,123010,43904,79106
0500000US51093,51,093,Isle of Wight County,14304,4346,9958
0500000US51620,51,620,Franklin city,3526,1111,2415
0500000US51540,51,540,Charlottesville city,18613,4366,14247
0500000US51087,51,087,Henrico County,127111,39459,87652
0500000US51101,51,101,King William County,6170,2121,4049
