geo_id,state_id,county_id,county_name,family_structure_hh_total,family_structure_hh_with_one_or_more_under_18,family_structure_hh_with_none_under_18
0500000US47045,47,045,Dyer County,15180,5148,10032
0500000US47049,47,049,Fentress County,7403,2178,5225
0500000US47053,47,053,Gibson County,19223,6291,12932
0500000US47065,47,065,Hamilton County,140890,36620,104270
0500000US47105,47,105,Loudon County,20215,5153,15062
0500000US47149,47,149,Rutherford County,109468,40346,69122
0500000US47159,47,159,Smith County,7584,2454,5130
0500000US47189,47,189,Wilson County,48841,18190,30651
0500000US47163,47,163,Sullivan County,66239,17530,48709
0500000US47177,47,177,Warren County,15655,5094,10561
0500000US47179,47,179,Washington County,53190,14175,39015
0500000US47005,47,005,Benton County,6786,1467,5319
0500000US47013,47,013,Campbell County,16172,5176,10996
0500000US47015,47,015,Cannon County,5513,1701,3812
0500000US47047,47,047,Fayette County,15410,4284,11126
0500000US47067,47,067,Hancock County,2809,835,1974
0500000US47091,47,091,Johnson County,6858,1750,5108
0500000US47103,47,103,Lincoln County,13636,4105,9531
0500000US47127,47,127,Moore County,2602,773,1829
0500000US47051,47,051,Franklin County,16431,4825,11606
0500000US47009,47,009,Blount County,50159,14792,35367
0500000US47019,47,019,Carter County,23594,6265,17329
0500000US47057,47,057,Grainger County,8948,2639,6309
0500000US47097,47,097,Lauderdale County,9754,3543,6211
0500000US47099,47,099,Lawrence County,16131,5325,10806
0500000US47115,47,115,Marion County,11582,3768,7814
0500000US47133,47,133,Overton County,8974,2576,6398
0500000US47165,47,165,Sumner County,65645,22882,42763
0500000US47169,47,169,Trousdale County,3054,951,2103
0500000US47187,47,187,Williamson County,75344,32224,43120
0500000US47027,47,027,Clay County,3173,940,2233
0500000US47059,47,059,Greene County,27244,7282,19962
0500000US47157,47,157,Shelby County,350260,110284,239976
0500000US47175,47,175,Van Buren County,2163,542,1621
0500000US47077,47,077,Henderson County,10671,3225,7446
0500000US47081,47,081,Hickman County,8667,2386,6281
0500000US47089,47,089,Jefferson County,19910,5732,14178
0500000US47153,47,153,Sequatchie County,5441,1695,3746
0500000US47155,47,155,Sevier County,36945,10948,25997
0500000US47017,47,017,Carroll County,11062,3255,7807
0500000US47023,47,023,Chester County,5958,1982,3976
0500000US47037,47,037,Davidson County,277903,76997,200906
0500000US47087,47,087,Jackson County,4543,1090,3453
0500000US47135,47,135,Perry County,3317,977,2340
0500000US47145,47,145,Roane County,20963,5329,15634
0500000US47121,47,121,Meigs County,4790,1429,3361
0500000US47063,47,063,Hamblen County,24411,7575,16836
0500000US47075,47,075,Haywood County,7100,2049,5051
0500000US48143,48,143,Erath County,13961,4063,9898
0500000US48039,48,039,Brazoria County,118762,48937,69825
0500000US48345,48,345,Motley County,465,145,320
0500000US48129,48,129,Donley County,1290,297,993
0500000US48013,48,013,Atascosa County,15387,5800,9587
0500000US48083,48,083,Coleman County,3460,1006,2454
0500000US48353,48,353,Nolan County,5469,1686,3783
0500000US48229,48,229,Hudspeth County,900,193,707
0500000US48325,48,325,Medina County,15470,5307,10163
0500000US48475,48,475,Ward County,3956,1277,2679
0500000US48213,48,213,Henderson County,30885,9227,21658
0500000US48203,48,203,Harrison County,23217,8129,15088
0500000US48327,48,327,Menard County,992,222,770
0500000US48277,48,277,Lamar County,19313,5985,13328
0500000US48149,48,149,Fayette County,9067,2409,6658
0500000US48491,48,491,Williamson County,174754,69148,105606
0500000US48373,48,373,Polk County,17803,5277,12526
0500000US48391,48,391,Refugio County,2577,823,1754
0500000US48055,48,055,Caldwell County,13225,4861,8364
0500000US48487,48,487,Wilbarger County,5263,1569,3694
0500000US48383,48,383,Reagan County,1147,484,663
0500000US48189,48,189,Hale County,11146,4325,6821
0500000US48419,48,419,Shelby County,9292,3490,5802
0500000US48399,48,399,Runnels County,3749,1158,2591
0500000US48407,48,407,San Jacinto County,9487,2709,6778
0500000US48451,48,451,Tom Green County,43131,13215,29916
0500000US48469,48,469,Victoria County,32544,11200,21344
0500000US48473,48,473,Waller County,14807,5243,9564
0500000US48485,48,485,Wichita County,47951,15009,32942
0500000US48493,48,493,Wilson County,15820,5886,9934
0500000US48219,48,219,Hockley County,7946,3121,4825
0500000US48323,48,323,Maverick County,16307,8109,8198
0500000US48329,48,329,Midland County,55980,21626,34354
0500000US48297,48,297,Live Oak County,3675,924,2751
0500000US48299,48,299,Llano County,8491,1608,6883
0500000US48147,48,147,Fannin County,12231,3539,8692
0500000US48255,48,255,Karnes County,4246,1239,3007
0500000US48041,48,041,Brazos County,79053,23172,55881
0500000US48067,48,067,Cass County,11789,3451,8338
0500000US48165,48,165,Gaines County,5737,2776,2961
0500000US48179,48,179,Gray County,8000,2394,5606
0500000US48313,48,313,Madison County,4201,1450,2751
0500000US48237,48,237,Jack County,3160,1054,2106
0500000US48259,48,259,Kendall County,14159,4732,9427
0500000US48035,48,035,Bosque County,7088,2078,5010
0500000US48029,48,029,Bexar County,632574,227482,405092
0500000US48017,48,017,Bailey County,2111,826,1285
0500000US48023,48,023,Baylor County,1474,411,1063
0500000US48061,48,061,Cameron County,123185,57528,65657
0500000US48121,48,121,Denton County,283250,110565,172685
0500000US48477,48,477,Washington County,12381,3273,9108
0500000US48343,48,343,Morris County,5048,1560,3488
0500000US48429,48,429,Stephens County,3268,1101,2167
0500000US48201,48,201,Harris County,1583486,604600,978886
0500000US48003,48,003,Andrews County,5508,2396,3112
0500000US48171,48,171,Gillespie County,10717,2415,8302
0500000US48177,48,177,Gonzales County,7214,2606,4608
0500000US48305,48,305,Lynn County,2133,736,1397
0500000US48503,48,503,Young County,7105,2324,4781
0500000US48505,48,505,Zapata County,4405,2080,2325
0500000US48221,48,221,Hood County,21969,5958,16011
0500000US48223,48,223,Hopkins County,13405,4811,8594
0500000US48357,48,357,Ochiltree County,3443,1527,1916
0500000US48269,48,269,King County,91,21,70
0500000US48275,48,275,Knox County,1330,386,944
0500000US48309,48,309,McLennan County,89034,30275,58759
0500000US48073,48,073,Cherokee County,17940,6120,11820
0500000US48095,48,095,Concho County,873,192,681
0500000US48119,48,119,Delta County,2015,611,1404
0500000US48137,48,137,Edwards County,686,98,588
0500000US48133,48,133,Eastland County,6460,1224,5236
0500000US48253,48,253,Jones County,5593,1688,3905
0500000US48389,48,389,Reeves County,3713,1328,2385
0500000US48403,48,403,Sabine County,4099,784,3315
0500000US48421,48,421,Sherman County,1055,362,693
0500000US48437,48,437,Swisher County,2514,1014,1500
0500000US48231,48,231,Hunt County,32369,10457,21912
0500000US48063,48,063,Camp County,4692,1605,3087
0500000US48195,48,195,Hansford County,1855,767,1088
0500000US48187,48,187,Guadalupe County,53107,21000,32107
0500000US48077,48,077,Clay County,4045,1122,2923
0500000US48217,48,217,Hill County,12769,4023,8746
0500000US48347,48,347,Nacogdoches County,23904,7704,16200
0500000US48369,48,369,Parmer County,3318,1216,2102
0500000US48377,48,377,Presidio County,2627,665,1962
0500000US48465,48,465,Val Verde County,15429,6666,8763
0500000US48135,48,135,Ector County,51954,20958,30996
0500000US48173,48,173,Glasscock County,432,151,281
0500000US48185,48,185,Grimes County,8793,2696,6097
0500000US48085,48,085,Collin County,331336,140650,190686
0500000US48005,48,005,Angelina County,30783,12252,18531
0500000US48101,48,101,Cottle County,686,199,487
0500000US48209,48,209,Hays County,70881,23847,47034
0500000US48295,48,295,Lipscomb County,1256,425,831
0500000US48321,48,321,Matagorda County,13636,3993,9643
0500000US48371,48,371,Pecos County,4557,1537,3020
0500000US48397,48,397,Rockwall County,31649,13544,18105
0500000US48401,48,401,Rusk County,17960,6494,11466
0500000US48447,48,447,Throckmorton County,703,168,535
0500000US48471,48,471,Walker County,21636,5797,15839
0500000US48499,48,499,Wood County,16531,4015,12516
0500000US48007,48,007,Aransas County,9432,1996,7436
0500000US48075,48,075,Childress County,2235,686,1549
0500000US48081,48,081,Coke County,1617,389,1228
0500000US48099,48,099,Coryell County,22314,9307,13007
0500000US48211,48,211,Hemphill County,1323,592,731
0500000US48341,48,341,Moore County,6626,2659,3967
0500000US48349,48,349,Navarro County,17397,6384,11013
0500000US48405,48,405,San Augustine County,3356,908,2448
0500000US48417,48,417,Shackelford County,1234,334,900
0500000US48427,48,427,Starr County,16238,7910,8328
0500000US48461,48,461,Upton County,1305,417,888
0500000US48021,48,021,Bastrop County,25345,9030,16315
0500000US48191,48,191,Hall County,1301,376,925
0500000US48159,48,159,Franklin County,3806,1099,2707
0500000US48163,48,163,Frio County,4624,1864,2760
0500000US48281,48,281,Lampasas County,7738,2468,5270
0500000US48319,48,319,Mason County,1667,388,1279
0500000US48125,48,125,Dickens County,842,237,605
0500000US48439,48,439,Tarrant County,698995,269193,429802
0500000US48001,48,001,Anderson County,16459,5286,11173
0500000US48239,48,239,Jackson County,5237,1626,3611
0500000US48331,48,331,Milam County,9381,2934,6447
0500000US48093,48,093,Comanche County,5260,1479,3781
0500000US48047,48,047,Brooks County,2052,886,1166
0500000US19029,19,029,Cass County,5964,1517,4447
0500000US19035,19,035,Cherokee County,5337,1143,4194
0500000US19047,19,047,Crawford County,6435,2165,4270
0500000US19057,19,057,Des Moines County,16840,4875,11965
0500000US19065,19,065,Fayette County,8315,2274,6041
0500000US19085,19,085,Harrison County,6076,1714,4362
0500000US19109,19,109,Kossuth County,6666,1644,5022
0500000US19129,19,129,Mills County,5587,1742,3845
0500000US19133,19,133,Monona County,4053,1019,3034
0500000US19139,19,139,Muscatine County,16536,4973,11563
0500000US19143,19,143,Osceola County,2611,693,1918
0500000US19153,19,153,Polk County,183753,60714,123039
0500000US19187,19,187,Webster County,15208,4220,10988
0500000US19169,19,169,Story County,37219,8937,28282
0500000US19193,19,193,Woodbury County,38975,13364,25611
0500000US19013,19,013,Black Hawk County,52976,14831,38145
0500000US19075,19,075,Grundy County,5137,1586,3551
0500000US19097,19,097,Jackson County,8236,2399,5837
0500000US19105,19,105,Jones County,8204,2259,5945
0500000US19111,19,111,Lee County,14177,4165,10012
0500000US19131,19,131,Mitchell County,4397,1125,3272
0500000US19181,19,181,Warren County,18959,6627,12332
0500000US19161,19,161,Sac County,4367,1154,3213
0500000US19149,19,149,Plymouth County,10115,3269,6846
0500000US19041,19,041,Clay County,7343,2121,5222
0500000US19045,19,045,Clinton County,19689,5430,14259
0500000US20183,20,183,Smith County,1681,415,1266
0500000US20067,20,067,Grant County,2592,934,1658
0500000US20095,20,095,Kingman County,3091,865,2226
0500000US20131,20,131,Nemaha County,4020,1227,2793
0500000US20149,20,149,Pottawatomie County,8695,3279,5416
0500000US20021,20,021,Cherokee County,8037,2654,5383
0500000US20015,20,015,Butler County,24473,8706,15767
0500000US20105,20,105,Lincoln County,1264,310,954
0500000US20191,20,191,Sumner County,9321,2910,6411
0500000US20195,20,195,Trego County,1380,317,1063
0500000US20205,20,205,Wilson County,3795,1126,2669
0500000US20207,20,207,Woodson County,1476,357,1119
0500000US20135,20,135,Ness County,1313,334,979
0500000US20141,20,141,Osborne County,1691,427,1264
0500000US20011,20,011,Bourbon County,5722,1853,3869
0500000US20075,20,075,Hamilton County,852,278,574
0500000US20097,20,097,Kiowa County,981,232,749
0500000US20177,20,177,Shawnee County,72017,20934,51083
0500000US20181,20,181,Sherman County,2649,912,1737
0500000US20193,20,193,Thomas County,3301,941,2360
0500000US20125,20,125,Montgomery County,13538,3852,9686
0500000US20127,20,127,Morris County,2247,632,1615
0500000US20153,20,153,Rawlins County,1168,284,884
0500000US20163,20,163,Rooks County,2100,607,1493
0500000US20025,20,025,Clark County,893,268,625
0500000US20053,20,053,Ellsworth County,2462,579,1883
0500000US20077,20,077,Harper County,2274,699,1575
0500000US20167,20,167,Russell County,2979,649,2330
0500000US20111,20,111,Lyon County,13584,3804,9780
0500000US20145,20,145,Pawnee County,2502,586,1916
0500000US20001,20,001,Allen County,5289,1488,3801
0500000US20033,20,033,Comanche County,744,168,576
0500000US20049,20,049,Elk County,1117,248,869
0500000US20063,20,063,Gove County,1211,329,882
0500000US20079,20,079,Harvey County,13383,4260,9123
0500000US20083,20,083,Hodgeman County,761,213,548
0500000US20093,20,093,Kearny County,1261,514,747
0500000US20185,20,185,Stafford County,1811,534,1277
0500000US20113,20,113,McPherson County,12298,3570,8728
0500000US20139,20,139,Osage County,6554,1853,4701
0500000US20071,20,071,Greeley County,494,141,353
0500000US20031,20,031,Coffey County,3548,1062,2486
0500000US20037,20,037,Crawford County,15053,4223,10830
0500000US20051,20,051,Ellis County,11581,2864,8717
0500000US20073,20,073,Greenwood County,2758,770,1988
0500000US20099,20,099,Labette County,8033,2550,5483
0500000US20107,20,107,Linn County,4348,1203,3145
0500000US20173,20,173,Sedgwick County,195779,63456,132323
0500000US20175,20,175,Seward County,7315,3288,4027
0500000US20157,20,157,Republic County,2248,462,1786
0500000US20065,20,065,Graham County,1216,276,940
0500000US20091,20,091,Johnson County,226242,78199,148043
0500000US20045,20,045,Douglas County,46294,11704,34590
0500000US20179,20,179,Sheridan County,1134,301,833
0500000US20121,20,121,Miami County,12727,4246,8481
0500000US20069,20,069,Gray County,2179,744,1435
0500000US20199,20,199,Wallace County,633,170,463
0500000US20189,20,189,Stevens County,1911,780,1131
0500000US20201,20,201,Washington County,2344,567,1777
0500000US20019,20,019,Chautauqua County,1450,376,1074
0500000US20129,20,129,Morton County,1117,348,769
0500000US20155,20,155,Reno County,25052,7110,17942
0500000US20029,20,029,Cloud County,3858,1128,2730
0500000US20043,20,043,Doniphan County,3024,771,2253
0500000US20081,20,081,Haskell County,1329,483,846
0500000US20101,20,101,Lane County,787,264,523
0500000US20171,20,171,Scott County,2025,664,1361
0500000US20133,20,133,Neosho County,6681,2113,4568
0500000US20013,20,013,Brown County,3904,1126,2778
0500000US20147,20,147,Phillips County,2363,651,1712
0500000US20161,20,161,Riley County,26648,7143,19505
0500000US20039,20,039,Decatur County,1486,305,1181
0500000US20087,20,087,Jefferson County,7600,2369,5231
0500000US21031,21,031,Butler County,4996,1631,3365
0500000US21061,21,061,Edmonson County,4886,1482,3404
0500000US21097,21,097,Harrison County,7149,2160,4989
0500000US21023,21,023,Bracken County,3377,1049,2328
0500000US21143,21,143,Lyon County,3258,604,2654
0500000US21063,21,063,Elliott County,2576,1020,1556
0500000US21111,21,111,Jefferson County,310318,88221,222097
0500000US21123,21,123,Larue County,5654,1736,3918
0500000US21161,21,161,Mason County,6711,1864,4847
0500000US21167,21,167,Mercer County,8571,2232,6339
0500000US21201,21,201,Robertson County,902,213,689
0500000US21207,21,207,Russell County,7027,2121,4906
0500000US21229,21,229,Washington County,4667,1426,3241
0500000US21007,21,007,Ballard County,3085,866,2219
0500000US21009,21,009,Barren County,16965,5534,11431
0500000US21087,21,087,Green County,4466,1254,3212
0500000US21091,21,091,Hancock County,3301,1212,2089
0500000US21159,21,159,Martin County,4112,1459,2653
0500000US21093,21,093,Hardin County,41111,13768,27343
0500000US21149,21,149,McLean County,3818,1246,2572
0500000US21183,21,183,Ohio County,9076,2972,6104
0500000US21197,21,197,Powell County,4831,1693,3138
0500000US21233,21,233,Webster County,4975,1472,3503
0500000US21033,21,033,Caldwell County,5176,1450,3726
0500000US21045,21,045,Casey County,6330,1780,4550
0500000US21047,21,047,Christian County,25682,10222,15460
0500000US21085,21,085,Grayson County,9771,3165,6606
0500000US21103,21,103,Henry County,5999,2038,3961
0500000US21107,21,107,Hopkins County,18560,5701,12859
0500000US21109,21,109,Jackson County,5455,1862,3593
0500000US21125,21,125,Laurel County,22735,7394,15341
0500000US21157,21,157,Marshall County,13390,3818,9572
0500000US21163,21,163,Meade County,10638,4055,6583
0500000US21173,21,173,Montgomery County,10472,3816,6656
0500000US21181,21,181,Nicholas County,2694,908,1786
0500000US21185,21,185,Oldham County,20733,9210,11523
0500000US21187,21,187,Owen County,3921,1162,2759
0500000US21203,21,203,Rockcastle County,6525,2221,4304
0500000US21209,21,209,Scott County,20206,7825,12381
0500000US21227,21,227,Warren County,47142,15566,31576
0500000US21003,21,003,Allen County,7697,2452,5245
0500000US21017,21,017,Bourbon County,8128,2616,5512
0500000US21019,21,019,Boyd County,18798,5575,13223
0500000US21029,21,029,Bullitt County,29374,9905,19469
0500000US21055,21,055,Crittenden County,3645,1091,2554
0500000US21067,21,067,Fayette County,128806,36884,91922
0500000US21075,21,075,Fulton County,2524,791,1733
0500000US21115,21,115,Johnson County,8737,2675,6062
0500000US21165,21,165,Menifee County,2593,716,1877
0500000US21175,21,175,Morgan County,4958,1618,3340
0500000US21193,21,193,Perry County,11172,3776,7396
0500000US21237,21,237,Wolfe County,2817,818,1999
0500000US21051,21,051,Clay County,7625,2731,4894
0500000US21013,21,013,Bell County,10940,3420,7520
0500000US21025,21,025,Breathitt County,5322,1640,3682
0500000US21083,21,083,Graves County,14484,4193,10291
0500000US21099,21,099,Hart County,7311,2183,5128
0500000US21231,21,231,Wayne County,8019,2252,5767
0500000US21155,21,155,Marion County,7453,2216,5237
0500000US21221,21,221,Trigg County,5970,1572,4398
0500000US21015,21,015,Boone County,46404,17642,28762
0500000US21131,21,131,Leslie County,4223,1227,2996
0500000US21121,21,121,Knox County,12270,4291,7979
0500000US21127,21,127,Lawrence County,5956,1759,4197
0500000US21139,21,139,Livingston County,3967,1020,2947
0500000US21195,21,195,Pike County,25768,8155,17613
0500000US21211,21,211,Shelby County,16569,5705,10864
0500000US21005,21,005,Anderson County,8627,2971,5656
0500000US21027,21,027,Breckinridge County,7675,2252,5423
0500000US21073,21,073,Franklin County,20875,5761,15114
0500000US21117,21,117,Kenton County,63529,20024,43505
0500000US21151,21,151,Madison County,33229,9648,23581
0500000US21153,21,153,Magoffin County,5084,1411,3673
0500000US21189,21,189,Owsley County,1664,572,1092
0500000US21213,21,213,Simpson County,6914,2262,4652
0500000US21217,21,217,Taylor County,9596,3255,6341
0500000US21219,21,219,Todd County,4663,1657,3006
0500000US21039,21,039,Carlisle County,2020,569,1451
0500000US21053,21,053,Clinton County,3835,1172,2663
0500000US21077,21,077,Gallatin County,3073,1013,2060
0500000US21079,21,079,Garrard County,6823,2416,4407
0500000US21069,21,069,Fleming County,5888,1984,3904
0500000US21037,21,037,Campbell County,36308,10590,25718
0500000US22113,22,113,Vermilion Parish,21632,7594,14038
0500000US22089,22,089,St. Charles Parish,18762,7236,11526
0500000US22029,22,029,Concordia Parish,7371,2348,5023
0500000US22107,22,107,Tensas Parish,1825,409,1416
0500000US22093,22,093,St. James Parish,7906,2673,5233
0500000US22043,22,043,Grant Parish,6989,1616,5373
0500000US22051,22,051,Jefferson Parish,168895,49684,119211
0500000US22013,22,013,Bienville Parish,5892,1776,4116
0500000US22015,22,015,Bossier Parish,48947,17030,31917
0500000US22023,22,023,Cameron Parish,2718,902,1816
0500000US22037,22,037,East Feliciana Parish,6759,2043,4716
0500000US22095,22,095,St. John the Baptist Parish,15418,5331,10087
0500000US22075,22,075,Plaquemines Parish,8817,3604,5213
0500000US22073,22,073,Ouachita Parish,56686,18695,37991
0500000US22079,22,079,Rapides Parish,48000,16902,31098
0500000US22117,22,117,Washington Parish,17337,5574,11763
0500000US22097,22,097,St. Landry Parish,30094,10122,19972
0500000US22105,22,105,Tangipahoa Parish,47527,15059,32468
0500000US22001,22,001,Acadia Parish,22564,8188,14376
0500000US22101,22,101,St. Mary Parish,19740,5091,14649
0500000US22123,22,123,West Carroll Parish,4041,1240,2801
0500000US22103,22,103,St. Tammany Parish,91975,31152,60823
0500000US22111,22,111,Union Parish,7724,2023,5701
0500000US22021,22,021,Caldwell Parish,3667,1180,2487
0500000US22017,22,017,Caddo Parish,96360,28812,67548
0500000US22035,22,035,East Carroll Parish,2153,649,1504
0500000US22005,22,005,Ascension Parish,42649,16823,25826
0500000US22055,22,055,Lafayette Parish,90606,29360,61246
0500000US22045,22,045,Iberia Parish,26063,9038,17025
0500000US22087,22,087,St. Bernard Parish,15029,5803,9226
0500000US22091,22,091,St. Helena Parish,3871,1313,2558
0500000US22121,22,121,West Baton Rouge Parish,9599,3432,6167
0500000US22031,22,031,De Soto Parish,10523,3605,6918
0500000US22081,22,081,Red River Parish,3334,996,2338
0500000US22063,22,063,Livingston Parish,48859,19968,28891
0500000US22069,22,069,Natchitoches Parish,14630,2957,11673
0500000US22071,22,071,Orleans Parish,154036,34027,120009
0500000US22025,22,025,Catahoula Parish,3595,1106,2489
0500000US22019,22,019,Calcasieu Parish,77295,25369,51926
0500000US22041,22,041,Franklin Parish,7629,2546,5083
0500000US22007,22,007,Assumption Parish,8802,2494,6308
0500000US22049,22,049,Jackson Parish,5976,1883,4093
0500000US22083,22,083,Richland Parish,7391,2499,4892
0500000US22099,22,099,St. Martin Parish,19556,7071,12485
0500000US22127,22,127,Winn Parish,5437,1575,3862
0500000US22033,22,033,East Baton Rouge Parish,165939,46256,119683
0500000US22003,22,003,Allen Parish,7920,2595,5325
0500000US22065,22,065,Madison Parish,3943,1419,2524
0500000US23017,23,017,Oxford County,20814,4916,15898
0500000US23027,23,027,Waldo County,17067,4616,12451
0500000US23019,23,019,Penobscot County,61578,15825,45753
0500000US23001,23,001,Androscoggin County,45491,12814,32677
0500000US23003,23,003,Aroostook County,29645,6897,22748
0500000US23005,23,005,Cumberland County,119717,31501,88216
0500000US23013,23,013,Knox County,17156,3849,13307
0500000US23031,23,031,York County,84648,21767,62881
0500000US23007,23,007,Franklin County,11817,2879,8938
0500000US23025,23,025,Somerset County,21533,5549,15984
0500000US24047,24,047,Worcester County,21672,4563,17109
0500000US24510,24,510,Baltimore city,238436,60784,177652
0500000US24041,24,041,Talbot County,16627,4354,12273
0500000US24025,24,025,Harford County,93286,30955,62331
0500000US24027,24,027,Howard County,112966,42888,70078
0500000US24003,24,003,Anne Arundel County,207599,68730,138869
0500000US24005,24,005,Baltimore County,312913,97141,215772
0500000US24009,24,009,Calvert County,31726,11655,20071
0500000US24023,24,023,Garrett County,12073,3343,8730
0500000US24031,24,031,Montgomery County,370227,131157,239070
0500000US24013,24,013,Carroll County,60450,20192,40258
0500000US24035,24,035,Queen Anne's County,18148,5585,12563
0500000US24037,24,037,St. Mary's County,40332,14469,25863
0500000US24017,24,017,Charles County,55903,21694,34209
0500000US24019,24,019,Dorchester County,13264,3795,9469
0500000US24043,24,043,Washington County,55864,17790,38074
0500000US24045,24,045,Wicomico County,37637,11941,25696
0500000US24015,24,015,Cecil County,36930,11717,25213
0500000US24011,24,011,Caroline County,12081,4378,7703
0500000US25025,25,025,Suffolk County,307870,72935,234935
0500000US25001,25,001,Barnstable County,94292,18717,75575
0500000US25007,25,007,Dukes County,6367,1486,4881
0500000US25017,25,017,Middlesex County,600032,182973,417059
0500000US25003,25,003,Berkshire County,55167,12704,42463
0500000US25005,25,005,Bristol County,216618,66621,149997
0500000US25013,25,013,Hampden County,179043,55240,123803
0500000US25023,25,023,Plymouth County,186306,60736,125570
0500000US25009,25,009,Essex County,292659,92485,200174
0500000US25011,25,011,Franklin County,30328,7315,23013
0500000US25021,25,021,Norfolk County,263551,83041,180510
0500000US25015,25,015,Hampshire County,58665,14421,44244
0500000US25019,25,019,Nantucket County,3722,998,2724
0500000US26115,26,115,Monroe County,59279,17416,41863
0500000US26005,26,005,Allegan County,43000,13889,29111
0500000US26059,26,059,Hillsdale County,17904,4942,12962
0500000US26003,26,003,Alger County,3094,567,2527
0500000US26127,26,127,Oceana County,10157,3074,7083
0500000US26089,26,089,Leelanau County,9152,1959,7193
0500000US26035,26,035,Clare County,12406,2953,9453
0500000US26083,26,083,Keweenaw County,1081,222,859
0500000US26073,26,073,Isabella County,24889,6623,18266
0500000US26139,26,139,Ottawa County,101223,35152,66071
0500000US26157,26,157,Tuscola County,21759,6103,15656
0500000US26007,26,007,Alpena County,12717,3094,9623
0500000US26067,26,067,Ionia County,22858,7747,15111
0500000US26111,26,111,Midland County,34017,10036,23981
0500000US26021,26,021,Berrien County,63908,18049,45859
0500000US26135,26,135,Oscoda County,3824,802,3022
0500000US26039,26,039,Crawford County,6047,1389,4658
0500000US26037,26,037,Clinton County,29421,8839,20582
0500000US26057,26,057,Gratiot County,15177,4634,10543
0500000US26063,26,063,Huron County,13918,3176,10742
0500000US26091,26,091,Lenawee County,38222,10976,27246
0500000US26105,26,105,Mason County,12115,3180,8935
0500000US26117,26,117,Montcalm County,23761,7302,16459
0500000US26149,26,149,St. Joseph County,24022,7386,16636
0500000US26147,26,147,St. Clair County,64805,18491,46314
0500000US26161,26,161,Washtenaw County,140210,36756,103454
0500000US26011,26,011,Arenac County,6684,1568,5116
0500000US26027,26,027,Cass County,20855,6304,14551
0500000US26071,26,071,Iron County,5327,860,4467
0500000US26143,26,143,Roscommon County,10899,1851,9048
0500000US26163,26,163,Wayne County,676587,204837,471750
0500000US26023,26,023,Branch County,16506,4950,11556
0500000US26075,26,075,Jackson County,61696,17936,43760
0500000US26097,26,097,Mackinac County,5284,1128,4156
0500000US26009,26,009,Antrim County,9805,2348,7457
0500000US26061,26,061,Houghton County,13340,3092,10248
0500000US26069,26,069,Iosco County,11631,2306,9325
0500000US26085,26,085,Lake County,4517,760,3757
0500000US26119,26,119,Montmorency County,4195,800,3395
0500000US26141,26,141,Presque Isle County,5808,1125,4683
0500000US26077,26,077,Kalamazoo County,102809,28979,73830
0500000US26107,26,107,Mecosta County,15858,3944,11914
0500000US26103,26,103,Marquette County,26203,6235,19968
0500000US26123,26,123,Newaygo County,19007,5709,13298
0500000US26133,26,133,Osceola County,9100,2540,6560
0500000US26137,26,137,Otsego County,9886,2729,7157
0500000US26025,26,025,Calhoun County,53659,15630,38029
0500000US26031,26,031,Cheboygan County,11201,2657,8544
0500000US26095,26,095,Luce County,2190,516,1674
0500000US26081,26,081,Kent County,239236,79775,159461
0500000US26099,26,099,Macomb County,343592,100937,242655
0500000US26145,26,145,Saginaw County,78648,22673,55975
0500000US26155,26,155,Shiawassee County,27741,8195,19546
0500000US26013,26,013,Baraga County,3036,716,2320
0500000US26017,26,017,Bay County,43891,11864,32027
0500000US26029,26,029,Charlevoix County,11379,2737,8642
0500000US26045,26,045,Eaton County,44390,12643,31747
0500000US26041,26,041,Delta County,15949,4131,11818
0500000US26053,26,053,Gogebic County,6619,1255,5364
0500000US26047,26,047,Emmet County,14510,3662,10848
0500000US05147,05,147,Woodruff County,2890,770,2120
0500000US05023,05,023,Cleburne County,10731,2796,7935
0500000US05025,05,025,Cleveland County,3292,1037,2255
0500000US05067,05,067,Jackson County,6095,1698,4397
0500000US05057,05,057,Hempstead County,7971,2808,5163
0500000US05135,05,135,Sharp County,7354,1879,5475
0500000US05137,05,137,Stone County,4954,1325,3629
0500000US05143,05,143,Washington County,85891,28558,57333
0500000US05005,05,005,Baxter County,18370,4023,14347
0500000US05003,05,003,Ashley County,7915,2413,5502
0500000US05031,05,031,Craighead County,40800,14367,26433
0500000US05055,05,055,Greene County,16879,5956,10923
0500000US05073,05,073,Lafayette County,2859,682,2177
0500000US05105,05,105,Perry County,3708,1027,2681
0500000US05107,05,107,Phillips County,7498,2336,5162
0500000US05111,05,111,Poinsett County,9437,3237,6200
0500000US05133,05,133,Sevier County,5854,2327,3527
0500000US05149,05,149,Yell County,7491,2653,4838
0500000US05013,05,013,Calhoun County,1936,457,1479
0500000US05019,05,019,Clark County,8505,2397,6108
0500000US05011,05,011,Bradley County,4537,1373,3164
0500000US05095,05,095,Monroe County,3326,746,2580
0500000US05113,05,113,Polk County,8204,2275,5929
0500000US05103,05,103,Ouachita County,10055,2929,7126
0500000US05101,05,101,Newton County,2899,619,2280
0500000US05081,05,081,Little River County,5440,1552,3888
0500000US05015,05,015,Carroll County,11161,2936,8225
0500000US05091,05,091,Miller County,16748,5415,11333
0500000US06033,06,033,Lake County,25966,6757,19209
0500000US06043,06,043,Mariposa County,7700,1922,5778
0500000US06115,06,115,Yuba County,26179,10190,15989
0500000US06013,06,013,Contra Costa County,392277,141689,250588
