geo_id,state_id,county_id,county_name,industry_agriculture_forestry_fishing_and_hunting_and_mining,industry_construction,industry_manufacturing,industry_wholesale_trade,industry_retail_trade,industry_transportation_and_warehousing_and_utilities,industry_information,industry_finance_and_insurance_real_estate_and_rental_and_leasing,industry_professional_scientific_management_administrative_and_waste_management_services,industry_educational_services_health_care_and_social_assistance,industry_arts_entertainment_recreation_accommodation_and_food_services,industry_other_services_except_public_administration,industry_public_administration
0500000US27029,27,029,Clearwater County,235,526,451,64,378,237,50,87,142,1000,292,170,158
0500000US27057,27,057,Hubbard County,407,870,973,250,1179,387,103,401,514,2517,1024,452,523
0500000US27059,27,059,Isanti County,344,2212,3278,378,2390,1103,197,933,1223,4866,1328,942,700
0500000US27091,27,091,Martin County,1064,623,1566,307,1110,413,110,571,473,2336,719,413,332
0500000US27099,27,099,Mower County,910,1211,4470,487,1858,763,154,650,1293,4921,1094,817,519
0500000US27115,27,115,Pine County,514,1197,1179,252,1486,599,100,414,668,2824,1978,580,882
0500000US27109,27,109,Olmsted County,1087,3611,6340,1211,8477,2394,1232,2719,5513,37656,5913,3188,2020
0500000US27159,27,159,Wadena County,303,506,1108,246,681,355,55,212,239,1519,471,217,122
0500000US27009,27,009,Benton County,494,1702,2895,686,2676,1221,152,1102,1644,5286,1188,1031,645
0500000US27047,27,047,Freeborn County,810,1028,3124,443,1880,719,249,572,659,3415,1064,740,487
0500000US27085,27,085,McLeod County,524,1345,4892,453,1986,785,226,767,1484,4214,1173,757,489
0500000US27121,27,121,Pope County,423,420,975,194,643,227,72,251,278,1324,326,288,215
0500000US27149,27,149,Stevens County,605,326,668,80,448,140,77,131,261,1655,455,191,217
0500000US27151,27,151,Swift County,529,292,700,208,501,224,120,169,237,1084,271,285,179
0500000US28051,28,051,Holmes County,175,220,1142,31,423,189,51,160,162,1326,245,344,309
0500000US28005,28,005,Amite County,288,309,787,67,328,234,67,61,174,1244,379,227,237
0500000US28013,28,013,Calhoun County,504,284,1564,180,524,259,51,146,140,1034,194,301,184
0500000US28141,28,141,Tishomingo County,89,567,2119,91,1110,368,182,180,377,1528,559,390,241
0500000US28153,28,153,Wayne County,994,428,1422,87,1000,360,68,281,431,1695,476,567,365
0500000US48015,48,015,Austin County,685,1345,1615,508,1803,749,121,813,1319,2806,781,574,682
0500000US48261,48,261,Kenedy County,66,11,11,0,30,17,0,0,0,43,0,2,40
0500000US48355,48,355,Nueces County,4631,16076,10994,4149,18635,7664,2447,8902,14977,38387,19816,8883,9935
0500000US48089,48,089,Colorado County,771,934,1018,326,1147,620,29,341,603,1987,885,337,491
0500000US48409,48,409,San Patricio County,2107,3787,2537,620,2932,1877,187,1206,1988,6553,2521,1032,1677
0500000US48379,48,379,Rains County,231,668,564,165,570,260,52,275,484,832,294,187,108
0500000US48381,48,381,Randall County,1731,4721,4696,2522,8433,4321,934,4799,5817,17958,6740,4223,3377
0500000US48385,48,385,Real County,155,110,19,0,203,29,26,68,29,283,250,97,23
0500000US48411,48,411,San Saba County,616,362,144,37,221,82,13,126,58,380,136,116,161
0500000US48413,48,413,Schleicher County,298,124,34,47,113,97,20,114,97,340,32,54,35
0500000US48431,48,431,Sterling County,179,32,4,25,87,44,0,9,10,124,20,12,41
0500000US48507,48,507,Zavala County,436,272,290,57,458,149,43,42,191,1771,482,196,205
0500000US48057,48,057,Calhoun County,577,1135,2473,279,699,272,53,348,812,1707,537,366,348
0500000US48065,48,065,Carson County,360,277,347,24,177,157,26,106,248,677,152,159,187
0500000US48155,48,155,Foard County,90,61,37,21,101,45,0,30,25,136,26,41,29
0500000US48161,48,161,Freestone County,831,506,573,182,580,523,112,425,556,1469,721,354,441
0500000US48175,48,175,Goliad County,432,90,415,57,315,239,108,91,189,719,217,84,119
0500000US48193,48,193,Hamilton County,441,380,252,46,392,201,5,113,137,993,258,159,206
0500000US48197,48,197,Hardeman County,263,64,117,18,100,108,7,105,32,537,138,82,103
0500000US48335,48,335,Mitchell County,510,298,49,41,304,125,4,168,71,655,101,95,322
0500000US48045,48,045,Briscoe County,152,47,28,6,71,69,0,27,40,135,35,50,30
0500000US48285,48,285,Lavaca County,940,739,1363,300,1019,502,60,476,368,1832,477,598,295
0500000US48445,48,445,Terry County,1077,400,75,376,292,282,64,152,131,976,388,123,322
0500000US48243,48,243,Jeff Davis County,159,48,7,0,60,9,0,47,67,279,131,13,59
0500000US48247,48,247,Jim Hogg County,323,160,55,18,47,98,0,64,81,538,174,32,169
0500000US48339,48,339,Montgomery County,15170,24498,23809,9839,27815,16697,3317,14081,31590,50139,21371,15462,8296
0500000US48111,48,111,Dallam County,684,265,446,75,167,253,6,77,109,430,795,123,193
0500000US48479,48,479,Webb County,3585,6615,2111,3564,14255,15441,912,4801,7687,26231,9580,5432,6452
0500000US48011,48,011,Armstrong County,136,108,73,19,69,50,0,35,48,247,56,26,84
0500000US48069,48,069,Castro County,881,170,211,92,510,341,29,130,131,620,65,124,134
0500000US48273,48,273,Kleberg County,1191,969,684,220,1644,585,121,642,561,3958,1388,526,722
0500000US48489,48,489,Willacy County,962,478,251,52,638,376,104,205,394,2210,676,217,412
0500000US48107,48,107,Crosby County,324,210,79,82,267,97,32,127,204,553,199,134,135
0500000US48151,48,151,Fisher County,270,85,166,11,156,85,21,69,73,439,99,145,96
0500000US48131,48,131,Duval County,946,310,129,16,425,98,23,119,120,1223,217,187,260
0500000US48031,48,031,Blanco County,334,670,437,209,573,280,74,173,639,1172,433,159,190
0500000US48241,48,241,Jasper County,660,1804,1886,226,1390,609,28,520,581,3148,805,691,761
0500000US48271,48,271,Kinney County,53,121,7,0,47,169,0,39,25,216,99,83,354
0500000US48117,48,117,Deaf Smith County,1242,585,1640,101,988,609,82,228,356,1150,600,702,298
0500000US48167,48,167,Galveston County,3460,12684,15006,3704,14393,7093,1682,9082,17873,38345,15507,7699,6611
0500000US48283,48,283,La Salle County,710,96,126,18,230,240,0,58,143,623,340,54,184
0500000US48393,48,393,Roberts County,88,40,32,16,35,20,2,8,16,72,12,12,14
0500000US48457,48,457,Tyler County,613,565,533,71,875,235,69,326,491,1350,303,697,586
0500000US48483,48,483,Wheeler County,497,226,87,31,223,162,11,57,116,500,317,189,118
0500000US48037,48,037,Bowie County,571,2119,3453,976,4604,2033,530,1947,2965,9301,3305,1904,3377
0500000US48043,48,043,Brewster County,248,242,183,110,599,161,112,186,168,1149,533,172,455
0500000US48263,48,263,Kent County,38,16,15,3,45,4,2,26,5,99,0,9,47
0500000US48423,48,423,Smith County,2958,7423,7473,2602,13370,4596,2478,4602,8288,27470,9420,5656,3045
0500000US48105,48,105,Crockett County,583,258,41,27,69,54,0,51,62,362,105,64,65
0500000US48199,48,199,Hardin County,710,2748,2979,733,2993,1372,219,1364,1437,4693,1844,1426,1047
0500000US48227,48,227,Howard County,1710,1075,917,230,1660,663,181,946,863,3582,1226,740,770
0500000US48289,48,289,Leon County,658,884,473,181,765,454,79,361,349,941,508,354,456
0500000US48337,48,337,Montague County,1265,644,695,170,1119,450,85,428,384,1480,638,534,348
0500000US48365,48,365,Panola County,1965,627,630,198,1162,544,79,333,724,2025,689,394,476
0500000US49027,49,027,Millard County,757,262,548,73,599,818,37,64,343,1061,566,167,244
0500000US49053,49,053,Washington County,666,5851,4207,1724,10177,2926,1263,3271,6784,15330,7961,2502,2415
0500000US49025,49,025,Kane County,124,278,139,29,465,159,26,128,152,610,492,287,376
0500000US49019,49,019,Grand County,230,278,81,195,633,143,55,250,366,661,1861,47,278
0500000US49033,49,033,Rich County,110,43,65,4,84,73,0,91,69,143,33,21,30
0500000US49051,49,051,Wasatch County,224,1253,611,367,1767,945,362,957,1607,3045,2737,644,676
0500000US49003,49,003,Box Elder County,794,1548,5551,525,2480,1155,198,829,1543,4503,1551,926,1417
0500000US49021,49,021,Iron County,701,1892,1610,583,2214,1077,331,913,1704,5717,2788,924,1050
0500000US49041,49,041,Sevier County,919,663,529,302,1182,712,59,248,409,1802,826,340,847
0500000US49057,49,057,Weber County,1313,9181,19509,3083,13268,4807,1759,6164,11655,23482,8103,4968,11413
0500000US49013,49,013,Duchesne County,1730,670,261,196,699,791,138,243,310,1843,426,359,451
0500000US49037,49,037,San Juan County,402,565,204,145,460,211,35,166,242,1701,699,301,357
0500000US49035,49,035,Salt Lake County,5119,39426,60878,15544,64479,30851,13235,51117,77043,120883,52290,25722,20036
0500000US49047,49,047,Uintah County,2907,929,305,356,2073,1256,281,451,923,2598,1271,834,906
0500000US49009,49,009,Daggett County,31,6,0,0,36,16,0,0,0,36,112,4,16
0500000US49011,49,011,Davis County,1171,8821,16279,4140,18265,9158,3017,11602,19128,33431,12854,7733,13558
0500000US49055,49,055,Wayne County,145,185,77,2,102,82,0,25,80,230,248,40,32
0500000US49007,49,007,Carbon County,705,774,544,243,905,751,173,247,632,2007,753,613,521
0500000US49015,49,015,Emery County,369,395,110,107,474,417,106,92,205,908,320,321,211
0500000US49029,49,029,Morgan County,123,424,582,109,506,162,74,323,569,992,368,176,401
0500000US49005,49,005,Cache County,1623,2942,10049,875,6531,1770,908,2249,7033,15959,5335,2240,1500
0500000US49017,49,017,Garfield County,109,110,33,35,197,179,54,72,105,392,635,96,194
0500000US49023,49,023,Juab County,248,553,793,111,423,268,57,107,418,1097,297,186,285
0500000US50021,50,021,Rutland County,928,2410,3264,831,4088,1150,492,1052,2493,7969,3358,1043,1105
0500000US50019,50,019,Orleans County,712,1228,1254,183,1474,503,109,497,584,3102,1061,649,857
0500000US50013,50,013,Grand Isle County,150,297,519,84,413,80,27,166,402,904,301,133,215
0500000US50017,50,017,Orange County,694,1397,1392,328,1724,575,273,798,1222,4462,1085,717,737
0500000US50007,50,007,Chittenden County,948,4499,9361,1908,10180,2928,2053,4760,9857,27852,8834,3638,4178
0500000US50015,50,015,Lamoille County,289,1288,1171,277,1667,281,291,581,1110,3236,2301,587,523
0500000US50027,50,027,Windsor County,660,1895,2843,541,3275,918,495,1110,2606,8350,3481,1319,929
0500000US50005,50,005,Caledonia County,556,1275,1775,162,1839,465,177,558,878,4672,1106,600,557
0500000US50025,50,025,Windham County,468,1869,1853,589,2579,635,465,914,1915,6641,2236,964,780
0500000US50001,50,001,Addison County,942,1840,2201,308,2300,657,249,863,1559,6076,1592,879,574
0500000US50023,50,023,Washington County,637,2031,2487,751,3502,674,545,2083,2952,8749,2762,1400,2801
0500000US51185,51,185,Tazewell County,1209,931,1110,399,2108,833,293,903,865,4331,996,609,1017
0500000US51610,51,610,Falls Church city,0,185,235,53,423,97,181,615,2260,1285,620,398,1365
0500000US51685,51,685,Manassas Park city,94,1161,164,168,986,683,67,392,1444,1459,955,482,590
0500000US51735,51,735,Poquoson city,41,539,671,214,441,156,65,167,986,1187,400,259,564
0500000US51183,51,183,Sussex County,95,194,458,102,351,280,16,67,277,750,214,214,321
0500000US51820,51,820,Waynesboro city,26,516,1396,184,1860,344,315,333,936,2404,960,574,445
0500000US51770,51,770,Roanoke city,188,2428,5289,1414,5685,2440,849,3599,4281,11186,5772,2399,1920
0500000US51775,51,775,Salem city,58,581,1144,515,1324,746,145,948,929,3768,884,460,726
0500000US51710,51,710,Norfolk city,135,7819,6902,1662,12189,4954,1768,5948,11600,24391,13355,4758,9450
0500000US51037,51,037,Charlotte County,214,391,576,52,731,419,32,184,334,1323,139,216,420
0500000US51059,51,059,Fairfax County,1055,34287,15715,6484,46825,20363,16746,41170,154463,111875,53730,39238,69677
0500000US51081,51,081,Greensville County,126,147,516,145,440,224,2,136,245,1034,332,118,478
0500000US51095,51,095,James City County,147,1681,2338,860,4128,1221,325,1561,4026,8778,4657,1565,2157
0500000US51167,51,167,Russell County,664,593,843,195,1128,646,128,437,875,2418,688,318,575
0500000US51173,51,173,Smyth County,273,721,2483,273,1635,401,136,400,844,3303,849,466,809
0500000US51678,51,678,Lexington city,16,104,51,0,167,56,86,112,120,919,462,73,85
0500000US51031,51,031,Campbell County,450,1984,4263,419,3430,1151,373,1033,2365,7230,1469,1638,1133
0500000US51089,51,089,Henry County,113,1412,3981,377,3092,813,224,721,1361,4516,1311,1095,1048
0500000US51099,51,099,King George County,184,946,606,235,1550,535,122,411,1823,2324,811,521,2795
0500000US51103,51,103,Lancaster County,138,327,225,73,519,223,55,223,528,1177,355,198,297
0500000US51105,51,105,Lee County,362,576,905,108,1209,326,27,257,388,2039,434,363,480
0500000US51115,51,115,Mathews County,10,581,484,67,523,178,37,177,209,920,238,156,188
0500000US51119,51,119,Middlesex County,118,330,494,150,565,250,39,218,389,693,463,271,322
0500000US51149,51,149,Prince George County,100,728,1486,246,1983,1183,316,798,1256,2903,1147,698,2246
0500000US51165,51,165,Rockingham County,2043,2978,5290,1153,5045,1602,405,1649,2788,9925,3133,1843,1290
0500000US51169,51,169,Scott County,235,832,1467,65,1032,236,183,194,975,2044,429,281,367
0500000US51181,51,181,Surry County,46,262,403,93,272,198,11,139,225,566,207,218,343
0500000US51011,51,011,Appomattox County,222,622,1044,67,800,348,72,382,431,1846,344,381,404
0500000US51067,51,067,Franklin County,732,2276,3532,857,2955,1444,290,1285,2115,5362,2066,1389,853
0500000US51097,51,097,King and Queen County,143,406,470,46,220,108,1,111,328,670,167,175,236
0500000US51121,51,121,Montgomery County,384,1829,3963,738,4322,1046,687,1429,4404,18205,5907,1637,1628
0500000US51127,51,127,New Kent County,75,1202,947,301,1096,435,195,507,1461,2080,843,656,746
0500000US51049,51,049,Cumberland County,89,661,128,48,894,228,74,197,403,1080,200,221,433
0500000US51075,51,075,Goochland County,200,1058,581,334,1320,434,203,930,1424,2482,592,546,611
0500000US51083,51,083,Halifax County,329,979,2913,194,2193,785,123,323,850,3684,1007,519,801
0500000US51113,51,113,Madison County,126,508,611,128,1021,154,51,180,734,1364,426,500,277
0500000US51153,51,153,Prince William County,414,20441,7099,3628,25891,11622,4446,12694,44352,43526,20531,11865,28189
0500000US51175,51,175,Southampton County,389,542,1028,201,714,502,215,276,418,2034,339,317,824
0500000US51091,51,091,Highland County,76,87,37,2,72,46,68,36,40,228,63,64,74
0500000US51025,51,025,Brunswick County,226,465,427,71,838,687,145,190,375,1591,388,392,627
0500000US51033,51,033,Caroline County,213,1158,828,426,2089,960,208,924,1169,2899,741,807,1273
0500000US51073,51,073,Gloucester County,269,1659,1942,320,2263,984,216,847,1904,3438,1644,670,1467
0500000US51131,51,131,Northampton County,290,375,442,214,627,162,26,149,224,1299,611,196,282
0500000US51141,51,141,Patrick County,156,581,1744,169,931,300,38,218,543,1395,514,523,171
0500000US51145,51,145,Powhatan County,148,1839,1020,234,1242,718,179,1212,1854,2783,531,481,1028
0500000US51163,51,163,Rockbridge County,158,875,1369,77,1492,382,64,398,794,3062,672,596,214
0500000US51171,51,171,Shenandoah County,698,1913,2409,515,2696,1001,485,775,1766,4296,1547,1027,1291
0500000US51061,51,061,Fauquier County,1001,3702,1267,704,3388,1981,637,2170,5758,6962,2466,2462,3070
0500000US51036,51,036,Charles City County,97,237,471,101,416,248,44,205,333,426,297,168,275
0500000US51047,51,047,Culpeper County,687,2153,1943,606,3153,945,548,1126,2855,5438,1856,1384,1469
0500000US51053,51,053,Dinwiddie County,214,1386,1386,242,2179,939,141,562,822,2811,782,791,1339
0500000US51079,51,079,Greene County,76,994,629,163,1293,240,266,398,1223,2796,544,661,537
0500000US51085,51,085,Hanover County,568,4583,3204,2172,5974,2692,995,5767,6656,11944,4282,2690,3460
0500000US51111,51,111,Lunenburg County,242,343,734,44,563,213,35,160,356,1053,207,126,394
0500000US51137,51,137,Orange County,383,1979,1331,456,2210,768,360,745,1399,3689,1370,738,1147
0500000US51595,51,595,Emporia city,10,148,291,53,365,183,0,74,59,411,115,101,129
0500000US51197,51,197,Wythe County,461,753,2348,245,1882,444,63,297,1013,3240,980,520,824
0500000US51550,51,550,Chesapeake city,417,7363,8914,1933,11571,6255,2355,7756,13114,25399,8936,5789,10662
0500000US51660,51,660,Harrisonburg city,453,1168,3382,365,2512,603,569,978,1652,7216,5221,1137,642
0500000US51003,51,003,Albemarle County,687,3010,2142,646,4848,1341,803,3000,6686,18275,5244,2985,2336
0500000US51019,51,019,Bedford County,320,2512,5116,849,4331,2299,476,2131,3591,9073,2565,2361,1440
0500000US51023,51,023,Botetourt County,296,945,1894,415,1943,1242,278,1014,1707,3454,1130,810,719
0500000US51195,51,195,Wise County,916,591,715,259,1840,653,122,512,1368,3092,1105,683,1219
0500000US51520,51,520,Bristol city,46,448,901,247,751,278,182,331,727,1501,941,501,320
0500000US51740,51,740,Portsmouth city,170,3110,4714,967,4989,2051,588,1781,4084,9824,3412,2054,3644
0500000US51830,51,830,Williamsburg city,4,175,212,37,726,194,83,385,486,2210,981,214,320
0500000US51005,51,005,Alleghany County,113,427,1218,84,725,417,86,314,300,1327,475,398,170
0500000US51035,51,035,Carroll County,518,1202,2312,198,1760,751,216,208,536,3192,943,734,382
0500000US51191,51,191,Washington County,511,1264,3081,764,3128,988,279,1055,1985,6382,1806,1283,1372
0500000US51133,51,133,Northumberland County,118,403,189,122,541,244,98,389,488,1263,264,373,288
0500000US51139,51,139,Page County,324,877,1587,181,1284,397,46,603,1013,2119,1125,522,716
0500000US51187,51,187,Warren County,233,2339,1250,608,2111,841,461,795,2591,4206,1394,1000,1245
0500000US51510,51,510,Alexandria city,84,5009,2415,663,6342,3526,2512,5873,21565,15760,9200,7713,15518
0500000US51630,51,630,Fredericksburg city,24,921,471,222,1816,276,381,1056,2348,3494,1880,638,1805
0500000US51650,51,650,Hampton city,302,3828,7437,1098,5921,2709,750,3118,7717,14009,6117,3014,5954
0500000US51013,51,013,Arlington County,250,6929,3188,1203,5886,3275,4972,10136,41832,21802,10817,10463,24868
0500000US51670,51,670,Hopewell city,12,675,1219,279,1274,467,116,484,840,1589,1048,625,756
0500000US51027,51,027,Buchanan County,916,505,324,150,820,390,63,244,468,1432,327,354,390
0500000US51069,51,069,Frederick County,642,3843,4393,1002,5236,2540,832,1944,4658,10398,3090,1740,2565
0500000US51179,51,179,Stafford County,219,5089,1886,1175,7254,2936,851,4191,10661,14557,4658,2808,14086
0500000US51199,51,199,York County,121,1543,2530,625,2811,752,423,1508,4434,6963,3112,1299,4165
0500000US51760,51,760,Richmond city,224,5779,5843,1906,12208,4799,2130,9059,16069,29696,12758,5843,6340
0500000US51125,51,125,Nelson County,279,707,489,73,652,418,110,475,763,1755,497,469,310
0500000US51143,51,143,Pittsylvania County,526,1847,4889,872,3698,1619,310,955,2103,6110,1578,1530,1367
0500000US51720,51,720,Norton city,93,33,141,0,319,20,19,0,212,383,111,104,104
0500000US51065,51,065,Fluvanna County,269,1152,441,266,1437,579,283,716,1288,3920,909,347,645
0500000US51007,51,007,Amelia County,194,705,575,108,761,380,79,336,652,1230,397,327,497
0500000US51840,51,840,Winchester city,271,912,910,296,1668,503,277,668,1611,3197,1776,746,883
0500000US51001,51,001,Accomack County,785,1152,2447,410,1399,483,66,352,1090,2814,1093,503,1223
0500000US51063,51,063,Floyd County,352,560,1379,148,752,363,109,179,547,1664,370,538,202
0500000US51077,51,077,Grayson County,339,282,1295,97,849,304,102,160,354,1424,403,409,439
0500000US51135,51,135,Nottoway County,377,493,462,49,733,576,109,155,378,1295,461,194,314
0500000US54033,54,033,Harrison County,1622,2086,1510,874,4036,1816,547,947,2393,7941,2304,1419,2490
0500000US54069,54,069,Ohio County,663,993,1027,575,2393,817,206,1007,1862,5776,2729,922,1043
0500000US54013,54,013,Calhoun County,317,156,174,15,269,180,64,51,122,706,32,45,72
0500000US54065,54,065,Morgan County,250,717,625,182,1013,415,158,486,493,1843,808,235,291
0500000US54081,54,081,Raleigh County,2240,1421,926,726,4031,1512,397,964,1912,8072,3457,1272,1739
0500000US54007,54,007,Braxton County,415,372,303,94,945,221,87,162,481,1085,532,221,480
0500000US54001,54,001,Barbour County,444,450,489,101,802,461,56,88,416,2034,597,162,400
0500000US54047,54,047,McDowell County,517,114,105,3,550,347,23,179,269,1295,183,125,309
0500000US54099,54,099,Wayne County,227,624,1598,366,1796,1077,123,361,879,4418,1041,512,786
0500000US54109,54,109,Wyoming County,1030,181,216,12,661,414,84,203,196,1878,570,282,361
0500000US54035,54,035,Jackson County,308,877,1446,219,1247,570,93,396,1039,2778,803,634,878
0500000US54055,54,055,Mercer County,576,685,1707,442,3383,1011,443,1053,1690,7044,2102,1369,1155
0500000US54097,54,097,Upshur County,912,649,772,126,1221,490,31,294,589,3129,787,348,512
0500000US54101,54,101,Webster County,378,189,320,27,353,160,2,72,153,888,178,46,223
0500000US54003,54,003,Berkeley County,623,3324,5154,1728,7055,3611,1167,2893,4484,11658,4742,2244,5257
0500000US54019,54,019,Fayette County,1001,995,930,437,2410,832,263,668,1058,4034,1100,814,1319
0500000US54023,54,023,Grant County,204,586,853,92,371,206,16,187,302,1080,479,220,301
0500000US54027,54,027,Hampshire County,442,957,1401,154,1232,357,63,244,502,1982,470,690,527
0500000US54089,54,089,Summers County,57,475,156,71,420,427,15,247,198,1283,547,201,376
0500000US54009,54,009,Brooke County,245,671,1316,159,1157,629,52,412,670,2866,1049,437,526
0500000US54017,54,017,Doddridge County,325,235,52,141,296,249,48,112,159,737,249,85,253
0500000US54025,54,025,Greenbrier County,484,819,987,369,1784,587,158,608,748,3781,2016,654,672
0500000US54031,54,031,Hardy County,345,510,1365,154,724,292,89,136,275,1345,604,190,399
0500000US54049,54,049,Marion County,1389,1799,1771,517,2460,1469,330,1010,2144,6867,2325,1371,1429
0500000US54057,54,057,Mineral County,288,780,1820,170,1548,618,193,392,616,3109,865,407,749
0500000US54059,54,059,Mingo County,1134,305,207,112,877,505,12,187,270,2409,277,205,394
0500000US54029,54,029,Hancock County,379,465,2243,307,1731,855,111,440,1354,2988,1458,495,562
0500000US54041,54,041,Lewis County,582,513,399,139,974,510,79,164,383,1449,593,206,372
0500000US54067,54,067,Nicholas County,716,799,662,305,1425,648,207,216,642,2190,741,511,696
0500000US54075,54,075,Pocahontas County,231,304,263,54,246,224,52,118,132,835,624,141,244
0500000US54095,54,095,Tyler County,263,237,420,55,406,163,68,135,137,878,163,104,165
0500000US54083,54,083,Randolph County,492,1062,1043,177,1071,614,218,536,675,3158,1207,448,638
0500000US54091,54,091,Taylor County,346,438,434,280,724,577,120,166,603,1805,636,207,506
0500000US54105,54,105,Wirt County,64,165,208,76,304,118,8,63,159,495,135,126,185
0500000US54015,54,015,Clay County,278,282,232,7,287,34,22,87,190,796,68,170,147
0500000US54021,54,021,Gilmer County,225,213,181,25,356,177,30,42,157,861,191,55,146
0500000US54061,54,061,Monongalia County,1545,2298,2880,836,5278,1546,514,2038,4736,18408,6025,1537,2471
0500000US54063,54,063,Monroe County,480,532,788,92,632,313,60,181,94,1205,385,245,132
0500000US54103,54,103,Wetzel County,321,528,560,115,678,447,16,209,346,1377,404,257,261
0500000US54011,54,011,Cabell County,424,1388,2651,1233,5728,1361,743,1556,3445,13185,4178,1486,1487
0500000US54039,54,039,Kanawha County,1323,3764,4304,1674,8640,4103,1789,4646,8310,21576,7952,3654,7780
0500000US54071,54,071,Pendleton County,204,414,408,20,249,165,0,54,111,703,188,39,250
0500000US54077,54,077,Preston County,872,1293,1375,154,1485,813,198,363,1048,3612,853,750,678
0500000US53035,53,035,Kitsap County,630,7419,11818,1815,13117,4787,1772,5140,12461,25011,12629,5283,11428
0500000US53033,53,033,King County,6075,57588,108310,32942,138428,56879,40342,70239,230140,234503,113327,52094,35693
0500000US53051,53,051,Pend Oreille County,207,498,352,59,435,331,129,202,387,1139,390,150,375
0500000US53055,53,055,San Juan County,228,983,339,110,675,457,172,474,965,1234,1218,471,331
0500000US53075,53,075,Whitman County,1160,772,1961,278,1863,511,338,605,1474,9409,2642,790,736
0500000US53077,53,077,Yakima County,17144,5550,9223,4926,10755,7699,958,2955,5909,22667,7826,4422,4750
0500000US53015,53,015,Cowlitz County,1116,3201,7100,1050,5367,2921,465,1812,3224,9571,3631,2354,1889
0500000US53019,53,019,Ferry County,286,212,91,50,353,85,34,73,124,740,182,72,346
0500000US53041,53,041,Lewis County,1710,2259,3193,792,4174,2063,356,989,2287,6407,2528,1397,2259
0500000US53027,53,027,Grays Harbor County,1244,1857,2802,622,3403,1487,294,1174,1603,6161,2889,1128,2724
0500000US53029,53,029,Island County,506,2266,3676,607,3701,1551,504,1600,3389,7200,2629,1606,3022
0500000US53069,53,069,Wahkiakum County,135,156,130,78,112,92,11,8,63,333,86,42,137
0500000US53021,53,021,Franklin County,6247,2844,4004,1256,3895,2202,273,1032,4161,7014,3538,1556,1730
0500000US53025,53,025,Grant County,10419,1646,5668,1026,3024,2286,494,1504,2255,7258,2471,1251,1683
0500000US53073,53,073,Whatcom County,2834,7333,11329,2574,13021,4695,2080,5121,10005,24022,10727,6008,5300
0500000US53047,53,047,Okanogan County,2591,1389,737,356,1761,813,177,817,756,3985,1472,701,1399
0500000US53037,53,037,Kittitas County,915,1874,1006,408,2215,1031,472,814,1476,6201,3027,918,1140
0500000US53005,53,005,Benton County,3773,7484,6025,1634,10532,5031,1309,2963,14517,18786,6883,3646,4125
0500000US53013,53,013,Columbia County,134,245,61,30,170,98,24,76,55,527,119,108,115
0500000US53003,53,003,Asotin County,246,697,1445,288,1374,224,128,391,634,2673,736,397,410
0500000US53023,53,023,Garfield County,152,65,45,68,105,69,21,23,44,220,27,22,62
0500000US53045,53,045,Mason County,1801,1852,2225,785,2606,1085,220,925,1939,4663,2352,1125,2494
0500000US53065,53,065,Stevens County,889,1607,1734,388,2197,1008,126,770,1273,3552,970,707,1130
0500000US53063,53,063,Spokane County,2721,13385,18700,8128,28169,11061,3685,15417,20995,60257,22458,11582,11093
0500000US53007,53,007,Chelan County,4161,1885,1630,1788,3877,2287,450,1585,2823,7839,3322,1495,1551
0500000US55105,55,105,Rock County,1362,4936,18184,2968,9807,3150,1533,2782,5115,17818,6275,3042,2672
0500000US55137,55,137,Waushara County,714,809,2092,267,1021,559,145,431,500,2041,935,439,511
0500000US55001,55,001,Adams County,336,576,1219,138,904,421,94,396,389,1262,1103,344,335
0500000US55007,55,007,Bayfield County,297,677,712,72,644,373,92,278,374,1639,970,349,547
0500000US55065,55,065,Lafayette County,1255,664,1438,216,1113,421,84,371,377,1538,484,393,276
0500000US55081,55,081,Monroe County,1161,1361,3929,423,2384,1235,286,772,1103,4947,1638,843,1442
0500000US55093,55,093,Pierce County,1082,1713,4341,542,2762,1003,263,1109,1770,5225,1949,853,922
0500000US55141,55,141,Wood County,1314,2136,7112,759,4129,2005,581,1866,1953,9505,2385,1660,1046
0500000US55003,55,003,Ashland County,261,482,985,92,905,275,95,275,401,1941,804,313,462
0500000US55015,55,015,Calumet County,715,1451,7463,1057,2788,1179,375,1800,1753,5431,1744,956,764
0500000US55037,55,037,Florence County,57,204,324,27,228,79,28,60,69,485,192,95,76
0500000US55055,55,055,Jefferson County,1314,3360,9414,1312,4836,1818,693,2194,2975,11049,3582,1701,1587
0500000US55059,55,059,Kenosha County,730,4742,15472,2999,11192,4477,1151,3716,6584,18606,7366,3569,3190
0500000US55051,55,051,Iron County,87,183,333,64,231,87,49,131,151,601,298,122,172
0500000US55019,55,019,Clark County,2105,1236,3995,328,1386,759,117,433,551,3155,721,658,388
0500000US55109,55,109,St. Croix County,1126,3488,9066,1404,5004,2554,698,3162,4037,10181,3542,2203,1708
0500000US55083,55,083,Oconto County,963,1475,4491,415,1955,1067,188,1048,1039,3674,1174,806,673
0500000US55069,55,069,Lincoln County,390,935,3262,448,1544,633,171,1075,760,2990,903,516,573
0500000US55135,55,135,Waupaca County,1050,1573,7639,568,2402,1072,312,1124,1324,5454,1911,985,878
0500000US55005,55,005,Barron County,1292,1602,4943,411,2323,902,277,844,1104,4927,1863,981,672
