geo_id,state_id,county_id,county_name,industry_agriculture_forestry_fishing_and_hunting_and_mining,industry_construction,industry_manufacturing,industry_wholesale_trade,industry_retail_trade,industry_transportation_and_warehousing_and_utilities,industry_information,industry_finance_and_insurance_real_estate_and_rental_and_leasing,industry_professional_scientific_management_administrative_and_waste_management_services,industry_educational_services_health_care_and_social_assistance,industry_arts_entertainment_recreation_accommodation_and_food_services,industry_other_services_except_public_administration,industry_public_administration
0500000US28151,28,151,Washington County,406,913,1363,399,2622,1037,311,607,990,4773,1718,720,1274
0500000US28111,28,111,Perry County,178,467,656,108,422,324,42,88,349,1020,362,256,319
0500000US28019,28,019,Choctaw County,185,295,478,39,422,218,16,42,121,869,44,178,190
0500000US28057,28,057,Itawamba County,113,730,2413,139,986,653,119,513,609,2030,547,405,252
0500000US28015,28,015,Carroll County,106,341,512,68,198,254,162,132,229,761,199,172,332
0500000US28043,28,043,Grenada County,155,545,1770,134,1006,547,12,278,347,2116,524,329,578
0500000US28063,28,063,Jefferson County,73,45,154,155,191,95,0,8,40,923,57,14,110
0500000US28041,28,041,Greene County,310,797,463,25,218,197,156,170,63,816,130,127,431
0500000US28093,28,093,Marshall County,97,1326,2793,495,1670,1536,160,383,968,2770,738,770,537
0500000US28119,28,119,Quitman County,170,145,230,40,244,120,2,76,115,469,343,78,248
0500000US28011,28,011,Bolivar County,640,464,1288,273,1428,439,66,289,488,3301,870,507,741
0500000US28073,28,073,Lamar County,1027,1641,2620,582,3221,1590,477,1959,1515,8357,2166,1348,1191
0500000US28081,28,081,Lee County,452,1796,8326,686,4522,1929,609,2202,2184,9092,3164,1918,1327
0500000US28113,28,113,Pike County,813,904,1759,366,2391,945,130,382,917,2907,1326,542,545
0500000US28135,28,135,Tallahatchie County,441,219,504,164,344,153,22,168,169,840,267,171,371
0500000US28129,28,129,Smith County,523,578,1410,201,452,439,53,252,405,1524,181,251,294
0500000US28131,28,131,Stone County,352,842,809,108,710,653,67,245,264,2110,978,374,362
0500000US28149,28,149,Warren County,419,1514,2263,268,1788,1148,142,641,1846,4185,2781,1057,1316
0500000US28023,28,023,Clarke County,686,413,602,239,791,354,45,205,218,1918,220,284,362
0500000US28069,28,069,Kemper County,46,305,666,114,227,202,10,168,128,862,362,130,279
0500000US28097,28,097,Montgomery County,193,253,620,62,383,268,53,90,191,1166,346,199,62
0500000US28105,28,105,Oktibbeha County,218,727,1467,503,1841,548,98,694,1840,8792,2673,786,665
0500000US28109,28,109,Pearl River County,760,2150,1719,556,2739,1461,196,833,2101,5047,1904,971,1162
0500000US28079,28,079,Leake County,464,408,1792,74,984,419,94,406,472,1687,716,445,560
0500000US28103,28,103,Noxubee County,290,453,927,78,362,203,15,97,234,779,280,124,204
0500000US28099,28,099,Neshoba County,609,807,1294,158,1379,498,77,410,459,3373,1728,562,671
0500000US28121,28,121,Rankin County,711,5385,6836,2058,7420,3996,1210,4948,6806,18888,5916,4606,4638
0500000US28137,28,137,Tate County,248,1131,1394,545,1715,923,48,441,651,3145,880,577,314
0500000US28077,28,077,Lawrence County,536,460,777,149,442,150,7,79,219,1190,149,252,306
0500000US28107,28,107,Panola County,520,1099,2292,475,1494,772,70,719,423,3132,975,321,410
0500000US28161,28,161,Yalobusha County,119,475,1497,137,536,378,135,188,243,1120,183,103,328
0500000US28017,28,017,Chickasaw County,314,219,2618,134,823,287,35,168,201,1165,214,185,366
0500000US28029,28,029,Copiah County,498,663,1600,312,1290,698,250,374,592,2421,641,683,501
0500000US28039,28,039,George County,205,1250,1366,214,1187,261,55,218,403,1798,672,320,317
0500000US28049,28,049,Hinds County,688,5450,8406,2447,11414,5768,2036,5041,9707,29512,11190,5892,8097
0500000US28101,28,101,Newton County,442,554,1366,85,1038,378,147,266,447,2264,442,201,620
0500000US28145,28,145,Union County,217,665,3108,165,1838,716,95,376,666,2646,699,617,312
0500000US28125,28,125,Sharkey County,227,45,161,8,131,39,0,84,51,470,93,30,150
0500000US28139,28,139,Tippah County,198,520,2487,130,1171,397,57,510,296,2059,501,352,175
0500000US28035,28,035,Forrest County,375,1878,2621,956,4557,1447,382,1095,2632,9411,4360,1347,1230
0500000US28045,28,045,Hancock County,245,1920,1921,223,2340,801,206,1236,2211,3719,2614,750,843
0500000US28071,28,071,Lafayette County,335,1061,1781,307,2360,897,420,1341,2047,8455,3255,1032,1165
0500000US28055,28,055,Issaquena County,89,15,70,0,3,24,0,11,12,61,10,24,39
0500000US28087,28,087,Lowndes County,207,1514,3919,477,3257,1787,254,1295,1268,5603,1830,1197,1429
0500000US28083,28,083,Leflore County,585,341,1444,333,1078,342,168,294,582,2428,583,436,564
0500000US28157,28,157,Wilkinson County,130,347,196,42,318,163,4,42,151,710,19,47,299
0500000US28047,28,047,Harrison County,684,6354,5687,1779,10088,4129,996,4087,6266,16647,16029,4049,7394
0500000US28065,28,065,Jefferson Davis County,468,148,445,39,537,331,10,269,222,1219,149,110,253
0500000US28085,28,085,Lincoln County,676,1018,1108,332,1962,917,118,543,662,3634,895,636,349
0500000US28123,28,123,Scott County,523,1049,2934,304,1212,494,110,317,472,1901,666,811,567
0500000US28159,28,159,Winston County,283,631,1303,121,850,269,7,163,387,1869,778,247,273
0500000US28163,28,163,Yazoo County,453,518,1421,257,705,385,54,320,508,2100,408,365,615
0500000US28009,28,009,Benton County,33,174,729,167,392,282,17,47,212,589,135,79,61
0500000US28037,28,037,Franklin County,320,191,268,11,274,266,45,169,26,655,91,276,135
0500000US28061,28,061,Jasper County,378,618,1506,150,584,267,93,106,292,1521,339,208,313
0500000US28067,28,067,Jones County,1653,2129,4260,683,3850,1107,187,1203,1490,6947,1944,1242,1160
0500000US28095,28,095,Monroe County,192,691,4307,328,1608,851,140,399,469,3282,872,737,495
0500000US28133,28,133,Sunflower County,459,346,798,348,1050,545,120,278,186,2232,929,304,578
0500000US28155,28,155,Webster County,114,286,535,43,502,238,45,122,138,1055,229,256,177
0500000US28001,28,001,Adams County,484,664,602,158,1470,646,85,363,786,2614,1283,569,700
0500000US28025,28,025,Clay County,182,307,2093,87,769,357,216,333,481,1530,489,290,412
0500000US28031,28,031,Covington County,527,608,1191,109,1067,524,56,246,146,1603,498,488,226
0500000US28053,28,053,Humphreys County,255,157,370,109,420,169,8,138,193,628,107,92,151
0500000US29123,29,123,Madison County,259,545,722,26,601,374,16,127,261,1163,320,266,355
0500000US29229,29,229,Wright County,505,461,1032,250,740,580,68,121,226,1626,305,527,247
0500000US29217,29,217,Vernon County,711,821,1068,219,1130,379,288,714,628,2385,566,311,307
0500000US29195,29,195,Saline County,537,742,1753,188,1163,551,68,334,518,2946,605,529,589
0500000US29147,29,147,Nodaway County,437,438,1553,317,1260,204,213,340,468,3369,1537,598,328
0500000US29041,29,041,Chariton County,304,229,410,131,384,176,111,152,118,744,125,147,127
0500000US29079,29,079,Grundy County,339,367,750,111,485,197,61,142,200,1011,346,302,279
0500000US29141,29,141,Morgan County,350,566,1131,107,1315,452,55,365,459,1354,385,396,433
0500000US29223,29,223,Wayne County,233,202,872,137,369,193,84,143,198,995,344,234,232
0500000US29017,29,017,Bollinger County,132,587,844,172,695,269,55,130,269,1089,316,343,158
0500000US29031,29,031,Cape Girardeau County,584,2302,3948,1039,4175,1269,617,1926,2372,11923,4298,1644,1530
0500000US29205,29,205,Shelby County,322,212,447,77,320,171,32,179,111,668,108,174,124
0500000US29225,29,225,Webster County,450,1512,1900,594,1970,1414,131,757,1298,3327,1008,817,356
0500000US29005,29,005,Atchison County,218,129,299,55,291,285,46,61,168,631,158,167,141
0500000US29013,29,013,Bates County,569,890,797,145,933,414,75,332,630,1488,497,523,319
0500000US29015,29,015,Benton County,304,506,802,131,1035,310,25,280,246,1819,740,128,247
0500000US29035,29,035,Carter County,156,218,354,28,271,174,4,62,90,582,268,109,117
0500000US29057,29,057,Dade County,352,223,388,173,293,178,16,184,167,770,86,195,81
0500000US29115,29,115,Linn County,259,413,897,85,612,241,285,319,193,1155,409,262,366
0500000US29091,29,091,Howell County,556,1195,1881,546,1827,838,184,754,1135,4554,1371,910,866
0500000US29101,29,101,Johnson County,591,1609,2472,265,2913,1052,321,992,1526,6825,2542,1271,1887
0500000US29105,29,105,Laclede County,403,527,3815,359,1865,783,200,620,946,3070,1122,782,514
0500000US29125,29,125,Maries County,131,404,544,86,554,185,75,125,83,770,128,243,349
0500000US29161,29,161,Phelps County,290,940,1787,191,2415,752,145,788,1247,6586,2033,728,1124
0500000US29165,29,165,Platte County,447,3129,4613,1597,5601,3984,1351,4122,6967,11034,4776,2291,2791
0500000US29187,29,187,St. Francois County,632,1993,2922,530,2854,1650,217,1231,2125,7349,2096,1118,2274
0500000US29003,29,003,Andrew County,246,588,1512,166,892,534,75,426,548,2231,416,348,494
0500000US29033,29,033,Carroll County,434,257,394,68,383,219,48,197,170,1006,189,152,182
0500000US29061,29,061,Daviess County,234,409,429,60,397,181,27,135,134,757,244,136,367
0500000US29103,29,103,Knox County,196,106,110,20,197,96,25,129,101,390,93,74,38
0500000US29127,29,127,Marion County,374,1099,1833,278,1564,654,197,449,862,3424,1268,470,618
0500000US29151,29,151,Osage County,242,629,1336,148,747,275,73,355,240,1385,382,256,923
0500000US29181,29,181,Ripley County,155,327,797,60,653,254,54,186,371,1571,234,232,235
0500000US29219,29,219,Warren County,153,1853,2666,448,1740,674,197,881,1282,2657,1206,724,493
0500000US29007,29,007,Audrain County,607,560,2068,252,1180,496,137,340,558,2582,711,512,748
0500000US29043,29,043,Christian County,620,3070,2969,1264,5432,2178,677,2887,3297,10155,3596,2723,1146
0500000US29077,29,077,Greene County,823,7478,11947,4360,18259,6659,2930,9146,14304,35947,14660,7661,3952
0500000US29081,29,081,Harrison County,336,342,299,89,476,163,51,136,67,1161,265,176,208
0500000US29185,29,185,St. Clair County,265,405,386,59,433,239,20,91,197,945,177,225,150
0500000US29001,29,001,Adair County,235,659,905,225,1230,247,205,422,852,3954,916,534,443
0500000US29199,29,199,Scotland County,308,237,344,68,179,144,35,79,67,402,70,86,73
0500000US29211,29,211,Sullivan County,284,107,698,74,222,91,53,88,141,590,123,70,107
0500000US29045,29,045,Clark County,256,230,704,64,394,274,53,90,130,652,164,103,153
0500000US29099,29,099,Jefferson County,726,11322,12537,3331,12398,5353,1810,7986,10998,24628,9686,6155,3508
0500000US29111,29,111,Lewis County,172,286,788,125,589,414,28,221,231,1278,245,135,125
0500000US29143,29,143,New Madrid County,376,385,1238,117,754,333,39,274,301,1813,364,211,417
0500000US29157,29,157,Perry County,481,688,2306,193,950,402,84,492,431,2015,516,415,208
0500000US29173,29,173,Ralls County,218,376,840,126,539,313,47,107,346,1176,379,225,314
0500000US29177,29,177,Ray County,388,752,1963,217,1240,974,235,407,632,2264,596,610,467
0500000US29189,29,189,St. Louis County,2237,21765,49882,15280,53835,22252,11286,47814,62667,129008,44650,23354,13405
0500000US29209,29,209,Stone County,313,1349,926,259,1659,603,145,713,818,2114,2228,601,360
0500000US29009,29,009,Barry County,758,1342,3222,385,1829,632,245,572,855,2484,1236,516,514
0500000US29019,29,019,Boone County,932,4191,5084,2138,10847,3634,1903,7842,6858,32493,9792,4001,3660
0500000US29039,29,039,Cedar County,314,552,672,143,577,302,45,321,241,1044,352,415,265
0500000US29055,29,055,Crawford County,278,754,1804,156,1151,413,77,297,658,1989,1027,471,368
0500000US29093,29,093,Iron County,314,351,391,105,406,229,18,102,272,1061,265,184,186
0500000US29117,29,117,Livingston County,328,401,710,185,776,428,117,210,327,1519,579,344,681
0500000US29135,29,135,Moniteau County,319,693,679,280,765,330,110,426,250,1192,391,293,899
0500000US29149,29,149,Oregon County,327,154,600,61,359,392,77,150,240,992,450,198,95
0500000US29159,29,159,Pettis County,409,954,4213,409,2238,1039,284,789,1412,4099,1363,805,595
0500000US29186,29,186,Ste. Genevieve County,513,862,1436,244,832,475,95,261,573,2270,625,346,226
0500000US29175,29,175,Randolph County,74,725,1078,225,1568,870,140,756,606,2502,463,666,590
0500000US29069,29,069,Dunklin County,765,483,1824,245,1576,783,108,352,367,3157,619,552,515
0500000US29071,29,071,Franklin County,890,5123,9956,1224,6063,2135,802,3085,3643,9674,4328,1983,1382
0500000US29089,29,089,Howard County,347,321,408,43,522,263,65,216,211,1573,383,209,166
0500000US29095,29,095,Jackson County,1420,21552,30488,9047,40158,20194,8226,26322,44386,77505,33039,16275,15109
0500000US29131,29,131,Miller County,274,1227,1177,190,1744,476,101,494,705,2191,1072,370,802
0500000US29169,29,169,Pulaski County,233,831,1603,84,2385,411,407,548,839,3449,1938,688,2941
0500000US29171,29,171,Putnam County,255,220,291,39,232,113,7,124,91,400,78,54,77
0500000US29213,29,213,Taney County,181,1555,1044,221,4359,939,443,1066,2625,4211,6272,945,757
0500000US29215,29,215,Texas County,585,707,811,99,1125,604,62,266,564,2161,652,451,608
0500000US29021,29,021,Buchanan County,486,2410,7917,903,5023,2245,819,2264,2779,9794,3953,1635,1685
0500000US29025,29,025,Caldwell County,154,316,563,152,535,264,23,174,115,853,154,196,375
0500000US29027,29,027,Callaway County,615,1277,1679,323,2477,1642,302,1210,1380,5123,1227,962,2208
0500000US29037,29,037,Cass County,604,4976,5341,1480,5840,2860,1100,3677,5677,10518,3577,2755,2256
0500000US29049,29,049,Clinton County,260,854,1186,328,1007,779,179,542,620,2195,546,437,491
0500000US29053,29,053,Cooper County,316,571,654,167,889,376,123,360,560,2007,691,440,515
0500000US29059,29,059,Dallas County,302,491,818,109,945,611,42,279,550,1066,507,358,119
0500000US29075,29,075,Gentry County,211,124,447,94,306,143,56,150,186,960,159,128,62
0500000US29085,29,085,Hickory County,219,396,141,71,417,270,61,119,253,722,297,196,96
0500000US29113,29,113,Lincoln County,360,3023,4532,889,3364,1408,245,1823,1825,4636,1949,1183,1112
0500000US29133,29,133,Mississippi County,502,178,640,111,686,324,55,152,132,998,260,241,375
0500000US29137,29,137,Monroe County,236,228,770,105,477,271,41,153,236,861,150,130,221
0500000US29145,29,145,Newton County,758,1791,4766,741,3489,2195,392,837,2111,5495,2198,1151,917
0500000US29153,29,153,Ozark County,242,368,567,115,325,124,13,167,124,757,174,96,67
0500000US29163,29,163,Pike County,624,704,795,335,867,511,166,214,520,1599,409,280,516
0500000US29183,29,183,St. Charles County,1247,12778,26024,7265,25052,9062,5322,20439,22207,44684,18992,9083,6372
0500000US30017,30,017,Custer County,542,461,207,233,1013,333,87,308,327,1557,578,195,622
0500000US30041,30,041,Hill County,512,421,171,93,818,601,119,166,506,2120,720,458,466
0500000US30075,30,075,Powder River County,420,43,3,7,79,59,3,10,48,175,27,29,62
0500000US30067,30,067,Park County,940,867,488,100,859,327,168,395,664,1549,1255,424,291
0500000US30085,30,085,Roosevelt County,404,337,51,119,404,205,56,140,91,1138,370,128,441
0500000US30005,30,005,Blaine County,398,141,2,43,265,84,32,142,137,675,162,123,373
0500000US30051,30,051,Liberty County,431,56,7,11,100,43,17,27,76,206,51,49,52
0500000US30083,30,083,Richland County,1121,534,211,183,609,575,33,243,477,1062,540,321,181
0500000US30099,30,099,Teton County,511,233,47,59,300,134,107,122,119,609,184,85,151
0500000US30101,30,101,Toole County,519,104,10,28,228,139,38,29,98,389,267,108,224
0500000US30025,30,025,Fallon County,455,114,47,0,87,190,39,19,80,250,119,85,45
0500000US30019,30,019,Daniels County,210,80,5,12,36,12,108,39,56,162,48,43,65
0500000US30045,30,045,Judith Basin County,342,102,4,11,110,50,2,37,24,166,72,14,50
0500000US30093,30,093,Silver Bow County,583,945,842,259,1882,1340,213,516,1246,4265,2348,817,1140
0500000US30023,30,023,Deer Lodge County,236,270,128,48,407,106,28,107,261,1069,625,68,314
0500000US30043,30,043,Jefferson County,285,513,283,76,539,218,74,276,494,1356,402,236,648
0500000US30055,30,055,McCone County,259,77,15,29,41,43,36,59,5,103,31,44,41
0500000US30107,30,107,Wheatland County,383,86,26,25,67,55,1,33,15,141,74,53,16
0500000US30087,30,087,Rosebud County,743,286,25,15,248,356,105,148,30,1044,443,143,297
0500000US30011,30,011,Carter County,339,25,2,0,40,28,0,17,10,67,26,28,61
0500000US30021,30,021,Dawson County,651,422,119,96,530,467,69,142,91,1160,453,339,389
0500000US30007,30,007,Broadwater County,481,365,213,20,194,89,26,131,153,453,189,87,285
0500000US30047,30,047,Lake County,835,1001,772,138,1628,463,134,593,801,3157,1099,615,1064
0500000US30073,30,073,Pondera County,468,189,80,50,286,102,32,132,58,662,182,144,175
0500000US30111,30,111,Yellowstone County,2485,6781,4066,3068,9479,5087,1815,5120,7503,18675,8795,4807,3055
0500000US30081,30,081,Ravalli County,1238,1833,1452,376,2084,617,385,780,1995,4202,1778,807,463
0500000US30105,30,105,Valley County,457,441,28,117,483,340,98,114,134,848,260,252,236
0500000US30027,30,027,Fergus County,657,526,349,144,735,192,90,246,302,1360,456,406,272
0500000US30061,30,061,Mineral County,96,129,132,40,308,132,33,57,51,244,237,18,106
0500000US30069,30,069,Petroleum County,138,2,2,0,12,8,2,2,0,38,16,0,8
0500000US30089,30,089,Sanders County,399,367,289,114,377,239,79,111,335,804,435,305,195
0500000US30109,30,109,Wibaux County,144,34,3,0,58,72,17,26,16,109,7,3,78
0500000US30059,30,059,Meagher County,301,117,21,19,55,47,5,22,76,156,75,20,66
0500000US30009,30,009,Carbon County,761,446,233,122,457,331,75,297,363,1113,529,240,241
0500000US30029,30,029,Flathead County,2118,4369,2836,890,6644,1836,562,3645,4780,10559,5277,2156,1682
0500000US30071,30,071,Phillips County,464,104,5,7,213,186,21,17,58,315,137,76,120
0500000US31001,31,001,Adams County,873,1053,2255,480,1790,938,200,610,853,4284,1249,707,654
0500000US31109,31,109,Lancaster County,1719,10456,14853,3734,18404,7370,3421,13303,17166,46007,15315,7875,9933
0500000US31011,31,011,Boone County,572,157,365,92,222,85,38,120,61,756,217,102,75
0500000US31149,31,149,Rock County,182,38,14,17,85,46,7,40,15,167,52,54,35
0500000US31007,31,007,Banner County,157,31,16,8,18,15,3,15,29,65,12,5,31
0500000US31163,31,163,Sherman County,267,114,176,62,186,98,9,64,59,320,100,55,26
0500000US31147,31,147,Richardson County,420,435,453,113,314,335,75,164,148,1023,295,137,98
0500000US31093,31,093,Howard County,535,239,422,101,395,246,68,121,90,810,110,97,97
0500000US31089,31,089,Holt County,1002,393,208,170,495,317,84,294,221,1640,250,331,250
0500000US31065,31,065,Furnas County,272,100,221,118,237,229,71,100,81,590,138,141,86
0500000US31073,31,073,Gosper County,132,64,138,32,93,49,8,103,39,265,38,75,65
0500000US31151,31,151,Saline County,399,473,1695,139,723,565,54,288,273,1651,285,303,237
0500000US31153,31,153,Sarpy County,844,6578,6221,3145,10436,5251,2044,8916,10988,23301,6810,3633,5756
0500000US31173,31,173,Thurston County,203,171,240,48,217,86,24,126,95,789,216,78,342
0500000US31177,31,177,Washington County,421,832,1311,307,1199,695,185,840,1124,2007,538,537,384
0500000US31015,31,015,Boyd County,258,78,35,9,119,90,8,40,44,187,61,38,35
0500000US31031,31,031,Cherry County,801,200,225,76,348,72,40,144,84,690,288,89,116
0500000US31053,31,053,Dodge County,739,1383,3188,383,2693,935,259,1022,1043,4447,1371,745,515
0500000US31059,31,059,Fillmore County,447,273,175,114,263,220,39,149,152,646,93,121,119
0500000US31069,31,069,Garden County,147,108,20,2,93,70,8,46,31,202,27,61,50
0500000US31091,31,091,Hooker County,38,32,7,14,15,8,4,6,7,95,37,13,6
0500000US31123,31,123,Morrill County,418,156,170,45,298,231,13,141,76,461,162,79,132
0500000US31127,31,127,Nemaha County,205,227,285,50,384,490,92,176,128,819,282,175,88
0500000US31159,31,159,Seward County,603,640,1100,342,752,646,148,470,436,2462,505,424,419
0500000US31171,31,171,Thomas County,94,14,5,8,42,18,10,17,8,77,18,23,22
0500000US31043,31,043,Dakota County,241,1048,3110,217,860,346,115,566,656,1484,988,404,240
0500000US31181,31,181,Webster County,305,106,158,68,129,83,28,84,36,445,100,117,75
0500000US31003,31,003,Antelope County,770,181,162,171,397,191,43,154,90,681,140,147,105
0500000US31023,31,023,Butler County,438,318,882,103,390,221,26,116,189,1068,158,170,108
0500000US31035,31,035,Clay County,334,321,321,174,275,227,29,93,119,713,133,160,124
0500000US31041,31,041,Custer County,966,486,412,148,677,228,74,179,216,1203,465,322,141
0500000US31067,31,067,Gage County,605,770,1691,339,1093,779,172,379,444,3208,457,533,546
0500000US31081,31,081,Hamilton County,618,242,620,245,400,321,97,200,314,1125,292,243,163
0500000US31099,31,099,Kearney County,366,325,459,82,404,176,64,110,118,853,185,159,119
0500000US31101,31,101,Keith County,502,254,253,90,650,278,96,183,308,625,482,214,207
0500000US31119,31,119,Madison County,860,1313,3535,884,1924,885,278,740,962,4346,1127,957,710
0500000US31135,31,135,Perkins County,313,115,59,77,137,113,7,140,30,332,54,66,54
0500000US31155,31,155,Saunders County,706,916,1132,413,1131,794,132,643,822,2518,570,541,617
0500000US31179,31,179,Wayne County,465,318,490,223,634,270,64,436,138,1702,438,178,108
0500000US31103,31,103,Keya Paha County,182,34,12,3,25,26,9,24,2,108,3,25,4
0500000US31107,31,107,Knox County,726,313,267,89,425,208,63,197,166,1080,237,198,280
0500000US31111,31,111,Lincoln County,875,1119,745,306,2414,2944,301,915,763,4159,1460,566,675
0500000US31139,31,139,Pierce County,387,259,576,164,398,178,59,164,126,963,120,261,132
0500000US31165,31,165,Sioux County,262,15,7,9,32,42,3,15,34,178,14,17,30
0500000US31025,31,025,Cass County,508,1147,1139,377,1541,1144,166,1315,1051,2878,786,598,575
0500000US31051,31,051,Dixon County,244,228,612,108,278,111,21,127,95,687,110,199,121
0500000US31057,31,057,Dundy County,219,48,29,41,85,28,23,44,12,267,48,28,67
0500000US31077,31,077,Greeley County,314,51,42,49,106,88,42,74,36,229,48,85,26
0500000US31079,31,079,Hall County,1145,2314,6048,959,3988,1780,474,1605,1794,6329,2382,1442,1153
0500000US31131,31,131,Otoe County,468,624,999,190,880,605,106,419,441,1949,698,381,463
0500000US31145,31,145,Red Willow County,489,289,531,219,834,464,78,263,244,1359,457,267,233
0500000US31045,31,045,Dawes County,482,206,117,72,552,230,44,137,182,1714,496,138,217
0500000US31033,31,033,Cheyenne County,347,182,308,199,1530,310,81,119,395,1081,398,175,229
0500000US31047,31,047,Dawson County,801,709,3042,582,1296,681,149,327,626,2464,676,486,355
0500000US31117,31,117,McPherson County,54,9,10,12,27,24,0,6,0,35,24,17,4
0500000US31125,31,125,Nance County,244,117,148,52,184,142,14,108,62,473,101,68,47
0500000US31167,31,167,Stanton County,340,235,446,180,296,194,42,178,147,744,218,96,75
0500000US31175,31,175,Valley County,305,208,99,37,312,104,45,82,142,617,78,115,70
0500000US31083,31,083,Harlan County,309,115,109,65,121,63,11,91,81,396,105,85,95
0500000US31009,31,009,Blaine County,126,8,14,0,21,14,0,1,8,41,16,2,13
0500000US31019,31,019,Buffalo County,1490,1719,3263,1015,4527,1152,577,897,1401,7124,2809,987,733
0500000US31049,31,049,Deuel County,91,54,54,26,173,78,16,35,54,203,65,25,54
0500000US31087,31,087,Hitchcock County,221,100,67,73,166,95,31,54,28,285,58,59,78
0500000US31141,31,141,Platte County,1120,1432,4548,480,2013,1071,218,723,899,3154,977,635,454
0500000US31169,31,169,Thayer County,307,199,338,66,279,130,16,155,103,678,98,128,110
0500000US31013,31,013,Box Butte County,505,377,293,161,496,1199,36,204,202,1212,313,230,104
0500000US32001,32,001,Churchill County,878,566,631,237,949,530,160,299,1100,1565,1115,315,975
0500000US32005,32,005,Douglas County,301,1659,1855,442,1954,722,274,1333,1838,3764,3483,1264,2044
0500000US32027,32,027,Pershing County,393,83,174,8,257,123,62,42,27,428,78,13,334
0500000US32009,32,009,Esmeralda County,164,53,0,4,14,17,4,3,18,38,34,23,16
0500000US32013,32,013,Humboldt County,2585,472,233,82,1199,521,136,232,376,1236,806,333,328
0500000US32021,32,021,Mineral County,29,123,121,6,185,25,16,38,196,366,217,103,307
0500000US32033,32,033,White Pine County,846,268,59,0,273,138,10,45,179,626,567,95,550
0500000US32007,32,007,Elko County,6940,1926,469,410,2538,948,342,612,1503,3482,4681,1079,1241
0500000US32017,32,017,Lincoln County,213,144,0,20,208,77,15,148,89,380,169,0,319
0500000US32023,32,023,Nye County,1613,1191,508,114,1871,800,275,790,1456,1822,2498,708,1116
0500000US32029,32,029,Storey County,10,142,95,90,160,118,50,90,176,199,366,64,104
0500000US32031,32,031,Washoe County,1989,16263,16634,7823,27322,13511,3650,12595,24888,43812,36727,10230,10245
0500000US32003,32,003,Clark County,3176,65072,34248,18170,118647,57259,15737,59619,115313,152065,282094,46581,35339
0500000US32510,32,510,Carson City,141,1827,2649,436,2913,844,333,1019,2093,4413,4306,1108,3016
0500000US32019,32,019,Lyon County,768,1969,2605,569,3042,1668,276,709,1865,3218,2344,1098,1838
0500000US33005,33,005,Cheshire County,430,3073,5136,1695,4963,1560,593,1814,2806,11434,3556,1725,1376
0500000US33013,33,013,Merrimack County,712,5934,7323,2300,9405,2267,1359,5137,7605,21711,6278,3975,4868
0500000US33009,33,009,Grafton County,859,3276,4281,699,5060,1311,651,1817,3673,16471,5136,2097,1376
0500000US33015,33,015,Rockingham County,1022,12089,23360,5571,22062,7144,4040,12123,21220,38505,12826,6998,6254
0500000US33001,33,001,Belknap County,171,3026,3037,465,4533,756,510,1811,2786,7731,2919,1584,1617
0500000US33019,33,019,Sullivan County,294,1406,3431,464,2742,618,420,1066,1438,6175,1715,749,797
0500000US33011,33,011,Hillsborough County,1117,14229,30631,6683,27554,9075,5799,15344,29141,50756,17473,10058,6881
0500000US33017,33,017,Strafford County,558,3114,9250,1567,8553,2504,1277,5418,7287,16753,7620,2836,3142
0500000US33007,33,007,Coos County,366,1023,1266,270,2159,670,151,528,751,3809,1878,673,1000
0500000US33003,33,003,Carroll County,287,2762,2109,414,3118,764,333,1292,1960,5156,3531,794,1116
0500000US34025,34,025,Monmouth County,632,22778,18523,9301,34932,15077,11093,32248,42252,75724,27423,12668,13180
0500000US34037,34,037,Sussex County,689,6292,6539,2456,9184,3631,1859,5396,9611,17055,5921,3429,3377
0500000US34011,34,011,Cumberland County,2705,3949,8006,2421,7182,3604,602,1871,4959,16178,4400,2557,4494
0500000US34013,34,013,Essex County,476,21992,25245,9900,37198,27832,11290,29262,50232,97216,29708,17772,15667
0500000US34029,34,029,Ocean County,731,21224,13291,7358,35239,13882,5311,16910,26545,67743,22034,11999,14093
0500000US34015,34,015,Gloucester County,1010,9779,11257,5839,16857,8340,3028,10132,16480,41226,10959,5887,6913
0500000US34033,34,033,Salem County,688,2327,3318,1237,2975,3060,337,1368,2054,7451,1709,1460,1368
0500000US34031,34,031,Passaic County,174,14015,30755,8940,28841,16581,5315,14843,26877,55477,17353,12287,7421
0500000US34007,34,007,Camden County,423,13218,17976,8348,29633,15501,4831,17664,29899,66365,21577,10577,11497
0500000US34003,34,003,Bergen County,615,25946,37923,20805,53169,23968,15442,45291,64358,117249,34092,23622,13554
0500000US34041,34,041,Warren County,594,3816,5741,1401,7127,3422,1368,3410,6491,12126,4639,2778,2274
0500000US34017,34,017,Hudson County,254,17586,24341,12633,36308,28101,11918,39821,55776,66535,32771,15731,10603
0500000US34005,34,005,Burlington County,859,11430,17228,7468,26396,11922,5142,18197,27420,56317,15299,8829,16311
0500000US34027,34,027,Morris County,607,12781,27326,8513,26370,9623,9223,27916,43630,58873,17748,10619,8250
0500000US35039,35,039,Rio Arriba County,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
0500000US35047,35,047,San Miguel County,305,914,192,61,923,223,68,287,749,3611,824,291,1266
0500000US35057,35,057,Torrance County,352,521,135,192,756,298,21,173,483,1412,508,353,508
