geo_id,state_id,county_id,county_name,race_total_population,race_hispanic_or_latino,race_not_hispanic_or_latino,race_american_indian_and_alaska_native,race_asian,race_black_or_african_american,race_native_hawaiian_and_other_pacific_islander,race_some_other_race,race_two_or_more,race_two_or_more_excluding_some_ther_and_three_or_more,race_two_or_more_including_some_other,race_white_alone
0500000US28151,28,151,Washington County,47086,729,46357,56,282,33893,0,38,167,167,0,11921
0500000US28111,28,111,Perry County,12028,181,11847,0,17,2368,0,16,147,147,0,9299
0500000US28019,28,019,Choctaw County,8321,33,8288,23,15,2594,8,0,35,35,0,5613
0500000US28057,28,057,Itawamba County,23480,360,23120,75,57,1658,7,2,132,132,0,21189
0500000US28015,28,015,Carroll County,10129,29,10100,6,0,3501,0,0,82,82,0,6511
0500000US28043,28,043,Grenada County,21278,140,21138,135,0,9205,0,0,115,115,0,11683
0500000US28063,28,063,Jefferson County,7346,28,7318,11,33,6310,0,0,6,6,0,958
0500000US28041,28,041,Greene County,13714,162,13552,53,0,3496,0,0,107,105,2,9896
0500000US28093,28,093,Marshall County,35787,1281,34506,15,24,17118,0,0,281,281,0,17068
0500000US28119,28,119,Quitman County,7372,107,7265,0,5,5282,0,0,13,13,0,1965
0500000US28011,28,011,Bolivar County,32592,701,31891,41,213,20869,0,0,189,189,0,10579
0500000US28073,28,073,Lamar County,61223,1601,59622,49,780,12240,0,0,1002,963,39,45551
0500000US28081,28,081,Lee County,84915,2228,82687,206,720,24653,6,381,753,733,20,55968
0500000US28113,28,113,Pike County,39737,686,39051,153,239,21177,4,0,144,144,0,17334
0500000US28135,28,135,Tallahatchie County,14361,1978,12383,22,206,7078,13,11,16,4,12,5037
0500000US28129,28,129,Smith County,16063,270,15793,0,69,3706,30,0,72,72,0,11916
0500000US28131,28,131,Stone County,18375,373,18002,66,0,3539,20,0,372,362,10,14005
0500000US28149,28,149,Warren County,47075,1023,46052,54,241,23124,9,6,332,332,0,22286
0500000US28023,28,023,Clarke County,15928,66,15862,10,0,5696,0,19,54,54,0,10083
0500000US28069,28,069,Kemper County,10107,132,9975,370,0,6156,0,0,10,10,0,3439
0500000US28097,28,097,Montgomery County,10198,135,10063,0,34,4414,0,0,293,291,2,5322
0500000US28105,28,105,Oktibbeha County,49481,818,48663,36,1502,18298,20,58,717,717,0,28032
0500000US28109,28,109,Pearl River County,55149,1673,53476,87,183,7037,0,62,962,945,17,45145
0500000US28079,28,079,Leake County,22870,1035,21835,1289,85,9550,0,0,117,117,0,10794
0500000US28103,28,103,Noxubee County,10828,148,10680,9,4,7820,0,0,48,48,0,2799
0500000US28099,28,099,Neshoba County,29376,599,28777,4666,136,6183,8,0,565,556,9,17219
0500000US28121,28,121,Rankin County,151240,4141,147099,206,1738,30917,41,145,1605,1597,8,112447
0500000US28137,28,137,Tate County,28493,760,27733,40,52,8352,51,0,853,826,27,18385
0500000US28077,28,077,Lawrence County,12630,79,12551,10,16,4193,0,0,97,97,0,8235
0500000US28107,28,107,Panola County,34243,693,33550,59,6,17021,11,87,271,271,0,16095
0500000US28161,28,161,Yalobusha County,12421,198,12223,5,8,4970,0,0,25,25,0,7215
0500000US28017,28,017,Chickasaw County,17279,815,16464,21,12,7505,0,18,281,261,20,8627
0500000US28029,28,029,Copiah County,28721,910,27811,9,92,14895,0,18,144,144,0,12653
0500000US28039,28,039,George County,23710,652,23058,227,98,1908,0,0,109,109,0,20716
0500000US28049,28,049,Hinds County,241774,3741,238033,239,1890,173948,53,296,1392,1343,49,60215
0500000US28101,28,101,Newton County,21524,402,21122,1109,110,6519,0,2,233,209,24,13149
0500000US28145,28,145,Union County,28356,1208,27148,0,112,4145,49,0,600,581,19,22242
0500000US28125,28,125,Sharkey County,4511,5,4506,6,28,3337,0,3,0,0,0,1132
0500000US28139,28,139,Tippah County,21990,1023,20967,7,82,3679,12,5,214,214,0,16968
0500000US28035,28,035,Forrest County,75517,2246,73271,132,678,27895,0,12,1535,1523,12,43019
0500000US28045,28,045,Hancock County,46653,1792,44861,272,317,3776,0,73,886,886,0,39537
0500000US28071,28,071,Lafayette County,53459,1411,52048,82,1117,12622,17,209,576,537,39,37425
0500000US28055,28,055,Issaquena County,1328,16,1312,0,0,799,0,0,0,0,0,513
0500000US28087,28,087,Lowndes County,59437,1212,58225,113,539,25936,17,63,689,683,6,30868
0500000US28083,28,083,Leflore County,29804,786,29018,0,183,21859,0,18,251,251,0,6707
0500000US28157,28,157,Wilkinson County,8990,37,8953,0,7,6379,0,30,34,34,0,2503
0500000US28047,28,047,Harrison County,202626,11032,191594,1042,5707,49298,84,135,5164,5090,74,130164
0500000US28065,28,065,Jefferson Davis County,11495,34,11461,0,20,7036,0,0,68,68,0,4337
0500000US28085,28,085,Lincoln County,34432,375,34057,4,160,10700,0,0,40,40,0,23153
0500000US28123,28,123,Scott County,28415,3148,25267,119,84,10849,0,3,131,131,0,14081
0500000US28159,28,159,Winston County,18358,225,18133,112,6,8733,0,0,87,87,0,9195
0500000US28163,28,163,Yazoo County,27974,1805,26169,87,120,15733,0,0,400,391,9,9829
0500000US28009,28,009,Benton County,8253,213,8040,0,0,2938,0,0,116,114,2,4986
0500000US28037,28,037,Franklin County,7757,51,7706,0,3,2793,0,0,11,11,0,4899
0500000US28061,28,061,Jasper County,16529,64,16465,1,0,8933,0,57,66,66,0,7408
0500000US28067,28,067,Jones County,68454,2993,65461,150,231,19952,36,48,715,715,0,44329
0500000US28095,28,095,Monroe County,35840,438,35402,9,30,11044,0,0,312,312,0,24007
0500000US28133,28,133,Sunflower County,26532,457,26075,23,21,19595,0,17,77,77,0,6342
0500000US28155,28,155,Webster County,9828,144,9684,9,14,1895,0,0,94,93,1,7672
0500000US28001,28,001,Adams County,31547,1776,29771,61,183,17815,0,0,304,304,0,11408
0500000US28025,28,025,Clay County,19808,137,19671,59,26,11793,0,0,71,71,0,7722
0500000US28031,28,031,Covington County,19091,92,18999,0,28,7210,17,0,175,175,0,11569
0500000US28053,28,053,Humphreys County,8539,267,8272,14,6,6470,3,0,0,0,0,1779
0500000US29123,29,123,Madison County,12205,291,11914,34,30,123,0,0,166,166,0,11561
0500000US29229,29,229,Wright County,18293,324,17969,68,88,105,0,76,215,215,0,17417
0500000US29217,29,217,Vernon County,20691,434,20257,127,138,184,0,0,355,355,0,19453
0500000US29195,29,195,Saline County,23102,2296,20806,87,204,1086,247,24,537,536,1,18621
0500000US29147,29,147,Nodaway County,22547,374,22173,47,310,637,29,0,246,236,10,20904
0500000US29041,29,041,Chariton County,7546,38,7508,7,0,183,0,0,141,141,0,7177
0500000US29079,29,079,Grundy County,10039,235,9804,128,36,25,19,16,124,124,0,9456
0500000US29141,29,141,Morgan County,20137,446,19691,100,178,161,0,0,271,269,2,18981
0500000US29223,29,223,Wayne County,13308,230,13078,46,45,74,0,0,269,261,8,12644
0500000US29017,29,017,Bollinger County,12281,136,12145,100,41,68,0,0,102,102,0,11834
0500000US29031,29,031,Cape Girardeau County,78324,1788,76536,96,1236,5853,25,13,1808,1776,32,67505
0500000US29205,29,205,Shelby County,6061,116,5945,5,9,117,0,0,28,28,0,5786
0500000US29225,29,225,Webster County,38082,765,37317,174,142,394,71,0,601,555,46,35935
0500000US29005,29,005,Atchison County,5270,66,5204,26,21,20,0,0,38,38,0,5099
0500000US29013,29,013,Bates County,16374,352,16022,100,37,238,8,0,190,188,2,15449
0500000US29015,29,015,Benton County,18989,376,18613,109,13,54,10,0,381,376,5,18046
0500000US29035,29,035,Carter County,6197,148,6049,11,0,3,0,0,184,184,0,5851
0500000US29057,29,057,Dade County,7590,156,7434,67,11,21,5,0,203,203,0,7127
0500000US29115,29,115,Linn County,12186,270,11916,19,36,48,5,19,214,213,1,11575
0500000US29091,29,091,Howell County,40102,848,39254,207,178,188,0,0,843,843,0,37838
0500000US29101,29,101,Johnson County,53689,2260,51429,263,884,2309,168,43,1610,1609,1,46152
0500000US29105,29,105,Laclede County,35507,846,34661,195,117,196,6,0,977,887,90,33170
0500000US29125,29,125,Maries County,8884,233,8651,73,22,21,0,0,36,36,0,8499
0500000US29161,29,161,Phelps County,44789,1105,43684,335,1669,1115,0,57,726,726,0,39782
0500000US29165,29,165,Platte County,98824,5821,93003,241,2644,6516,49,141,2876,2837,39,80536
0500000US29187,29,187,St. Francois County,66342,1022,65320,153,342,2911,0,5,914,844,70,60995
0500000US29003,29,003,Andrew County,17403,413,16990,29,24,274,0,2,171,168,3,16490
0500000US29033,29,033,Carroll County,8843,138,8705,21,19,152,0,0,129,129,0,8384
0500000US29061,29,061,Daviess County,8302,129,8173,27,12,85,6,0,71,71,0,7972
0500000US29103,29,103,Knox County,3951,40,3911,0,18,21,18,0,48,48,0,3806
0500000US29127,29,127,Marion County,28672,495,28177,110,201,1167,54,34,774,774,0,25837
0500000US29151,29,151,Osage County,13619,108,13511,91,9,39,0,44,76,74,2,13252
0500000US29181,29,181,Ripley County,13693,184,13509,64,33,52,33,16,297,274,23,13014
0500000US29219,29,219,Warren County,33908,1118,32790,88,166,695,32,3,661,661,0,31145
0500000US29007,29,007,Audrain County,25735,767,24968,73,46,1569,23,15,889,723,166,22353
0500000US29043,29,043,Christian County,84275,2416,81859,301,497,568,44,4,1641,1634,7,78804
0500000US29077,29,077,Greene County,288429,10430,277999,1349,5559,9348,161,253,7950,7854,96,253379
0500000US29081,29,081,Harrison County,8554,185,8369,14,8,73,0,4,110,110,0,8160
0500000US29185,29,185,St. Clair County,9383,119,9264,69,19,70,0,0,242,242,0,8864
0500000US29001,29,001,Adair County,25325,337,24988,52,581,870,63,49,493,461,32,22880
0500000US29199,29,199,Scotland County,4898,0,4898,0,0,79,0,0,47,47,0,4772
0500000US29211,29,211,Sullivan County,6317,1150,5167,33,6,184,12,31,34,34,0,4867
0500000US29045,29,045,Clark County,6800,13,6787,24,28,23,0,0,114,114,0,6598
0500000US29099,29,099,Jefferson County,223302,4251,219051,631,1646,2023,34,218,3461,3397,64,211038
0500000US29111,29,111,Lewis County,10027,177,9850,77,2,330,11,0,142,138,4,9288
0500000US29143,29,143,New Madrid County,17811,319,17492,68,5,2780,0,0,393,388,5,14246
0500000US29157,29,157,Perry County,19146,428,18718,63,133,56,0,0,191,191,0,18275
0500000US29173,29,173,Ralls County,10217,126,10091,54,52,130,0,11,81,81,0,9763
0500000US29177,29,177,Ray County,22825,547,22278,114,38,394,0,25,292,292,0,21415
0500000US29189,29,189,St. Louis County,998684,28303,970381,1506,41418,239475,225,2629,21464,20881,583,663664
0500000US29209,29,209,Stone County,31527,694,30833,331,47,50,28,1,432,432,0,29944
0500000US29009,29,009,Barry County,35493,3262,32231,237,362,55,0,0,1011,1011,0,30566
0500000US29019,29,019,Boone County,176515,5950,170565,348,7878,15465,192,328,6901,6780,121,139453
0500000US29039,29,039,Cedar County,13938,300,13638,0,38,6,31,22,337,337,0,13204
0500000US29055,29,055,Crawford County,24280,472,23808,0,34,70,0,20,546,546,0,23138
0500000US29093,29,093,Iron County,10221,177,10044,65,19,124,8,0,175,173,2,9653
0500000US29117,29,117,Livingston County,15076,265,14811,81,80,401,22,0,256,256,0,13971
0500000US29135,29,135,Moniteau County,15958,736,15222,52,28,601,0,0,251,250,1,14290
0500000US29149,29,149,Oregon County,10699,184,10515,156,44,16,27,0,195,195,0,10077
0500000US29159,29,159,Pettis County,42371,3675,38696,46,193,1335,0,52,1056,1053,3,36014
0500000US29186,29,186,Ste. Genevieve County,17871,203,17668,0,102,316,0,2,156,156,0,17092
0500000US29175,29,175,Randolph County,24945,510,24435,132,120,1453,15,53,521,521,0,22141
0500000US29069,29,069,Dunklin County,30428,1985,28443,110,131,2961,0,20,648,648,0,24573
0500000US29071,29,071,Franklin County,102781,1748,101033,204,562,694,12,92,1692,1661,31,97777
0500000US29089,29,089,Howard County,10113,153,9960,51,18,531,0,0,190,190,0,9170
0500000US29095,29,095,Jackson County,692003,61310,630693,2215,12509,162022,1879,2506,18149,17799,350,431413
0500000US29131,29,131,Miller County,25049,470,24579,237,108,111,0,6,328,317,11,23789
0500000US29169,29,169,Pulaski County,52591,5769,46822,467,1379,6064,80,85,2191,2179,12,36556
0500000US29171,29,171,Putnam County,4815,7,4808,9,30,13,0,0,123,123,0,4633
0500000US29213,29,213,Taney County,54720,3153,51567,511,474,681,21,75,1087,1084,3,48718
0500000US29215,29,215,Texas County,25671,539,25132,573,121,579,0,0,453,453,0,23406
0500000US29021,29,021,Buchanan County,89076,5780,83296,196,918,4845,208,27,2784,2769,15,74318
0500000US29025,29,025,Caldwell County,9049,194,8855,54,46,47,0,0,139,139,0,8569
0500000US29027,29,027,Callaway County,44840,919,43921,232,370,1932,225,75,669,645,24,40418
0500000US29037,29,037,Cass County,102678,4418,98260,533,825,3650,29,68,2530,2525,5,90625
0500000US29049,29,049,Clinton County,20475,421,20054,166,49,380,5,4,238,229,9,19212
0500000US29053,29,053,Cooper County,17622,337,17285,46,41,1118,13,39,515,515,0,15513
0500000US29059,29,059,Dallas County,16499,334,16165,153,67,2,0,0,305,305,0,15638
0500000US29075,29,075,Gentry County,6665,99,6566,21,39,46,4,0,48,48,0,6408
0500000US29085,29,085,Hickory County,9368,151,9217,155,8,9,4,0,136,136,0,8905
0500000US29113,29,113,Lincoln County,55563,1330,54233,153,214,1052,15,0,1054,972,82,51745
0500000US29133,29,133,Mississippi County,13748,282,13466,126,7,3284,6,0,199,194,5,9844
0500000US29137,29,137,Monroe County,8654,142,8512,18,38,306,15,0,78,78,0,8057
0500000US29145,29,145,Newton County,58202,3059,55143,1315,807,530,553,38,1683,1666,17,50217
0500000US29153,29,153,Ozark County,9236,161,9075,39,32,3,0,0,181,181,0,8820
0500000US29163,29,163,Pike County,18489,415,18074,66,59,1327,12,0,304,303,1,16306
0500000US29183,29,183,St. Charles County,389985,12529,377456,533,9543,17052,29,462,8830,8569,261,341007
0500000US30017,30,017,Custer County,11845,391,11454,180,34,68,4,0,259,259,0,10909
0500000US30041,30,041,Hill County,16439,593,15846,3705,67,37,0,18,560,550,10,11459
0500000US30075,30,075,Powder River County,1619,44,1575,25,0,0,0,0,42,42,0,1508
0500000US30067,30,067,Park County,16246,484,15762,71,15,50,9,10,420,419,1,15187
0500000US30085,30,085,Roosevelt County,11228,414,10814,6236,41,35,0,0,563,559,4,3939
0500000US30005,30,005,Blaine County,6727,238,6489,3332,5,26,0,13,85,85,0,3028
0500000US30051,30,051,Liberty County,2280,49,2231,0,0,0,0,0,12,12,0,2219
0500000US30083,30,083,Richland County,11360,604,10756,338,0,0,0,29,268,268,0,10121
0500000US30099,30,099,Teton County,6080,95,5985,56,13,10,0,0,211,207,4,5695
0500000US30101,30,101,Toole County,4976,183,4793,204,126,8,0,0,96,96,0,4359
0500000US30025,30,025,Fallon County,2838,61,2777,23,20,40,0,0,39,39,0,2655
0500000US30019,30,019,Daniels County,1753,84,1669,14,11,0,0,0,5,5,0,1639
0500000US30045,30,045,Judith Basin County,1951,44,1907,29,0,0,0,0,17,17,0,1861
0500000US30093,30,093,Silver Bow County,34814,1597,33217,822,274,205,0,0,431,431,0,31485
0500000US30023,30,023,Deer Lodge County,9100,306,8794,157,61,63,0,0,299,299,0,8214
0500000US30043,30,043,Jefferson County,11778,285,11493,128,8,26,0,1,397,380,17,10933
0500000US30055,30,055,McCone County,1630,59,1571,30,6,0,0,0,4,0,4,1531
0500000US30107,30,107,Wheatland County,2149,57,2092,26,10,0,0,0,42,42,0,2014
0500000US30087,30,087,Rosebud County,9250,457,8793,3430,99,10,0,0,133,109,24,5121
0500000US30011,30,011,Carter County,1318,3,1315,7,0,0,0,0,26,26,0,1282
0500000US30021,30,021,Dawson County,9191,285,8906,192,18,114,0,0,95,94,1,8487
0500000US30007,30,007,Broadwater County,5834,161,5673,72,0,3,0,0,113,113,0,5485
0500000US30047,30,047,Lake County,29774,1314,28460,7064,107,81,50,11,1738,1702,36,19409
0500000US30073,30,073,Pondera County,6044,119,5925,871,5,26,0,0,104,104,0,4919
0500000US30111,30,111,Yellowstone County,157816,8671,149145,6376,977,900,211,105,3873,3816,57,136703
0500000US30081,30,081,Ravalli County,41902,1440,40462,386,234,34,0,0,808,808,0,39000
0500000US30105,30,105,Valley County,7532,199,7333,636,30,6,14,0,281,281,0,6366
0500000US30027,30,027,Fergus County,11273,258,11015,81,117,18,72,0,101,101,0,10626
0500000US30061,30,061,Mineral County,4211,81,4130,107,61,3,0,7,99,99,0,3853
0500000US30069,30,069,Petroleum County,432,0,432,0,8,0,0,0,0,0,0,424
0500000US30089,30,089,Sanders County,11521,327,11194,394,59,19,1,0,328,328,0,10393
0500000US30109,30,109,Wibaux County,1175,49,1126,4,4,0,0,0,0,0,0,1118
0500000US30059,30,059,Meagher County,1968,53,1915,31,0,0,0,0,27,27,0,1857
0500000US30009,30,009,Carbon County,10546,259,10287,140,21,41,0,18,108,104,4,9959
0500000US30029,30,029,Flathead County,98082,2652,95430,1450,624,296,45,127,1746,1668,78,91142
0500000US30071,30,071,Phillips County,4124,102,4022,419,18,0,0,0,108,108,0,3477
0500000US31001,31,001,Adams County,31583,3141,28442,77,395,178,9,6,515,507,8,27262
0500000US31109,31,109,Lancaster County,310094,21280,288814,1346,13171,12061,210,343,8618,8543,75,253065
0500000US31011,31,011,Boone County,5313,112,5201,1,6,22,5,0,39,39,0,5128
0500000US31149,31,149,Rock County,1350,17,1333,0,0,10,0,0,8,8,0,1315
0500000US31007,31,007,Banner County,696,42,654,0,0,0,0,0,14,14,0,640
0500000US31163,31,163,Sherman County,3042,66,2976,1,19,0,1,0,22,22,0,2933
0500000US31147,31,147,Richardson County,8009,157,7852,171,17,17,0,0,250,250,0,7397
0500000US31093,31,093,Howard County,6405,165,6240,0,13,12,2,0,96,96,0,6117
0500000US31089,31,089,Holt County,10245,464,9781,80,51,12,3,0,34,34,0,9601
0500000US31065,31,065,Furnas County,4786,190,4596,4,19,7,0,2,74,74,0,4490
0500000US31073,31,073,Gosper County,2015,46,1969,1,11,9,0,0,18,18,0,1930
0500000US31151,31,151,Saline County,14288,3517,10771,38,449,129,0,22,151,132,19,9982
0500000US31153,31,153,Sarpy County,178351,16120,162231,543,4489,6384,183,145,5334,5294,40,145153
0500000US31173,31,173,Thurston County,7140,398,6742,4008,51,19,0,0,78,78,0,2586
0500000US31177,31,177,Washington County,20219,584,19635,7,62,170,8,15,242,242,0,19131
0500000US31015,31,015,Boyd County,2042,15,2027,24,17,9,0,0,36,36,0,1941
0500000US31031,31,031,Cherry County,5790,182,5608,193,19,1,9,0,276,276,0,5110
0500000US31053,31,053,Dodge County,36683,4519,32164,137,158,261,60,31,579,579,0,30938
0500000US31059,31,059,Fillmore County,5574,220,5354,27,17,31,0,0,52,52,0,5227
0500000US31069,31,069,Garden County,1860,81,1779,8,0,4,0,0,12,12,0,1755
0500000US31091,31,091,Hooker County,691,21,670,0,0,6,0,0,0,0,0,664
0500000US31123,31,123,Morrill County,4841,752,4089,21,12,41,0,0,56,51,5,3959
0500000US31127,31,127,Nemaha County,7004,188,6816,36,52,104,1,0,36,36,0,6587
0500000US31159,31,159,Seward County,17127,457,16670,31,97,79,0,3,235,233,2,16225
0500000US31171,31,171,Thomas County,645,3,642,3,0,0,0,0,10,10,0,629
0500000US31043,31,043,Dakota County,20317,7824,12493,499,657,897,0,83,408,394,14,9949
0500000US31181,31,181,Webster County,3571,176,3395,0,0,9,5,6,99,91,8,3276
0500000US31003,31,003,Antelope County,6372,203,6169,9,10,45,0,0,34,34,0,6071
0500000US31023,31,023,Butler County,8067,261,7806,16,38,36,0,1,68,68,0,7647
0500000US31035,31,035,Clay County,6232,559,5673,12,10,4,0,0,91,91,0,5556
0500000US31041,31,041,Custer County,10830,328,10502,3,80,25,0,0,128,128,0,10266
0500000US31067,31,067,Gage County,21595,517,21078,150,125,160,23,0,165,144,21,20455
0500000US31081,31,081,Hamilton County,9178,298,8880,23,6,48,0,3,79,74,5,8721
0500000US31099,31,099,Kearney County,6552,399,6153,25,21,8,0,0,46,46,0,6053
0500000US31101,31,101,Keith County,8099,567,7532,62,56,70,16,0,32,24,8,7296
0500000US31119,31,119,Madison County,35164,5213,29951,449,527,480,0,24,347,347,0,28124
0500000US31135,31,135,Perkins County,2907,117,2790,0,0,8,0,0,15,15,0,2767
0500000US31155,31,155,Saunders County,21024,456,20568,59,71,64,0,0,306,306,0,20068
0500000US31179,31,179,Wayne County,9367,541,8826,53,48,166,0,0,108,108,0,8451
0500000US31103,31,103,Keya Paha County,792,8,784,0,0,0,0,0,4,4,0,780
0500000US31107,31,107,Knox County,8460,223,8237,790,27,23,11,0,110,108,2,7276
0500000US31111,31,111,Lincoln County,35433,2957,32476,100,110,404,11,4,624,601,23,31223
0500000US31139,31,139,Pierce County,7157,124,7033,8,30,17,6,0,68,68,0,6904
0500000US31165,31,165,Sioux County,1266,6,1260,3,3,6,0,0,90,90,0,1158
0500000US31025,31,025,Cass County,25702,811,24891,23,73,153,55,49,409,409,0,24129
0500000US31051,31,051,Dixon County,5746,762,4984,25,4,16,0,0,66,66,0,4873
0500000US31057,31,057,Dundy County,2023,317,1706,2,0,4,0,0,10,10,0,1690
0500000US31077,31,077,Greeley County,2410,50,2360,4,10,12,0,3,14,14,0,2317
0500000US31079,31,079,Hall County,61343,16704,44639,212,691,1493,157,163,696,680,16,41227
0500000US31131,31,131,Otoe County,15896,1236,14660,60,42,60,0,0,325,325,0,14173
0500000US31145,31,145,Red Willow County,10806,542,10264,2,21,80,0,4,219,219,0,9938
0500000US31045,31,045,Dawes County,8896,449,8447,400,51,142,0,10,271,271,0,7573
0500000US31033,31,033,Cheyenne County,9852,666,9186,43,126,10,2,0,159,159,0,8846
0500000US31047,31,047,Dawson County,23804,7883,15921,111,80,1431,19,10,99,99,0,14171
0500000US31117,31,117,McPherson County,454,9,445,0,0,0,0,0,15,15,0,430
0500000US31125,31,125,Nance County,3554,95,3459,11,2,16,0,0,0,0,0,3430
0500000US31167,31,167,Stanton County,5992,318,5674,0,28,85,0,0,43,43,0,5518
0500000US31175,31,175,Valley County,4224,132,4092,16,0,20,0,0,37,37,0,4019
0500000US31083,31,083,Harlan County,3438,135,3303,12,12,28,1,0,21,21,0,3229
0500000US31009,31,009,Blaine County,480,0,480,0,0,0,0,0,0,0,0,480
0500000US31019,31,019,Buffalo County,49030,4326,44704,62,693,496,0,22,716,716,0,42715
0500000US31049,31,049,Deuel County,1894,148,1746,29,13,4,0,0,17,17,0,1683
0500000US31087,31,087,Hitchcock County,2843,31,2812,2,0,3,0,0,3,3,0,2804
0500000US31141,31,141,Platte County,33063,6083,26980,123,254,160,3,27,282,237,45,26131
0500000US31169,31,169,Thayer County,5098,119,4979,13,0,23,0,2,83,83,0,4858
0500000US31013,31,013,Box Butte County,11089,1371,9718,382,33,42,0,0,189,189,0,9072
0500000US32001,32,001,Churchill County,24010,3260,20750,964,663,576,50,57,756,740,16,17684
0500000US32005,32,005,Douglas County,47828,5981,41847,904,626,304,87,63,1138,1138,0,38725
0500000US32027,32,027,Pershing County,6611,1597,5014,193,87,280,30,3,81,77,4,4340
0500000US32009,32,009,Esmeralda County,981,186,795,7,0,11,0,0,1,1,0,776
0500000US32013,32,013,Humboldt County,16904,4521,12383,887,84,70,0,147,222,222,0,10973
0500000US32021,32,021,Mineral County,4448,537,3911,909,129,110,0,3,149,104,45,2611
0500000US32033,32,033,White Pine County,9737,1522,8215,485,111,507,15,0,70,55,15,7027
0500000US32007,32,007,Elko County,52252,12667,39585,3123,593,239,119,84,469,445,24,34958
0500000US32017,32,017,Lincoln County,5174,442,4732,12,62,155,0,0,42,42,0,4461
0500000US32023,32,023,Nye County,43705,6286,37419,562,707,1033,166,0,1371,1356,15,33580
0500000US32029,32,029,Storey County,3941,203,3738,75,38,32,0,0,263,263,0,3330
0500000US32031,32,031,Washoe County,450486,108922,341564,5982,22955,9605,2604,843,13809,13369,440,285766
0500000US32003,32,003,Clark County,2141574,662081,1479493,9548,201846,235651,14480,7109,79448,77405,2043,931411
0500000US32510,32,510,Carson City,54467,12931,41536,1050,1431,908,20,145,1229,1216,13,36753
0500000US32019,32,019,Lyon County,53155,8843,44312,1320,589,479,82,239,1425,1425,0,40178
0500000US33005,33,005,Cheshire County,76263,1354,74909,133,1054,512,9,20,1325,1170,155,71856
0500000US33013,33,013,Merrimack County,149452,3104,146348,215,3103,1895,19,225,2508,2417,91,138383
0500000US33009,33,009,Grafton County,89811,2089,87722,312,3304,909,50,23,1459,1447,12,81665
0500000US33015,33,015,Rockingham County,305129,8713,296416,131,5961,2135,0,168,4934,4844,90,283087
0500000US33001,33,001,Belknap County,60640,990,59650,176,484,392,15,52,833,833,0,57698
0500000US33019,33,019,Sullivan County,43125,644,42481,217,328,291,0,1,597,597,0,41047
0500000US33011,33,011,Hillsborough County,411087,26843,384244,440,16626,9336,111,740,8169,7972,197,348822
0500000US33017,33,017,Strafford County,128237,3003,125234,67,4441,1060,26,85,2979,2755,224,116576
0500000US33007,33,007,Coos County,32038,938,31100,105,199,866,27,0,389,355,34,29514
0500000US33003,33,003,Carroll County,47840,678,47162,42,348,226,13,9,625,583,42,45899
0500000US34025,34,025,Monmouth County,623387,66528,556859,507,33587,41485,234,1490,9848,9006,842,469708
0500000US34037,34,037,Sussex County,142298,11109,131189,23,2863,2895,0,99,1775,1747,28,123534
0500000US34011,34,011,Cumberland County,153400,46254,107146,803,2040,27616,0,135,4519,4274,245,72033
0500000US34013,34,013,Essex County,793555,180241,613314,1201,41180,306647,156,7864,11576,10297,1279,244690
0500000US34029,34,029,Ocean County,591939,53964,537975,214,11251,16434,163,418,7301,7049,252,502194
0500000US34015,34,015,Gloucester County,290852,17292,273560,151,8753,28828,43,360,6129,5670,459,229296
0500000US34033,34,033,Salem County,63336,5475,57861,155,636,8172,0,102,1504,1474,30,47292
0500000US34031,34,031,Passaic County,504041,206100,297941,773,25950,52922,74,1521,5961,5258,703,210740
0500000US34007,34,007,Camden County,507367,83057,424310,541,28946,92935,167,1885,9807,9472,335,290029
0500000US34003,34,003,Bergen County,929999,180529,749470,1028,149328,49361,243,2693,14391,12885,1506,532426
0500000US34041,34,041,Warren County,106293,9411,96882,89,2849,4571,15,161,1569,1503,66,87628
0500000US34017,34,017,Hudson County,668631,288749,379882,874,99277,72198,442,3323,10863,8987,1876,192905
0500000US34005,34,005,Burlington County,446367,35026,411341,155,21512,71016,158,1478,13904,13392,512,303118
0500000US34027,34,027,Morris County,494383,64765,429618,302,50262,15554,69,622,7637,7040,597,355172
0500000US35039,35,039,Rio Arriba County,39307,28046,11261,5594,185,164,5,181,222,160,62,4910
0500000US35047,35,047,San Miguel County,28034,21757,6277,285,281,296,0,0,386,379,7,5029
0500000US35057,35,057,Torrance County,15595,6679,8916,163,57,273,0,14,393,393,0,8016
0500000US35035,35,035,Otero County,65745,24999,40746,3985,823,2137,76,32,1306,1267,39,32387
0500000US35006,35,006,Cibola County,26978,10319,16659,10531,85,250,6,82,419,401,18,5286
0500000US35019,35,019,Guadalupe County,4382,3434,948,52,0,50,0,0,16,8,8,830
0500000US35003,35,003,Catron County,3539,635,2904,2,6,0,0,0,11,11,0,2885
0500000US35029,35,029,Luna County,24264,16164,8100,198,168,271,9,0,153,153,0,7301
0500000US35031,35,031,McKinley County,72849,10434,62415,53659,711,421,30,50,1097,1060,37,6447
0500000US35055,35,055,Taos County,32888,18738,14150,2184,53,71,1,66,209,204,5,11566
0500000US35017,35,017,Grant County,28061,14127,13934,525,37,157,6,22,272,272,0,12915
0500000US35007,35,007,Colfax County,12353,6105,6248,115,42,60,0,10,244,244,0,5777
0500000US35015,35,015,Eddy County,57437,27799,29638,775,225,821,0,35,465,465,0,27317
0500000US35033,35,033,Mora County,4563,3701,862,0,0,1,0,149,0,0,0,712
