type,id,tech,urban_rural,tribal_non,speed,has_0,has_1,has_2,has_3more,Total Pop,id,County Name
county,6001,acfosw,R,N,0.2,0,3,0,13621,13624,06001,Alameda County
county,6001,acfosw,U,N,0.2,0,4,3,1657698,1657705,06001,Alameda County
county,6003,acfosw,R,N,0.2,0,0,0,962,962,06003,Alpine County
county,6003,acfosw,R,T,0.2,0,0,0,167,167,06003,Alpine County
county,6005,acfosw,R,N,0.2,0,1,0,24969,24970,06005,Amador County
county,6005,acfosw,R,T,0.2,0,0,0,13,13,06005,Amador County
county,6005,acfosw,U,N,0.2,0,0,0,14768,14768,06005,Amador County
county,6007,acfosw,R,N,0.2,0,0,0,46639,46639,06007,Butte County
county,6007,acfosw,R,T,0.2,0,0,0,52,52,06007,Butte County
county,6007,acfosw,U,N,0.2,0,0,0,169093,169093,06007,Butte County
county,6007,acfosw,U,T,0.2,0,0,0,3402,3402,06007,Butte County
county,6009,acfosw,R,N,0.2,0,0,0,34860,34860,06009,Calaveras County
county,6009,acfosw,U,N,0.2,0,0,0,11045,11045,06009,Calaveras County
county,6011,acfosw,R,N,0.2,0,0,0,7086,7086,06011,Colusa County
county,6011,acfosw,R,T,0.2,0,0,0,99,99,06011,Colusa County
county,6011,acfosw,U,N,0.2,0,0,0,14362,14362,06011,Colusa County
county,6013,acfosw,R,N,0.2,0,14,0,19972,19986,06013,Contra Costa County
county,6013,acfosw,U,N,0.2,0,0,0,1133534,1133534,06013,Contra Costa County
county,6013,acfosw,U,T,0.2,0,0,0,2,2,06013,Contra Costa County
county,6015,acfosw,R,N,0.2,0,0,0,8382,8382,06015,Del Norte County
county,6015,acfosw,R,T,0.2,0,0,0,996,996,06015,Del Norte County
county,6015,acfosw,U,N,0.2,0,0,0,18348,18348,06015,Del Norte County
county,6015,acfosw,U,T,0.2,0,0,0,86,86,06015,Del Norte County
county,6017,acfosw,R,N,0.2,0,0,0,70127,70127,06017,El Dorado County
county,6017,acfosw,R,T,0.2,0,0,0,109,109,06017,El Dorado County
county,6017,acfosw,U,N,0.2,0,0,0,122605,122605,06017,El Dorado County
county,6019,acfosw,R,N,0.2,0,1,1,131389,131391,06019,Fresno County
county,6019,acfosw,R,T,0.2,0,0,0,441,441,06019,Fresno County
county,6019,acfosw,U,N,0.2,0,0,1,867261,867262,06019,Fresno County
county,6021,acfosw,R,N,0.2,0,1,2,11713,11716,06021,Glenn County
county,6021,acfosw,R,T,0.2,0,0,0,165,165,06021,Glenn County
county,6021,acfosw,U,N,0.2,0,0,0,16512,16512,06021,Glenn County
county,6023,acfosw,R,N,0.2,0,0,0,37592,37592,06023,Humboldt County
county,6023,acfosw,R,T,0.2,0,0,0,4051,4051,06023,Humboldt County
county,6023,acfosw,U,N,0.2,0,0,0,93833,93833,06023,Humboldt County
county,6023,acfosw,U,T,0.2,0,0,0,82,82,06023,Humboldt County
county,6025,acfosw,R,N,0.2,0,0,0,34290,34290,06025,Imperial County
county,6025,acfosw,R,T,0.2,0,0,0,1997,1997,06025,Imperial County
county,6025,acfosw,U,N,0.2,0,0,0,144385,144385,06025,Imperial County
county,6025,acfosw,U,T,0.2,0,0,0,543,543,06025,Imperial County
county,6027,acfosw,R,N,0.2,0,0,0,7613,7613,06027,Inyo County
county,6027,acfosw,R,T,0.2,0,0,0,823,823,06027,Inyo County
county,6027,acfosw,U,N,0.2,0,0,0,8092,8092,06027,Inyo County
county,6027,acfosw,U,T,0.2,0,0,0,1511,1511,06027,Inyo County
county,6029,acfosw,R,N,0.2,0,2,2,128887,128891,06029,Kern County
county,6029,acfosw,U,N,0.2,0,0,0,771306,771306,06029,Kern County
county,6031,acfosw,R,N,0.2,0,0,0,17868,17868,06031,Kings County
county,6031,acfosw,R,T,0.2,0,0,0,668,668,06031,Kings County
county,6031,acfosw,U,N,0.2,0,0,0,134393,134393,06031,Kings County
county,6033,acfosw,R,N,0.2,0,0,0,21581,21581,06033,Lake County
county,6033,acfosw,R,T,0.2,0,0,0,375,375,06033,Lake County
county,6033,acfosw,U,N,0.2,0,0,0,42249,42249,06033,Lake County
county,6033,acfosw,U,T,0.2,0,0,0,181,181,06033,Lake County
county,6035,acfosw,R,N,0.2,0,0,0,20059,20059,06035,Lassen County
county,6035,acfosw,R,T,0.2,0,0,0,390,390,06035,Lassen County
county,6035,acfosw,U,N,0.2,0,0,0,9965,9965,06035,Lassen County
county,6035,acfosw,U,T,0.2,0,0,0,159,159,06035,Lassen County
county,6037,acfosw,R,N,0.2,0,1,1,91109,91111,06037,Los Angeles County
county,6037,acfosw,U,N,0.2,0,14,34,9947948,9947996,06037,Los Angeles County
county,6039,acfosw,R,N,0.2,0,0,0,54823,54823,06039,Madera County
county,6039,acfosw,R,T,0.2,0,0,0,142,142,06039,Madera County
county,6039,acfosw,U,N,0.2,0,0,0,102362,102362,06039,Madera County
county,6041,acfosw,R,N,0.2,0,0,0,17849,17849,06041,Marin County
county,6041,acfosw,U,N,0.2,0,0,0,240977,240977,06041,Marin County
county,6043,acfosw,R,N,0.2,0,0,0,17203,17203,06043,Mariposa County
county,6045,acfosw,R,N,0.2,0,0,0,39077,39077,06045,Mendocino County
county,6045,acfosw,R,T,0.2,0,0,0,1021,1021,06045,Mendocino County
county,6045,acfosw,U,N,0.2,0,0,0,46064,46064,06045,Mendocino County
county,6045,acfosw,U,T,0.2,0,0,0,587,587,06045,Mendocino County
county,6047,acfosw,R,N,0.2,0,0,0,48277,48277,06047,Merced County
county,6047,acfosw,U,N,0.2,0,0,0,229400,229400,06047,Merced County
county,6049,acfosw,R,N,0.2,0,0,0,6152,6152,06049,Modoc County
county,6049,acfosw,R,T,0.2,0,0,0,153,153,06049,Modoc County
county,6049,acfosw,U,N,0.2,0,0,0,2536,2536,06049,Modoc County
county,6051,acfosw,R,N,0.2,0,0,0,7027,7027,06051,Mono County
county,6051,acfosw,R,T,0.2,0,0,0,122,122,06051,Mono County
county,6051,acfosw,U,N,0.2,0,0,0,7295,7295,06051,Mono County
county,6053,acfosw,R,N,0.2,0,0,0,53536,53536,06053,Monterey County
county,6053,acfosw,U,N,0.2,0,0,0,380525,380525,06053,Monterey County
county,6055,acfosw,R,N,0.2,0,0,0,19567,19567,06055,Napa County
county,6055,acfosw,U,N,0.2,0,0,0,118177,118177,06055,Napa County
county,6057,acfosw,R,N,0.2,0,0,0,42767,42767,06057,Nevada County
county,6057,acfosw,U,N,0.2,0,0,0,56988,56988,06057,Nevada County
county,6059,acfosw,R,N,0.2,0,0,1,13077,13078,06059,Orange County
county,6059,acfosw,U,N,0.2,0,6,9,3162599,3162614,06059,Orange County
county,6061,acfosw,R,N,0.2,0,1,1,69838,69840,06061,Placer County
county,6061,acfosw,R,T,0.2,0,0,0,12,12,06061,Placer County
county,6061,acfosw,U,N,0.2,0,0,0,328472,328472,06061,Placer County
county,6063,acfosw,R,N,0.2,0,0,0,13903,13903,06063,Plumas County
county,6063,acfosw,R,T,0.2,0,0,0,33,33,06063,Plumas County
county,6063,acfosw,U,N,0.2,0,0,0,4871,4871,06063,Plumas County
county,6065,acfosw,R,N,0.2,0,3,8,172154,172165,06065,Riverside County
county,6065,acfosw,R,T,0.2,0,0,0,7767,7767,06065,Riverside County
county,6065,acfosw,U,N,0.2,0,1,5,2255602,2255608,06065,Riverside County
county,6065,acfosw,U,T,0.2,0,0,4,34994,34998,06065,Riverside County
county,6067,acfosw,R,N,0.2,0,3,4,38963,38970,06067,Sacramento County
county,6067,acfosw,U,N,0.2,0,4,4,1513076,1513084,06067,Sacramento County
county,6069,acfosw,R,N,0.2,0,0,0,18999,18999,06069,San Benito County
county,6069,acfosw,U,N,0.2,0,0,0,43803,43803,06069,San Benito County
county,6071,acfosw,R,N,0.2,0,3,2,162596,162601,06071,San Bernardino County
county,6071,acfosw,R,T,0.2,0,0,0,2944,2944,06071,San Bernardino County
county,6071,acfosw,U,N,0.2,0,0,0,2014058,2014058,06071,San Bernardino County
county,6071,acfosw,U,T,0.2,0,0,0,470,470,06071,San Bernardino County
county,6073,acfosw,R,N,0.2,0,2,2,140779,140783,06073,San Diego County
county,6073,acfosw,R,T,0.2,0,0,0,9643,9643,06073,San Diego County
county,6073,acfosw,U,N,0.2,0,5,0,3187517,3187522,06073,San Diego County
county,6073,acfosw,U,T,0.2,0,0,0,382,382,06073,San Diego County
county,6075,acfosw,R,N,0.2,0,1,0,1,2,06075,San Francisco County
county,6075,acfosw,U,N,0.2,0,0,1,881546,881547,06075,San Francisco County
county,6077,acfosw,R,N,0.2,0,0,5,75473,75478,06077,San Joaquin County
county,6077,acfosw,U,N,0.2,0,0,13,686651,686664,06077,San Joaquin County
county,6079,acfosw,R,N,0.2,0,3,1,53122,53126,06079,San Luis Obispo County
county,6079,acfosw,U,N,0.2,0,0,0,229985,229985,06079,San Luis Obispo County
county,6081,acfosw,R,N,0.2,0,0,1,17620,17621,06081,San Mateo County
county,6081,acfosw,U,N,0.2,0,1,1,748950,748952,06081,San Mateo County
county,6083,acfosw,R,N,0.2,0,4,0,30521,30525,06083,Santa Barbara County
county,6083,acfosw,R,T,0.2,0,0,0,3,3,06083,Santa Barbara County
county,6083,acfosw,U,N,0.2,0,0,0,415676,415676,06083,Santa Barbara County
county,6083,acfosw,U,T,0.2,0,0,0,295,295,06083,Santa Barbara County
county,6085,acfosw,R,N,0.2,0,0,0,31218,31218,06085,Santa Clara County
county,6085,acfosw,U,N,0.2,0,0,0,1896634,1896634,06085,Santa Clara County
county,6087,acfosw,R,N,0.2,0,0,0,35814,35814,06087,Santa Cruz County
county,6087,acfosw,U,N,0.2,0,0,0,237399,237399,06087,Santa Cruz County
county,6089,acfosw,R,N,0.2,0,0,0,53858,53858,06089,Shasta County
county,6089,acfosw,R,T,0.2,0,0,0,42,42,06089,Shasta County
county,6089,acfosw,U,N,0.2,0,0,0,126146,126146,06089,Shasta County
county,6089,acfosw,U,T,0.2,0,0,0,34,34,06089,Shasta County
county,6091,acfosw,R,N,0.2,0,0,0,2996,2996,06091,Sierra County
county,6091,acfosw,U,N,0.2,0,0,0,9,9,06091,Sierra County
county,6093,acfosw,R,N,0.2,0,0,0,29267,29267,06093,Siskiyou County
county,6093,acfosw,R,T,0.2,0,0,0,376,376,06093,Siskiyou County
county,6093,acfosw,U,N,0.2,0,0,0,13659,13659,06093,Siskiyou County
county,6093,acfosw,U,T,0.2,0,0,0,237,237,06093,Siskiyou County
county,6095,acfosw,R,N,0.2,0,21,4,26488,26513,06095,Solano County
county,6095,acfosw,U,N,0.2,0,0,0,421128,421128,06095,Solano County
county,6097,acfosw,R,N,0.2,0,1,0,68303,68304,06097,Sonoma County
county,6097,acfosw,R,T,0.2,0,0,0,79,79,06097,Sonoma County
county,6097,acfosw,U,N,0.2,0,0,0,425953,425953,06097,Sonoma County
county,6099,acfosw,R,N,0.2,0,0,0,46795,46795,06099,Stanislaus County
county,6099,acfosw,U,N,0.2,0,0,0,503865,503865,06099,Stanislaus County
county,6101,acfosw,R,N,0.2,0,0,1,15382,15383,06101,Sutter County
county,6101,acfosw,U,N,0.2,0,0,0,81588,81588,06101,Sutter County
county,6103,acfosw,R,N,0.2,0,0,1,34287,34288,06103,Tehama County
county,6103,acfosw,R,T,0.2,0,0,0,2,2,06103,Tehama County
county,6103,acfosw,U,N,0.2,0,0,0,30794,30794,06103,Tehama County
county,6105,acfosw,R,N,0.2,0,0,0,12285,12285,06105,Trinity County
county,6105,acfosw,R,T,0.2,0,0,0,0,0,06105,Trinity County
county,6107,acfosw,R,N,0.2,0,0,0,78359,78359,06107,Tulare County
county,6107,acfosw,R,T,0.2,0,0,0,1193,1193,06107,Tulare County
county,6107,acfosw,U,N,0.2,0,0,0,386641,386641,06107,Tulare County
county,6109,acfosw,R,N,0.2,0,0,0,26813,26813,06109,Tuolumne County
county,6109,acfosw,R,T,0.2,0,0,0,189,189,06109,Tuolumne County
county,6109,acfosw,U,N,0.2,0,0,0,27476,27476,06109,Tuolumne County
county,6111,acfosw,R,N,0.2,0,2,0,32977,32979,06111,Ventura County
county,6111,acfosw,U,N,0.2,0,1,3,813023,813027,06111,Ventura County
county,6113,acfosw,R,N,0.2,0,0,1,20286,20287,06113,Yolo County
county,6113,acfosw,R,T,0.2,0,0,0,105,105,06113,Yolo County
county,6113,acfosw,U,N,0.2,0,0,1,200107,200108,06113,Yolo County
county,6115,acfosw,R,N,0.2,0,0,0,23600,23600,06115,Yuba County
county,6115,acfosw,U,N,0.2,0,0,0,55068,55068,06115,Yuba County
county,6001,a,R,N,0.2,6169,7407,48,0,13624,06001,Alameda County
county,6001,a,U,N,0.2,68027,1207194,345443,37041,1657705,06001,Alameda County
county,6003,a,R,N,0.2,232,730,0,0,962,06003,Alpine County
county,6003,a,R,T,0.2,0,167,0,0,167,06003,Alpine County
county,6005,a,R,N,0.2,5552,17912,1506,0,24970,06005,Amador County
county,6005,a,R,T,0.2,3,6,4,0,13,06005,Amador County
county,6005,a,U,N,0.2,160,14608,0,0,14768,06005,Amador County
county,6007,a,R,N,0.2,20595,26044,0,0,46639,06007,Butte County
county,6007,a,R,T,0.2,11,41,0,0,52,06007,Butte County
county,6007,a,U,N,0.2,9388,159640,65,0,169093,06007,Butte County
county,6007,a,U,T,0.2,22,3380,0,0,3402,06007,Butte County
county,6009,a,R,N,0.2,11290,22726,844,0,34860,06009,Calaveras County
county,6009,a,U,N,0.2,2581,8464,0,0,11045,06009,Calaveras County
county,6011,a,R,N,0.2,1583,5503,0,0,7086,06011,Colusa County
county,6011,a,R,T,0.2,23,76,0,0,99,06011,Colusa County
county,6011,a,U,N,0.2,7,14350,5,0,14362,06011,Colusa County
county,6013,a,R,N,0.2,11749,7798,439,0,19986,06013,Contra Costa County
county,6013,a,U,N,0.2,39879,984151,109504,0,1133534,06013,Contra Costa County
county,6013,a,U,T,0.2,0,2,0,0,2,06013,Contra Costa County
county,6015,a,R,N,0.2,3310,5072,0,0,8382,06015,Del Norte County
county,6015,a,R,T,0.2,617,379,0,0,996,06015,Del Norte County
county,6015,a,U,N,0.2,5538,12810,0,0,18348,06015,Del Norte County
county,6015,a,U,T,0.2,0,86,0,0,86,06015,Del Norte County
county,6017,a,R,N,0.2,37817,32310,0,0,70127,06017,El Dorado County
county,6017,a,R,T,0.2,103,6,0,0,109,06017,El Dorado County
county,6017,a,U,N,0.2,14144,107643,818,0,122605,06017,El Dorado County
county,6019,a,R,N,0.2,58813,70698,1880,0,131391,06019,Fresno County
county,6019,a,R,T,0.2,0,441,0,0,441,06019,Fresno County
county,6019,a,U,N,0.2,38067,828728,467,0,867262,06019,Fresno County
county,6021,a,R,N,0.2,5762,5954,0,0,11716,06021,Glenn County
county,6021,a,R,T,0.2,165,0,0,0,165,06021,Glenn County
county,6021,a,U,N,0.2,403,16109,0,0,16512,06021,Glenn County
county,6023,a,R,N,0.2,23167,14425,0,0,37592,06023,Humboldt County
county,6023,a,R,T,0.2,4051,0,0,0,4051,06023,Humboldt County
county,6023,a,U,N,0.2,2481,91352,0,0,93833,06023,Humboldt County
county,6023,a,U,T,0.2,13,69,0,0,82,06023,Humboldt County
county,6025,a,R,N,0.2,21612,12678,0,0,34290,06025,Imperial County
county,6025,a,R,T,0.2,385,1612,0,0,1997,06025,Imperial County
county,6025,a,U,N,0.2,4984,139401,0,0,144385,06025,Imperial County
county,6025,a,U,T,0.2,35,508,0,0,543,06025,Imperial County
county,6027,a,R,N,0.2,2840,4769,4,0,7613,06027,Inyo County
county,6027,a,R,T,0.2,25,798,0,0,823,06027,Inyo County
county,6027,a,U,N,0.2,964,7091,37,0,8092,06027,Inyo County
county,6027,a,U,T,0.2,0,1511,0,0,1511,06027,Inyo County
county,6029,a,R,N,0.2,97557,31334,0,0,128891,06029,Kern County
county,6029,a,U,N,0.2,66643,704663,0,0,771306,06029,Kern County
county,6031,a,R,N,0.2,11542,6326,0,0,17868,06031,Kings County
county,6031,a,R,T,0.2,668,0,0,0,668,06031,Kings County
county,6031,a,U,N,0.2,13923,120470,0,0,134393,06031,Kings County
county,6033,a,R,N,0.2,8380,13201,0,0,21581,06033,Lake County
county,6033,a,R,T,0.2,168,207,0,0,375,06033,Lake County
county,6033,a,U,N,0.2,4851,37398,0,0,42249,06033,Lake County
county,6033,a,U,T,0.2,181,0,0,0,181,06033,Lake County
county,6035,a,R,N,0.2,5949,14110,0,0,20059,06035,Lassen County
county,6035,a,R,T,0.2,0,390,0,0,390,06035,Lassen County
county,6035,a,U,N,0.2,1,9933,31,0,9965,06035,Lassen County
county,6035,a,U,T,0.2,0,159,0,0,159,06035,Lassen County
county,6037,a,R,N,0.2,36393,54465,253,0,91111,06037,Los Angeles County
county,6037,a,U,N,0.2,336331,8966690,595504,49471,9947996,06037,Los Angeles County
county,6039,a,R,N,0.2,21505,32677,641,0,54823,06039,Madera County
county,6039,a,R,T,0.2,2,140,0,0,142,06039,Madera County
county,6039,a,U,N,0.2,6385,95977,0,0,102362,06039,Madera County
county,6041,a,R,N,0.2,4492,12214,1143,0,17849,06041,Marin County
county,6041,a,U,N,0.2,9723,160942,70097,215,240977,06041,Marin County
county,6043,a,R,N,0.2,3553,13164,486,0,17203,06043,Mariposa County
county,6045,a,R,N,0.2,26568,8783,3726,0,39077,06045,Mendocino County
county,6045,a,R,T,0.2,1007,14,0,0,1021,06045,Mendocino County
county,6045,a,U,N,0.2,4411,17367,24286,0,46064,06045,Mendocino County
county,6045,a,U,T,0.2,232,355,0,0,587,06045,Mendocino County
county,6047,a,R,N,0.2,30760,17077,440,0,48277,06047,Merced County
county,6047,a,U,N,0.2,31714,197481,205,0,229400,06047,Merced County
county,6049,a,R,N,0.2,1451,4701,0,0,6152,06049,Modoc County
county,6049,a,R,T,0.2,104,49,0,0,153,06049,Modoc County
county,6049,a,U,N,0.2,0,2536,0,0,2536,06049,Modoc County
county,6051,a,R,N,0.2,2364,4663,0,0,7027,06051,Mono County
county,6051,a,R,T,0.2,84,38,0,0,122,06051,Mono County
county,6051,a,U,N,0.2,7,7288,0,0,7295,06051,Mono County
county,6053,a,R,N,0.2,22841,30218,477,0,53536,06053,Monterey County
county,6053,a,U,N,0.2,22610,356589,1326,0,380525,06053,Monterey County
county,6055,a,R,N,0.2,5610,13557,400,0,19567,06055,Napa County
county,6055,a,U,N,0.2,3639,100204,14334,0,118177,06055,Napa County
county,6057,a,R,N,0.2,17594,25027,146,0,42767,06057,Nevada County
county,6057,a,U,N,0.2,12135,44853,0,0,56988,06057,Nevada County
county,6059,a,R,N,0.2,6587,6491,0,0,13078,06059,Orange County
county,6059,a,U,N,0.2,224218,2873012,65384,0,3162614,06059,Orange County
county,6061,a,R,N,0.2,29351,38923,967,599,69840,06061,Placer County
county,6061,a,R,T,0.2,11,1,0,0,12,06061,Placer County
county,6061,a,U,N,0.2,50066,265539,12867,0,328472,06061,Placer County
county,6063,a,R,N,0.2,7539,6364,0,0,13903,06063,Plumas County
county,6063,a,R,T,0.2,0,33,0,0,33,06063,Plumas County
county,6063,a,U,N,0.2,4809,62,0,0,4871,06063,Plumas County
county,6065,a,R,N,0.2,44998,127043,124,0,172165,06065,Riverside County
county,6065,a,R,T,0.2,2055,5712,0,0,7767,06065,Riverside County
county,6065,a,U,N,0.2,86009,2163356,6243,0,2255608,06065,Riverside County
county,6065,a,U,T,0.2,2340,32658,0,0,34998,06065,Riverside County
county,6067,a,R,N,0.2,6347,31034,1589,0,38970,06067,Sacramento County
county,6067,a,U,N,0.2,39819,1394176,78579,510,1513084,06067,Sacramento County
county,6069,a,R,N,0.2,8946,9047,1006,0,18999,06069,San Benito County
county,6069,a,U,N,0.2,1084,41002,1717,0,43803,06069,San Benito County
county,6071,a,R,N,0.2,59658,101985,958,0,162601,06071,San Bernardino County
county,6071,a,R,T,0.2,577,2367,0,0,2944,06071,San Bernardino County
county,6071,a,U,N,0.2,64652,1937811,11595,0,2014058,06071,San Bernardino County
county,6071,a,U,T,0.2,68,402,0,0,470,06071,San Bernardino County
county,6073,a,R,N,0.2,58989,81794,0,0,140783,06073,San Diego County
county,6073,a,R,T,0.2,6945,2698,0,0,9643,06073,San Diego County
county,6073,a,U,N,0.2,144824,3042698,0,0,3187522,06073,San Diego County
county,6073,a,U,T,0.2,15,367,0,0,382,06073,San Diego County
county,6075,a,R,N,0.2,1,0,1,0,2,06075,San Francisco County
county,6075,a,U,N,0.2,11277,137306,288749,444215,881547,06075,San Francisco County
county,6077,a,R,N,0.2,33011,41273,1194,0,75478,06077,San Joaquin County
county,6077,a,U,N,0.2,30161,654686,1817,0,686664,06077,San Joaquin County
county,6079,a,R,N,0.2,23909,28324,893,0,53126,06079,San Luis Obispo County
county,6079,a,U,N,0.2,19173,210479,333,0,229985,06079,San Luis Obispo County
county,6081,a,R,N,0.2,4098,10523,3000,0,17621,06081,San Mateo County
county,6081,a,U,N,0.2,20439,460051,223538,44924,748952,06081,San Mateo County
county,6083,a,R,N,0.2,10350,19991,184,0,30525,06083,Santa Barbara County
county,6083,a,R,T,0.2,2,1,0,0,3,06083,Santa Barbara County
county,6083,a,U,N,0.2,6674,406052,2950,0,415676,06083,Santa Barbara County
county,6083,a,U,T,0.2,1,294,0,0,295,06083,Santa Barbara County
county,6085,a,R,N,0.2,7046,20563,3609,0,31218,06085,Santa Clara County
county,6085,a,U,N,0.2,66463,1555049,260456,14666,1896634,06085,Santa Clara County
county,6087,a,R,N,0.2,11448,22719,1647,0,35814,06087,Santa Cruz County
county,6087,a,U,N,0.2,18989,121249,97161,0,237399,06087,Santa Cruz County
county,6089,a,R,N,0.2,11288,40571,1999,0,53858,06089,Shasta County
county,6089,a,R,T,0.2,1,41,0,0,42,06089,Shasta County
county,6089,a,U,N,0.2,3706,122440,0,0,126146,06089,Shasta County
county,6089,a,U,T,0.2,0,34,0,0,34,06089,Shasta County
county,6091,a,R,N,0.2,2431,565,0,0,2996,06091,Sierra County
county,6091,a,U,N,0.2,9,0,0,0,9,06091,Sierra County
county,6093,a,R,N,0.2,13162,14576,1529,0,29267,06093,Siskiyou County
county,6093,a,R,T,0.2,124,252,0,0,376,06093,Siskiyou County
county,6093,a,U,N,0.2,781,12878,0,0,13659,06093,Siskiyou County
county,6093,a,U,T,0.2,16,221,0,0,237,06093,Siskiyou County
county,6095,a,R,N,0.2,13803,12691,19,0,26513,06095,Solano County
county,6095,a,U,N,0.2,19312,379548,22268,0,421128,06095,Solano County
county,6097,a,R,N,0.2,17890,37702,12712,0,68304,06097,Sonoma County
county,6097,a,R,T,0.2,79,0,0,0,79,06097,Sonoma County
county,6097,a,U,N,0.2,9431,242896,172984,642,425953,06097,Sonoma County
county,6099,a,R,N,0.2,19704,26950,141,0,46795,06099,Stanislaus County
county,6099,a,U,N,0.2,11084,492781,0,0,503865,06099,Stanislaus County
county,6101,a,R,N,0.2,5751,9632,0,0,15383,06101,Sutter County
county,6101,a,U,N,0.2,1588,79879,121,0,81588,06101,Sutter County
county,6103,a,R,N,0.2,20147,14141,0,0,34288,06103,Tehama County
county,6103,a,R,T,0.2,2,0,0,0,2,06103,Tehama County
county,6103,a,U,N,0.2,1669,29125,0,0,30794,06103,Tehama County
county,6105,a,R,N,0.2,8341,3944,0,0,12285,06105,Trinity County
county,6105,a,R,T,0.2,0,0,0,0,0,06105,Trinity County
county,6107,a,R,N,0.2,38396,39404,559,0,78359,06107,Tulare County
county,6107,a,R,T,0.2,879,314,0,0,1193,06107,Tulare County
county,6107,a,U,N,0.2,33023,353612,6,0,386641,06107,Tulare County
county,6109,a,R,N,0.2,13406,12333,1074,0,26813,06109,Tuolumne County
county,6109,a,R,T,0.2,2,187,0,0,189,06109,Tuolumne County
county,6109,a,U,N,0.2,10468,17008,0,0,27476,06109,Tuolumne County
county,6111,a,R,N,0.2,9116,23644,219,0,32979,06111,Ventura County
county,6111,a,U,N,0.2,34356,774130,4541,0,813027,06111,Ventura County
county,6113,a,R,N,0.2,9727,10002,558,0,20287,06113,Yolo County
county,6113,a,R,T,0.2,6,99,0,0,105,06113,Yolo County
county,6113,a,U,N,0.2,9030,145248,45181,649,200108,06113,Yolo County
county,6115,a,R,N,0.2,13577,10023,0,0,23600,06115,Yuba County
county,6115,a,U,N,0.2,580,54488,0,0,55068,06115,Yuba County
county,6001,c,R,N,0.2,7190,6434,0,0,13624,06001,Alameda County
county,6001,c,U,N,0.2,67696,1585701,4308,0,1657705,06001,Alameda County
county,6003,c,R,N,0.2,914,48,0,0,962,06003,Alpine County
county,6003,c,R,T,0.2,167,0,0,0,167,06003,Alpine County
county,6005,c,R,N,0.2,17766,6921,283,0,24970,06005,Amador County
county,6005,c,R,T,0.2,5,8,0,0,13,06005,Amador County
county,6005,c,U,N,0.2,106,14662,0,0,14768,06005,Amador County
county,6007,c,R,N,0.2,27085,19554,0,0,46639,06007,Butte County
county,6007,c,R,T,0.2,13,39,0,0,52,06007,Butte County
county,6007,c,U,N,0.2,1598,167493,2,0,169093,06007,Butte County
county,6007,c,U,T,0.2,11,3391,0,0,3402,06007,Butte County
county,6009,c,R,N,0.2,16859,18001,0,0,34860,06009,Calaveras County
county,6009,c,U,N,0.2,249,10796,0,0,11045,06009,Calaveras County
county,6011,c,R,N,0.2,6720,366,0,0,7086,06011,Colusa County
county,6011,c,R,T,0.2,99,0,0,0,99,06011,Colusa County
county,6011,c,U,N,0.2,7613,6749,0,0,14362,06011,Colusa County
county,6013,c,R,N,0.2,12856,7123,7,0,19986,06013,Contra Costa County
county,6013,c,U,N,0.2,22071,845460,266003,0,1133534,06013,Contra Costa County
county,6013,c,U,T,0.2,2,0,0,0,2,06013,Contra Costa County
county,6015,c,R,N,0.2,942,7440,0,0,8382,06015,Del Norte County
county,6015,c,R,T,0.2,861,135,0,0,996,06015,Del Norte County
county,6015,c,U,N,0.2,17,18331,0,0,18348,06015,Del Norte County
county,6015,c,U,T,0.2,0,86,0,0,86,06015,Del Norte County
county,6017,c,R,N,0.2,43951,26176,0,0,70127,06017,El Dorado County
county,6017,c,R,T,0.2,109,0,0,0,109,06017,El Dorado County
county,6017,c,U,N,0.2,2602,119772,231,0,122605,06017,El Dorado County
county,6019,c,R,N,0.2,113843,17548,0,0,131391,06019,Fresno County
county,6019,c,R,T,0.2,441,0,0,0,441,06019,Fresno County
county,6019,c,U,N,0.2,43168,824094,0,0,867262,06019,Fresno County
county,6021,c,R,N,0.2,8182,3534,0,0,11716,06021,Glenn County
county,6021,c,R,T,0.2,165,0,0,0,165,06021,Glenn County
county,6021,c,U,N,0.2,1509,15003,0,0,16512,06021,Glenn County
county,6023,c,R,N,0.2,16863,20436,293,0,37592,06023,Humboldt County
county,6023,c,R,T,0.2,3953,98,0,0,4051,06023,Humboldt County
county,6023,c,U,N,0.2,3523,90084,226,0,93833,06023,Humboldt County
county,6023,c,U,T,0.2,13,69,0,0,82,06023,Humboldt County
county,6025,c,R,N,0.2,22542,11553,195,0,34290,06025,Imperial County
county,6025,c,R,T,0.2,1553,444,0,0,1997,06025,Imperial County
county,6025,c,U,N,0.2,2285,141873,227,0,144385,06025,Imperial County
county,6025,c,U,T,0.2,465,52,26,0,543,06025,Imperial County
county,6027,c,R,N,0.2,2545,4704,364,0,7613,06027,Inyo County
county,6027,c,R,T,0.2,194,629,0,0,823,06027,Inyo County
county,6027,c,U,N,0.2,112,7485,495,0,8092,06027,Inyo County
county,6027,c,U,T,0.2,70,1441,0,0,1511,06027,Inyo County
county,6029,c,R,N,0.2,86299,41828,764,0,128891,06029,Kern County
county,6029,c,U,N,0.2,21577,744354,5375,0,771306,06029,Kern County
county,6031,c,R,N,0.2,12796,5072,0,0,17868,06031,Kings County
county,6031,c,R,T,0.2,668,0,0,0,668,06031,Kings County
county,6031,c,U,N,0.2,22169,111849,375,0,134393,06031,Kings County
county,6033,c,R,N,0.2,6809,14706,66,0,21581,06033,Lake County
