type,id,tech,urban_rural,tribal_non,speed,has_0,has_1,has_2,has_3more
county,19133,acfosw,R,N,10,0,0,20,6204
county,19133,acfosw,R,T,10,0,0,0,0
county,19133,acfosw,U,N,10,0,0,0,2391
county,19135,acfosw,R,N,10,0,0,147,4236
county,19135,acfosw,U,N,10,0,0,0,3324
county,19137,acfosw,R,N,10,0,0,76,4921
county,19137,acfosw,U,N,10,0,0,0,4920
county,19139,acfosw,R,N,10,0,0,529,10546
county,19139,acfosw,U,N,10,0,0,0,31589
county,19141,acfosw,R,N,10,0,0,0,9518
county,19141,acfosw,U,N,10,0,0,0,4235
county,19143,acfosw,R,N,10,0,0,35,3599
county,19143,acfosw,U,N,10,0,0,0,2324
county,19145,acfosw,R,N,10,0,0,642,4669
county,19145,acfosw,U,N,10,0,0,44,9752
county,19147,acfosw,R,N,10,0,0,154,5666
county,19147,acfosw,U,N,10,0,0,0,3066
county,19149,acfosw,R,N,10,0,0,446,15529
county,19149,acfosw,U,N,10,0,0,0,9201
county,19151,acfosw,R,N,10,0,0,2,6617
county,19153,acfosw,R,N,10,0,0,1602,29931
county,19153,acfosw,U,N,10,0,5,9478,449141
county,19155,acfosw,R,N,10,0,0,0,25078
county,19155,acfosw,U,N,10,0,0,0,68128
county,19155,acfosw,U,T,10,0,0,0,0
county,19157,acfosw,R,N,10,0,0,701,9440
county,19157,acfosw,U,N,10,0,0,155,8208
county,19159,acfosw,R,N,10,0,0,1319,3575
county,19161,acfosw,R,N,10,0,0,215,9506
county,19163,acfosw,R,N,10,0,0,284,24327
county,19163,acfosw,U,N,10,0,0,1609,146723
county,19165,acfosw,R,N,10,0,0,31,7108
county,19165,acfosw,U,N,10,0,0,0,4315
county,19167,acfosw,R,N,10,0,0,140,17969
county,19167,acfosw,U,N,10,0,0,0,16746
county,19169,acfosw,R,N,10,0,0,861,19033
county,19169,acfosw,U,N,10,0,0,1150,76073
county,19171,acfosw,R,N,10,0,0,757,10600
county,19171,acfosw,R,T,10,0,0,178,742
county,19171,acfosw,U,N,10,0,0,66,4511
county,19173,acfosw,R,N,10,0,0,1318,4803
county,19175,acfosw,R,N,10,0,0,429,4499
county,19175,acfosw,U,N,10,0,0,0,7313
county,19177,acfosw,R,N,10,0,0,1576,5468
county,19179,acfosw,R,N,10,0,0,604,10338
county,19179,acfosw,U,N,10,0,0,212,23815
county,19181,acfosw,R,N,10,0,5,1379,21650
county,19181,acfosw,U,N,10,0,0,107,28317
county,19183,acfosw,R,N,10,0,0,819,14497
county,19183,acfosw,U,N,10,0,0,0,6649
county,19185,acfosw,R,N,10,0,0,0,6440
county,19187,acfosw,R,N,10,0,0,269,12472
county,19187,acfosw,U,N,10,0,0,772,22391
county,19189,acfosw,R,N,10,0,0,0,7149
county,19189,acfosw,U,N,10,0,0,0,3205
county,19191,acfosw,R,N,10,0,0,412,11924
county,19191,acfosw,U,N,10,0,0,1150,6505
county,19193,acfosw,R,N,10,0,0,318,18163
county,19193,acfosw,R,T,10,0,0,0,1
county,19193,acfosw,U,N,10,0,0,2,84622
county,19195,acfosw,R,N,10,0,0,5,7376
county,19197,acfosw,R,N,10,0,0,98,7021
county,19197,acfosw,U,N,10,0,0,3,5440
county,20001,acfosw,R,N,10,0,0,0,7450
county,20001,acfosw,U,N,10,0,0,0,4919
county,20003,acfosw,R,N,10,0,0,0,4963
county,20003,acfosw,U,N,10,0,0,0,2895
county,20005,acfosw,R,N,10,0,0,0,5368
county,20005,acfosw,R,T,10,0,0,0,396
county,20005,acfosw,U,N,10,0,0,0,10309
county,20007,acfosw,R,N,10,0,0,88,4339
county,20009,acfosw,R,N,10,0,0,498,7736
county,20009,acfosw,U,N,10,0,0,85,17460
county,20011,acfosw,R,N,10,0,0,75,7102
county,20011,acfosw,U,N,10,0,0,0,7357
county,20013,acfosw,R,N,10,0,0,108,3410
county,20013,acfosw,R,T,10,0,0,73,3102
county,20013,acfosw,U,N,10,0,0,0,2871
county,20015,acfosw,R,N,10,0,0,0,27913
county,20015,acfosw,U,N,10,0,0,16,38980
county,20017,acfosw,R,N,10,0,0,0,2648
county,20019,acfosw,R,N,10,0,0,157,3093
county,20021,acfosw,R,N,10,0,0,0,9971
county,20021,acfosw,U,N,10,0,0,0,9968
county,20023,acfosw,R,N,10,0,0,213,2444
county,20025,acfosw,R,N,10,0,0,0,1994
county,20027,acfosw,R,N,10,0,0,22,3950
county,20027,acfosw,U,N,10,0,0,0,4030
county,20029,acfosw,R,N,10,0,0,3,4169
county,20029,acfosw,U,N,10,0,0,0,4614
county,20031,acfosw,R,N,10,0,0,2,5808
county,20031,acfosw,U,N,10,0,0,0,2369
county,20033,acfosw,R,N,10,0,0,13,1687
county,20035,acfosw,R,N,10,0,0,0,11339
county,20035,acfosw,U,N,10,0,0,0,23569
county,20037,acfosw,R,N,10,0,0,550,13174
county,20037,acfosw,U,N,10,0,0,78,25016
county,20039,acfosw,R,N,10,0,0,352,2475
county,20041,acfosw,R,N,10,0,0,199,12022
county,20041,acfosw,U,N,10,0,0,15,6230
county,20043,acfosw,R,N,10,0,0,220,5211
county,20043,acfosw,R,T,10,0,0,14,3
county,20043,acfosw,U,N,10,0,0,0,2152
county,20045,acfosw,R,N,10,0,0,0,17394
county,20045,acfosw,U,N,10,0,0,0,104850
county,20047,acfosw,R,N,10,0,0,164,2634
county,20049,acfosw,R,N,10,0,0,52,2478
county,20051,acfosw,R,N,10,0,0,69,7635
county,20051,acfosw,U,N,10,0,0,0,20849
county,20053,acfosw,R,N,10,0,0,48,3447
county,20053,acfosw,U,N,10,0,0,0,2607
county,20055,acfosw,R,N,10,0,0,29,7140
county,20055,acfosw,U,N,10,0,0,0,29298
county,20057,acfosw,R,N,10,0,0,10,7468
county,20057,acfosw,U,N,10,0,0,0,26141
county,20059,acfosw,R,N,10,0,0,0,13775
county,20059,acfosw,U,N,10,0,0,0,11769
county,20061,acfosw,R,N,10,0,0,32,5236
county,20061,acfosw,U,N,10,0,0,2853,23549
county,20063,acfosw,R,N,10,0,0,600,2036
county,20065,acfosw,R,N,10,0,0,36,2446
county,20067,acfosw,R,N,10,0,0,0,1510
county,20067,acfosw,U,N,10,0,0,0,5640
county,20069,acfosw,R,N,10,0,0,0,5988
county,20071,acfosw,R,N,10,0,0,39,1193
county,20073,acfosw,R,N,10,0,0,228,3577
county,20073,acfosw,U,N,10,0,0,0,2177
county,20075,acfosw,R,N,10,0,0,0,2539
county,20077,acfosw,R,N,10,0,0,6,5430
county,20079,acfosw,R,N,10,0,0,0,11170
county,20079,acfosw,U,N,10,0,0,0,23255
county,20081,acfosw,R,N,10,0,0,0,3968
county,20083,acfosw,R,N,10,0,0,1,1793
county,20085,acfosw,R,N,10,0,0,358,7679
county,20085,acfosw,R,T,10,0,0,78,1930
county,20085,acfosw,U,N,10,0,0,0,3126
county,20087,acfosw,R,N,10,0,0,51,18763
county,20087,acfosw,U,N,10,0,0,0,228
county,20089,acfosw,R,N,10,0,0,7,2871
county,20091,acfosw,R,N,10,0,0,2,29426
county,20091,acfosw,U,N,10,0,1,43,572917
county,20093,acfosw,R,N,10,0,0,1,3837
county,20095,acfosw,R,N,10,0,0,0,4598
county,20095,acfosw,U,N,10,0,0,0,2554
county,20097,acfosw,R,N,10,0,0,0,2475
county,20099,acfosw,R,N,10,0,0,1477,9360
county,20099,acfosw,U,N,10,0,0,4,8777
county,20101,acfosw,R,N,10,0,0,2,1533
county,20103,acfosw,R,N,10,0,0,0,25417
county,20103,acfosw,U,N,10,0,0,0,56339
county,20105,acfosw,R,N,10,0,0,19,2943
county,20107,acfosw,R,N,10,0,0,0,9703
county,20109,acfosw,R,N,10,0,0,30,2764
county,20111,acfosw,R,N,10,0,0,10,9072
county,20111,acfosw,U,N,10,0,0,0,24113
county,20113,acfosw,R,N,10,0,0,29,13114
county,20113,acfosw,U,N,10,0,0,81,15318
county,20115,acfosw,R,N,10,0,0,0,9560
county,20115,acfosw,U,N,10,0,0,0,2324
county,20117,acfosw,R,N,10,0,0,47,6962
county,20117,acfosw,U,N,10,0,0,0,2698
county,20119,acfosw,R,N,10,0,0,23,4010
county,20121,acfosw,R,N,10,0,0,0,18021
county,20121,acfosw,U,N,10,0,0,0,16215
county,20123,acfosw,R,N,10,0,0,7,2841
county,20123,acfosw,U,N,10,0,0,0,3131
county,20125,acfosw,R,N,10,0,0,298,14070
county,20125,acfosw,U,N,10,0,0,51,17410
county,20127,acfosw,R,N,10,0,0,100,5514
county,20129,acfosw,R,N,10,0,0,0,2587
county,20131,acfosw,R,N,10,0,0,298,7516
county,20131,acfosw,U,N,10,0,0,0,2416
county,20133,acfosw,R,N,10,0,0,23,7372
county,20133,acfosw,U,N,10,0,0,0,8611
county,20135,acfosw,R,N,10,0,0,0,2750
county,20137,acfosw,R,N,10,0,0,963,1715
county,20137,acfosw,U,N,10,0,0,0,2683
county,20139,acfosw,R,N,10,0,0,0,13539
county,20139,acfosw,U,N,10,0,0,0,2410
county,20141,acfosw,R,N,10,0,0,69,3352
county,20143,acfosw,R,N,10,0,0,0,5704
county,20145,acfosw,R,N,10,0,0,147,1977
county,20145,acfosw,U,N,10,0,0,0,4290
county,20147,acfosw,R,N,10,0,0,379,2546
county,20147,acfosw,U,N,10,0,0,0,2309
county,20149,acfosw,R,N,10,0,0,129,14978
county,20149,acfosw,U,N,10,0,0,199,9076
county,20151,acfosw,R,N,10,0,0,875,2157
county,20151,acfosw,U,N,10,0,0,0,6132
county,20153,acfosw,R,N,10,0,0,228,2302
county,20155,acfosw,R,N,10,0,0,251,20306
county,20155,acfosw,U,N,10,0,0,13,41428
county,20157,acfosw,R,N,10,0,0,119,4517
county,20159,acfosw,R,N,10,0,0,2,6252
county,20159,acfosw,U,N,10,0,0,0,3283
county,20161,acfosw,R,N,10,0,4,1186,12603
county,20161,acfosw,U,N,10,0,0,6286,54149
county,20163,acfosw,R,N,10,0,0,203,4717
county,20165,acfosw,R,N,10,0,0,61,2975
county,20167,acfosw,R,N,10,0,0,44,2827
county,20167,acfosw,U,N,10,0,0,0,3985
county,20169,acfosw,R,N,10,0,0,607,7545
county,20169,acfosw,U,N,10,0,0,35,46037
county,20171,acfosw,R,N,10,0,0,1,1390
county,20171,acfosw,U,N,10,0,0,0,3432
county,20173,acfosw,R,N,10,0,0,19,42310
county,20173,acfosw,U,N,10,0,0,4020,469673
county,20175,acfosw,R,N,10,0,0,33,2496
county,20175,acfosw,U,N,10,0,0,0,18899
county,20177,acfosw,R,N,10,0,0,0,28367
county,20177,acfosw,U,N,10,0,0,0,148508
county,20179,acfosw,R,N,10,0,0,459,2062
county,20181,acfosw,R,N,10,0,0,26,1484
county,20181,acfosw,U,N,10,0,0,0,4407
county,20183,acfosw,R,N,10,0,0,259,3324
county,20185,acfosw,R,N,10,0,0,854,3302
county,20187,acfosw,R,N,10,0,0,0,2006
county,20189,acfosw,R,N,10,0,0,0,1812
county,20189,acfosw,U,N,10,0,0,0,3673
county,20191,acfosw,R,N,10,0,0,0,14490
county,20191,acfosw,U,N,10,0,0,0,8346
county,20193,acfosw,R,N,10,0,0,0,2536
county,20193,acfosw,U,N,10,0,0,0,5235
county,20195,acfosw,R,N,10,0,0,315,2488
county,20197,acfosw,R,N,10,0,0,263,6666
county,20199,acfosw,R,N,10,0,0,273,1244
county,20201,acfosw,R,N,10,0,0,301,5105
county,20203,acfosw,R,N,10,0,0,102,2017
county,20205,acfosw,R,N,10,0,0,0,6297
county,20205,acfosw,U,N,10,0,0,0,2228
county,20207,acfosw,R,N,10,0,0,60,3078
county,20209,acfosw,R,N,10,0,0,2,10636
county,20209,acfosw,U,N,10,0,0,3,154788
county,21001,acfosw,R,N,10,0,1,57,14594
county,21001,acfosw,U,N,10,0,0,0,4550
county,21003,acfosw,R,N,10,0,1,4,16838
county,21003,acfosw,U,N,10,0,0,0,4471
county,21005,acfosw,R,N,10,0,0,16,9794
county,21005,acfosw,U,N,10,0,0,0,12937
county,21007,acfosw,R,N,10,0,0,1603,6285
county,21009,acfosw,R,N,10,0,0,7,28303
county,21009,acfosw,U,N,10,0,0,0,15939
county,21011,acfosw,R,N,10,0,0,72,12428
county,21013,acfosw,R,N,10,0,0,325,15154
county,21013,acfosw,U,N,10,0,0,0,10553
county,21015,acfosw,R,N,10,0,1,381,19612
county,21015,acfosw,U,N,10,0,0,477,113107
county,21017,acfosw,R,N,10,0,0,30,8892
county,21017,acfosw,U,N,10,0,0,0,10866
county,21019,acfosw,R,N,10,0,0,162,11980
county,21019,acfosw,U,N,10,0,0,48,34528
county,21021,acfosw,R,N,10,0,0,131,10651
county,21021,acfosw,U,N,10,0,0,0,19278
county,21023,acfosw,R,N,10,0,0,13,8290
county,21025,acfosw,R,N,10,0,0,1266,8990
county,21025,acfosw,U,N,10,0,0,0,2374
county,21027,acfosw,R,N,10,0,1,208,20268
county,21029,acfosw,R,N,10,0,1,193,25563
county,21029,acfosw,U,N,10,0,0,7,55909
county,21031,acfosw,R,N,10,0,0,37,12842
county,21033,acfosw,R,N,10,0,2,507,6583
county,21033,acfosw,U,N,10,0,0,15,5640
county,21035,acfosw,R,N,10,0,0,454,19124
county,21035,acfosw,U,N,10,0,0,8,19415
county,21037,acfosw,R,N,10,0,0,298,14506
county,21037,acfosw,U,N,10,0,0,11,78769
county,21039,acfosw,R,N,10,0,0,51,4709
county,21041,acfosw,R,N,10,0,1,561,5093
county,21041,acfosw,U,N,10,0,0,0,4976
county,21043,acfosw,R,N,10,0,0,591,20577
county,21043,acfosw,U,N,10,0,0,20,5609
county,21045,acfosw,R,N,10,0,4,285,15870
county,21047,acfosw,R,N,10,0,0,1882,20594
county,21047,acfosw,U,N,10,0,0,1243,46742
county,21049,acfosw,R,N,10,0,0,476,9764
county,21049,acfosw,U,N,10,0,0,10,26013
county,21051,acfosw,R,N,10,0,0,118,15404
county,21051,acfosw,U,N,10,0,0,0,4379
county,21053,acfosw,R,N,10,0,0,14,10204
county,21055,acfosw,R,N,10,0,0,827,5439
county,21055,acfosw,U,N,10,0,0,17,2523
county,21057,acfosw,R,N,10,0,0,109,6505
county,21059,acfosw,R,N,10,0,0,257,27944
county,21059,acfosw,U,N,10,0,0,0,73309
county,21061,acfosw,R,N,10,0,0,7,12143
county,21063,acfosw,R,N,10,0,0,0,7517
county,21065,acfosw,R,N,10,0,0,8,10679
county,21065,acfosw,U,N,10,0,0,0,3419
county,21067,acfosw,R,N,10,0,3,266,11706
county,21067,acfosw,U,N,10,0,0,6,311171
county,21069,acfosw,R,N,10,0,2,33,11739
county,21069,acfosw,U,N,10,0,0,0,2807
county,21071,acfosw,R,N,10,0,0,1560,27730
county,21071,acfosw,U,N,10,0,0,213,6086
county,21073,acfosw,R,N,10,0,3,92,14153
county,21073,acfosw,U,N,10,0,0,86,36656
county,21075,acfosw,R,N,10,0,0,364,3338
county,21075,acfosw,U,N,10,0,0,60,2207
county,21077,acfosw,R,N,10,0,0,1198,7671
county,21079,acfosw,R,N,10,0,1,98,13774
county,21079,acfosw,U,N,10,0,0,3,3790
county,21081,acfosw,R,N,10,0,0,545,15875
county,21081,acfosw,U,N,10,0,0,5,8644
county,21083,acfosw,R,N,10,0,0,658,25517
county,21083,acfosw,U,N,10,0,0,28,11063
county,21085,acfosw,R,N,10,0,1,91,19427
county,21085,acfosw,U,N,10,0,0,0,6908
county,21087,acfosw,R,N,10,0,0,56,10885
county,21089,acfosw,R,N,10,0,0,313,13534
county,21089,acfosw,U,N,10,0,0,18,21233
county,21091,acfosw,R,N,10,0,0,184,7607
county,21091,acfosw,U,N,10,0,0,0,931
county,21093,acfosw,R,N,10,0,0,10,39599
county,21093,acfosw,U,N,10,0,0,0,71347
county,21095,acfosw,R,N,10,0,0,374,12967
county,21095,acfosw,U,N,10,0,0,17,12652
county,21097,acfosw,R,N,10,0,0,9,12506
county,21097,acfosw,U,N,10,0,0,0,6370
county,21099,acfosw,R,N,10,0,0,15,16586
county,21099,acfosw,U,N,10,0,0,1,2433
county,21101,acfosw,R,N,10,0,0,227,17396
county,21101,acfosw,U,N,10,0,0,0,27587
county,21103,acfosw,R,N,10,0,0,210,15916
county,21105,acfosw,R,N,10,0,0,194,4186
county,21107,acfosw,R,N,10,0,0,1301,20616
county,21107,acfosw,U,N,10,0,0,0,22769
county,21109,acfosw,R,N,10,0,0,1,13328
county,21111,acfosw,R,N,10,0,0,40,11525
county,21111,acfosw,U,N,10,0,0,95,755097
county,21113,acfosw,R,N,10,0,3,49,14899
county,21113,acfosw,U,N,10,0,0,32,39132
county,21115,acfosw,R,N,10,0,0,130,15994
county,21115,acfosw,U,N,10,0,0,5,6059
county,21117,acfosw,R,N,10,0,3,788,11511
county,21117,acfosw,U,N,10,0,0,28,154668
county,21119,acfosw,R,N,10,0,0,0,14806
county,21121,acfosw,R,N,10,0,0,227,19460
county,21121,acfosw,U,N,10,0,0,114,11344
county,21123,acfosw,R,N,10,0,0,85,10893
county,21123,acfosw,U,N,10,0,0,0,3419
county,21125,acfosw,R,N,10,0,0,214,34224
county,21125,acfosw,U,N,10,0,0,44,26331
county,21127,acfosw,R,N,10,0,0,0,11805
county,21127,acfosw,U,N,10,0,0,0,3512
county,21129,acfosw,R,N,10,0,0,78,7323
county,21131,acfosw,R,N,10,0,0,1266,8611
county,21133,acfosw,R,N,10,0,0,475,21078
county,21135,acfosw,R,N,10,0,0,536,12739
county,21137,acfosw,R,N,10,0,0,941,19097
county,21137,acfosw,U,N,10,0,0,0,4511
county,21139,acfosw,R,N,10,0,0,142,8633
county,21139,acfosw,U,N,10,0,0,0,419
county,21141,acfosw,R,N,10,0,0,30,20384
county,21141,acfosw,U,N,10,0,0,0,6688
county,21143,acfosw,R,N,10,0,4,643,7563
county,21145,acfosw,R,N,10,0,0,481,17944
county,21145,acfosw,U,N,10,0,0,651,46341
county,21147,acfosw,R,N,10,0,0,0,17231
county,21149,acfosw,R,N,10,0,0,175,9032
county,21151,acfosw,R,N,10,0,11,714,36485
county,21151,acfosw,U,N,10,0,0,53,55724
county,21153,acfosw,R,N,10,0,0,0,12161
county,21155,acfosw,R,N,10,0,0,123,13777
county,21155,acfosw,U,N,10,0,0,0,5373
county,21157,acfosw,R,N,10,0,0,380,26326
county,21157,acfosw,U,N,10,0,0,2,4392
county,21159,acfosw,R,N,10,0,0,483,10712
county,21161,acfosw,R,N,10,0,0,0,9478
county,21161,acfosw,U,N,10,0,0,0,7592
county,21163,acfosw,R,N,10,0,0,0,24514
county,21163,acfosw,U,N,10,0,0,0,4058
county,21165,acfosw,R,N,10,0,0,0,6489
county,21167,acfosw,R,N,10,0,0,53,13016
county,21167,acfosw,U,N,10,0,0,0,8864
county,21169,acfosw,R,N,10,0,0,81,9990
county,21171,acfosw,R,N,10,0,0,13,10637
county,21173,acfosw,R,N,10,0,0,1,16919
county,21173,acfosw,U,N,10,0,0,0,11237
county,21175,acfosw,R,N,10,0,0,0,13309
county,21177,acfosw,R,N,10,0,0,27,20914
county,21177,acfosw,U,N,10,0,0,0,9681
county,21179,acfosw,R,N,10,0,1,212,26509
county,21179,acfosw,U,N,10,0,0,2,19509
county,21181,acfosw,R,N,10,0,0,1,7268
county,21183,acfosw,R,N,10,0,0,204,17475
county,21183,acfosw,U,N,10,0,0,0,6315
county,21185,acfosw,R,N,10,0,4,198,14118
county,21185,acfosw,U,N,10,0,0,15,52464
county,21187,acfosw,R,N,10,0,0,247,10654
county,21189,acfosw,R,N,10,0,0,0,4415
county,21191,acfosw,R,N,10,0,0,1221,13369
county,21193,acfosw,R,N,10,0,0,384,18319
county,21193,acfosw,U,N,10,0,0,16,7039
county,21195,acfosw,R,N,10,0,0,3031,47069
county,21195,acfosw,U,N,10,0,0,396,7380
county,21197,acfosw,R,N,10,0,0,9,8233
county,21197,acfosw,U,N,10,0,0,0,4117
county,21199,acfosw,R,N,10,0,1,278,35106
county,21199,acfosw,U,N,10,0,1,6,29587
county,21201,acfosw,R,N,10,0,0,0,2108
county,21203,acfosw,R,N,10,0,0,222,13700
county,21203,acfosw,U,N,10,0,0,15,2758
county,21205,acfosw,R,N,10,0,0,149,17073
county,21205,acfosw,U,N,10,0,0,0,7238
county,21207,acfosw,R,N,10,0,0,26,17897
county,21209,acfosw,R,N,10,0,4,324,20251
county,21209,acfosw,U,N,10,0,0,3,36419
county,21211,acfosw,R,N,10,0,2,38,24481
county,21211,acfosw,U,N,10,0,0,0,24500
county,21213,acfosw,R,N,10,0,0,31,8599
county,21213,acfosw,U,N,10,0,0,0,9942
county,21215,acfosw,R,N,10,0,0,130,19221
county,21217,acfosw,R,N,10,0,0,68,13454
county,21217,acfosw,U,N,10,0,0,0,12245
county,21219,acfosw,R,N,10,0,0,325,11969
county,21221,acfosw,R,N,10,0,0,751,10923
county,21221,acfosw,U,N,10,0,0,16,2961
county,21223,acfosw,R,N,10,0,0,418,7592
county,21223,acfosw,U,N,10,0,0,6,455
county,21225,acfosw,R,N,10,0,0,6,9694
county,21225,acfosw,U,N,10,0,0,0,4681
county,21227,acfosw,R,N,10,0,3,359,44115
county,21227,acfosw,U,N,10,0,0,0,88418
county,21229,acfosw,R,N,10,0,2,176,11917
county,21231,acfosw,R,N,10,0,0,339,13272
county,21231,acfosw,U,N,10,0,0,0,6722
county,21233,acfosw,R,N,10,0,0,7,12935
county,21235,acfosw,R,N,10,0,0,990,22673
county,21235,acfosw,U,N,10,0,0,1,12600
county,21237,acfosw,R,N,10,0,0,0,7157
county,21239,acfosw,R,N,10,0,0,30,9960
county,21239,acfosw,U,N,10,0,0,0,16744
county,22001,acfosw,R,N,10,0,0,5017,27218
county,22001,acfosw,U,N,10,0,0,657,29153
county,22003,acfosw,R,N,10,0,1,2702,14972
county,22003,acfosw,R,T,10,0,0,21,72
county,22003,acfosw,U,N,10,0,0,0,7859
county,22005,acfosw,R,N,10,0,1,1300,18079
county,22005,acfosw,U,N,10,0,1,248,106975
county,22007,acfosw,R,N,10,0,0,119,9465
county,22007,acfosw,U,N,10,0,0,0,12307
county,22009,acfosw,R,N,10,0,0,3244,22919
county,22009,acfosw,R,T,10,0,0,0,66
county,22009,acfosw,U,N,10,0,0,37,13823
county,22009,acfosw,U,T,10,0,0,0,55
county,22011,acfosw,R,N,10,0,0,5272,20065
county,22011,acfosw,U,N,10,0,0,1476,10684
county,22013,acfosw,R,N,10,0,0,2540,8264
county,22013,acfosw,U,N,10,0,0,22,2415
county,22015,acfosw,R,N,10,0,0,4958,29498
county,22015,acfosw,U,N,10,0,0,3078,89505
county,22017,acfosw,R,N,10,0,0,3502,31867
county,22017,acfosw,U,N,10,0,0,2721,202114
county,22019,acfosw,R,N,10,0,1,4805,38013
county,22019,acfosw,U,N,10,0,0,3298,157318
county,22021,acfosw,R,N,10,0,0,1405,8513
county,22023,acfosw,R,N,10,0,0,55,6918
county,22025,acfosw,R,N,10,0,0,861,8633
county,22027,acfosw,R,N,10,0,0,2590,10353
county,22027,acfosw,U,N,10,0,0,1,2726
county,22029,acfosw,R,N,10,0,0,373,6543
county,22029,acfosw,U,N,10,0,0,0,12343
county,22031,acfosw,R,N,10,0,0,1651,19671
county,22031,acfosw,U,N,10,0,0,33,6108
county,22033,acfosw,R,N,10,0,0,0,30714
county,22033,acfosw,U,N,10,0,0,9,409336
county,22035,acfosw,R,N,10,0,0,632,1711
county,22035,acfosw,U,N,10,0,0,237,4281
county,22037,acfosw,R,N,10,0,0,2326,16809
county,22039,acfosw,R,N,10,0,0,1591,18692
county,22039,acfosw,U,N,10,0,0,290,12822
county,22041,acfosw,R,N,10,0,0,5996,8959
county,22041,acfosw,U,N,10,0,0,319,4741
county,22043,acfosw,R,N,10,0,0,2594,16592
county,22043,acfosw,R,T,10,0,0,0,0
county,22043,acfosw,U,N,10,0,0,14,3189
county,22045,acfosw,R,N,10,0,0,20,19873
county,22045,acfosw,U,N,10,0,0,0,49937
county,22047,acfosw,R,N,10,0,0,4591,14383
county,22047,acfosw,U,N,10,0,0,112,13425
county,22049,acfosw,R,N,10,0,0,1930,8414
county,22049,acfosw,U,N,10,0,0,438,4962
county,22051,acfosw,R,N,10,0,0,0,5223
county,22051,acfosw,U,N,10,0,0,0,427270
county,22053,acfosw,R,N,10,0,0,3827,12521
county,22053,acfosw,U,N,10,0,0,176,14844
county,22055,acfosw,R,N,10,0,0,539,21019
county,22055,acfosw,U,N,10,0,0,4478,218351
county,22057,acfosw,R,N,10,0,0,78,23774
county,22057,acfosw,U,N,10,0,0,13,73749
county,22059,acfosw,R,N,10,0,0,3085,7877
county,22059,acfosw,R,T,10,0,0,0,0
county,22059,acfosw,U,N,10,0,0,0,3930
county,22061,acfosw,R,N,10,0,0,2532,17446
county,22061,acfosw,U,N,10,0,0,2738,24026
county,22063,acfosw,R,N,10,0,0,1236,59568
county,22063,acfosw,U,N,10,0,0,651,79334
county,22065,acfosw,R,N,10,0,0,662,2225
county,22065,acfosw,U,N,10,0,0,190,7874
county,22067,acfosw,R,N,10,0,0,1134,10663
county,22067,acfosw,U,N,10,0,0,844,12233
county,22069,acfosw,R,N,10,0,0,4710,14830
county,22069,acfosw,U,N,10,0,0,593,18025
county,22071,acfosw,R,N,10,0,0,0,3629
county,22071,acfosw,U,N,10,0,0,2,386513
county,22073,acfosw,R,N,10,0,0,1347,36443
county,22073,acfosw,U,N,10,0,0,2337,113152
county,22075,acfosw,R,N,10,0,3,620,4088
county,22075,acfosw,U,N,10,0,0,1736,16750
county,22077,acfosw,R,N,10,0,0,3394,9096
county,22077,acfosw,U,N,10,0,0,53,9187
county,22079,acfosw,R,N,10,0,0,4556,45968
county,22079,acfosw,U,N,10,0,0,2487,76637
county,22081,acfosw,R,N,10,0,0,1498,6944
county,22083,acfosw,R,N,10,0,0,2666,10724
county,22083,acfosw,U,N,10,0,0,24,6708
county,22085,acfosw,R,N,10,0,0,4554,16661
county,22085,acfosw,U,N,10,0,0,257,2412
county,22087,acfosw,R,N,10,0,7,578,2436
county,22087,acfosw,U,N,10,0,1,2155,42067
county,22089,acfosw,R,N,10,0,0,866,5431
county,22089,acfosw,U,N,10,0,0,591,46212
county,22091,acfosw,R,N,10,0,0,2462,7670
county,22093,acfosw,R,N,10,0,0,29,5795
county,22093,acfosw,U,N,10,0,0,1,15271
county,22095,acfosw,R,N,10,0,0,15,4263
county,22095,acfosw,U,N,10,0,0,0,38559
county,22097,acfosw,R,N,10,0,0,864,38603
county,22097,acfosw,U,N,10,0,0,68,42589
county,22099,acfosw,R,N,10,0,0,194,26400
county,22099,acfosw,U,N,10,0,0,86,26751
county,22101,acfosw,R,N,10,0,0,401,5486
county,22101,acfosw,R,T,10,0,0,0,0
county,22101,acfosw,U,N,10,0,0,309,42597
county,22101,acfosw,U,T,10,0,0,0,555
county,22103,acfosw,R,N,10,0,0,2566,64454
county,22103,acfosw,U,N,10,0,0,224,193175
county,22105,acfosw,R,N,10,0,2,3851,53643
county,22105,acfosw,U,N,10,0,0,53,77207
county,22107,acfosw,R,N,10,0,0,1867,2467
county,22109,acfosw,R,N,10,0,0,3,23048
county,22109,acfosw,U,N,10,0,0,0,87410
county,22111,acfosw,R,N,10,0,0,3063,15568
county,22111,acfosw,U,N,10,0,0,15,3462
county,22113,acfosw,R,N,10,0,0,1312,31354
county,22113,acfosw,U,N,10,0,0,300,26545
county,22115,acfosw,R,N,10,0,0,5343,22639
county,22115,acfosw,U,N,10,0,0,3580,15867
county,22117,acfosw,R,N,10,0,0,4712,25803
county,22117,acfosw,U,N,10,0,0,2684,12995
county,22119,acfosw,R,N,10,0,0,5510,15039
county,22119,acfosw,U,N,10,0,0,1283,16508
county,22121,acfosw,R,N,10,0,0,1431,7203
county,22121,acfosw,U,N,10,0,0,878,16953
county,22123,acfosw,R,N,10,0,0,776,10054
county,22125,acfosw,R,N,10,0,0,616,14952
