geo_id,broadband_tech,urban_rural,tribal_non,dl_speed,has_0,has_1,has_2,has_3more,total_pop
0500000US06103,Cable,U,N,4.0,5042,25740,12,0,30794
0500000US06105,Cable,R,N,4.0,9905,2380,0,0,12285
0500000US06105,Cable,R,T,4.0,0,0,0,0,0
0500000US06107,Cable,R,N,4.0,57712,20036,611,0,78359
0500000US06107,Cable,R,T,4.0,1193,0,0,0,1193
0500000US06107,Cable,U,N,4.0,33683,352006,952,0,386641
0500000US06109,Cable,R,N,4.0,12771,14042,0,0,26813
0500000US06109,Cable,R,T,4.0,98,91,0,0,189
0500000US06109,Cable,U,N,4.0,1155,26321,0,0,27476
0500000US06111,Cable,R,N,4.0,13589,18677,713,0,32979
0500000US06111,Cable,U,N,4.0,3883,795281,13863,0,813027
0500000US06113,Cable,R,N,4.0,17070,3217,0,0,20287
0500000US06113,Cable,R,T,4.0,105,0,0,0,105
0500000US06113,Cable,U,N,4.0,12364,183638,4106,0,200108
0500000US06115,Cable,R,N,4.0,19135,4465,0,0,23600
0500000US06115,Cable,U,N,4.0,541,54527,0,0,55068
0500000US06001,Fiber,R,N,4.0,11518,2106,0,0,13624
0500000US06001,Fiber,U,N,4.0,780266,799115,78324,0,1657705
0500000US06003,Fiber,R,N,4.0,878,84,0,0,962
0500000US06003,Fiber,R,T,4.0,167,0,0,0,167
0500000US06005,Fiber,R,N,4.0,20785,4185,0,0,24970
0500000US06005,Fiber,R,T,4.0,8,5,0,0,13
0500000US06005,Fiber,U,N,4.0,12903,1865,0,0,14768
0500000US06007,Fiber,R,N,4.0,43523,3116,0,0,46639
0500000US06007,Fiber,R,T,4.0,52,0,0,0,52
0500000US06007,Fiber,U,N,4.0,127761,41332,0,0,169093
0500000US06007,Fiber,U,T,4.0,3402,0,0,0,3402
0500000US06009,Fiber,R,N,4.0,32651,2209,0,0,34860
0500000US06009,Fiber,U,N,4.0,11045,0,0,0,11045
0500000US06011,Fiber,R,N,4.0,6713,373,0,0,7086
0500000US06011,Fiber,R,T,4.0,99,0,0,0,99
0500000US06011,Fiber,U,N,4.0,12461,1901,0,0,14362
0500000US06013,Fiber,R,N,4.0,18445,692,849,0,19986
0500000US06013,Fiber,U,N,4.0,698808,400063,34663,0,1133534
0500000US06013,Fiber,U,T,4.0,2,0,0,0,2
0500000US06015,Fiber,R,N,4.0,8382,0,0,0,8382
0500000US06015,Fiber,R,T,4.0,971,25,0,0,996
0500000US06015,Fiber,U,N,4.0,18128,220,0,0,18348
0500000US06015,Fiber,U,T,4.0,86,0,0,0,86
0500000US06017,Fiber,R,N,4.0,69518,609,0,0,70127
0500000US06017,Fiber,R,T,4.0,109,0,0,0,109
0500000US06017,Fiber,U,N,4.0,118145,4460,0,0,122605
0500000US06019,Fiber,R,N,4.0,122422,8663,306,0,131391
0500000US06019,Fiber,R,T,4.0,441,0,0,0,441
0500000US06019,Fiber,U,N,4.0,668788,198182,292,0,867262
0500000US06021,Fiber,R,N,4.0,11716,0,0,0,11716
0500000US06021,Fiber,R,T,4.0,165,0,0,0,165
0500000US06021,Fiber,U,N,4.0,16512,0,0,0,16512
0500000US06023,Fiber,R,N,4.0,37541,51,0,0,37592
0500000US06023,Fiber,R,T,4.0,4051,0,0,0,4051
0500000US06023,Fiber,U,N,4.0,93833,0,0,0,93833
0500000US06023,Fiber,U,T,4.0,82,0,0,0,82
0500000US06025,Fiber,R,N,4.0,34290,0,0,0,34290
0500000US06025,Fiber,R,T,4.0,1997,0,0,0,1997
0500000US06025,Fiber,U,N,4.0,144291,94,0,0,144385
0500000US06025,Fiber,U,T,4.0,543,0,0,0,543
0500000US06027,Fiber,R,N,4.0,7441,166,6,0,7613
0500000US06027,Fiber,R,T,4.0,823,0,0,0,823
0500000US06027,Fiber,U,N,4.0,7342,750,0,0,8092
0500000US06027,Fiber,U,T,4.0,1511,0,0,0,1511
0500000US06029,Fiber,R,N,4.0,103595,24636,660,0,128891
0500000US06029,Fiber,U,N,4.0,632335,136906,2065,0,771306
0500000US06031,Fiber,R,N,4.0,17859,9,0,0,17868
0500000US06031,Fiber,R,T,4.0,668,0,0,0,668
0500000US06031,Fiber,U,N,4.0,131107,3286,0,0,134393
0500000US06033,Fiber,R,N,4.0,21581,0,0,0,21581
0500000US06033,Fiber,R,T,4.0,375,0,0,0,375
0500000US06033,Fiber,U,N,4.0,42249,0,0,0,42249
0500000US06033,Fiber,U,T,4.0,181,0,0,0,181
0500000US06035,Fiber,R,N,4.0,19412,647,0,0,20059
0500000US06035,Fiber,R,T,4.0,390,0,0,0,390
0500000US06035,Fiber,U,N,4.0,9387,578,0,0,9965
0500000US06035,Fiber,U,T,4.0,159,0,0,0,159
0500000US06037,Fiber,R,N,4.0,81837,9274,0,0,91111
0500000US06037,Fiber,U,N,4.0,5887640,4047192,13097,67,9947996
0500000US06039,Fiber,R,N,4.0,47814,7009,0,0,54823
0500000US06039,Fiber,R,T,4.0,140,2,0,0,142
0500000US06039,Fiber,U,N,4.0,94911,7451,0,0,102362
0500000US06041,Fiber,R,N,4.0,16432,1417,0,0,17849
0500000US06041,Fiber,U,N,4.0,162920,78057,0,0,240977
0500000US06043,Fiber,R,N,4.0,14708,2495,0,0,17203
0500000US06045,Fiber,R,N,4.0,39077,0,0,0,39077
0500000US06045,Fiber,R,T,4.0,1021,0,0,0,1021
0500000US06045,Fiber,U,N,4.0,46064,0,0,0,46064
0500000US06045,Fiber,U,T,4.0,587,0,0,0,587
0500000US06047,Fiber,R,N,4.0,47560,717,0,0,48277
0500000US06047,Fiber,U,N,4.0,201335,28065,0,0,229400
0500000US06049,Fiber,R,N,4.0,5907,245,0,0,6152
0500000US06049,Fiber,R,T,4.0,153,0,0,0,153
0500000US06049,Fiber,U,N,4.0,2450,86,0,0,2536
0500000US06051,Fiber,R,N,4.0,2959,4068,0,0,7027
0500000US06051,Fiber,R,T,4.0,0,122,0,0,122
0500000US06051,Fiber,U,N,4.0,7123,172,0,0,7295
0500000US06053,Fiber,R,N,4.0,51326,2210,0,0,53536
0500000US06053,Fiber,U,N,4.0,316767,63758,0,0,380525
0500000US06055,Fiber,R,N,4.0,17234,2333,0,0,19567
0500000US06055,Fiber,U,N,4.0,92343,25834,0,0,118177
0500000US06057,Fiber,R,N,4.0,42767,0,0,0,42767
0500000US06057,Fiber,U,N,4.0,56988,0,0,0,56988
0500000US06059,Fiber,R,N,4.0,5845,775,4549,1909,13078
0500000US06059,Fiber,U,N,4.0,2179016,958498,22312,2788,3162614
0500000US06061,Fiber,R,N,4.0,53749,14531,1417,143,69840
0500000US06061,Fiber,R,T,4.0,12,0,0,0,12
0500000US06061,Fiber,U,N,4.0,140342,147048,39589,1493,328472
0500000US06063,Fiber,R,N,4.0,11994,1909,0,0,13903
0500000US06063,Fiber,R,T,4.0,33,0,0,0,33
0500000US06063,Fiber,U,N,4.0,4110,751,10,0,4871
0500000US06065,Fiber,R,N,4.0,113953,58088,124,0,172165
0500000US06065,Fiber,R,T,4.0,6059,1708,0,0,7767
0500000US06065,Fiber,U,N,4.0,867148,1375442,12102,916,2255608
0500000US06065,Fiber,U,T,4.0,29191,5807,0,0,34998
0500000US06067,Fiber,R,N,4.0,37037,1206,727,0,38970
0500000US06067,Fiber,U,N,4.0,932889,462639,117475,81,1513084
0500000US06069,Fiber,R,N,4.0,18674,325,0,0,18999
0500000US06069,Fiber,U,N,4.0,41094,2709,0,0,43803
0500000US06071,Fiber,R,N,4.0,134841,26858,417,485,162601
0500000US06071,Fiber,R,T,4.0,2914,30,0,0,2944
0500000US06071,Fiber,U,N,4.0,699718,1105760,203365,5215,2014058
0500000US06071,Fiber,U,T,4.0,470,0,0,0,470
0500000US06073,Fiber,R,N,4.0,134100,4204,2479,0,140783
0500000US06073,Fiber,R,T,4.0,9643,0,0,0,9643
0500000US06073,Fiber,U,N,4.0,2478890,679480,29152,0,3187522
0500000US06073,Fiber,U,T,4.0,382,0,0,0,382
0500000US06075,Fiber,R,N,4.0,2,0,0,0,2
0500000US06075,Fiber,U,N,4.0,393245,284097,198551,5654,881547
0500000US06077,Fiber,R,N,4.0,71053,4425,0,0,75478
0500000US06077,Fiber,U,N,4.0,603896,82768,0,0,686664
0500000US06079,Fiber,R,N,4.0,52782,344,0,0,53126
0500000US06079,Fiber,U,N,4.0,216149,13836,0,0,229985
0500000US06081,Fiber,R,N,4.0,14801,2820,0,0,17621
0500000US06081,Fiber,U,N,4.0,282613,359280,97637,9422,748952
0500000US06083,Fiber,R,N,4.0,29487,1038,0,0,30525
0500000US06083,Fiber,R,T,4.0,3,0,0,0,3
0500000US06083,Fiber,U,N,4.0,399897,15779,0,0,415676
0500000US06083,Fiber,U,T,4.0,295,0,0,0,295
0500000US06085,Fiber,R,N,4.0,29493,1725,0,0,31218
0500000US06085,Fiber,U,N,4.0,1361105,534746,783,0,1896634
0500000US06087,Fiber,R,N,4.0,33223,2591,0,0,35814
0500000US06087,Fiber,U,N,4.0,155309,82090,0,0,237399
0500000US06089,Fiber,R,N,4.0,50374,3484,0,0,53858
0500000US06089,Fiber,R,T,4.0,42,0,0,0,42
0500000US06089,Fiber,U,N,4.0,118683,7463,0,0,126146
0500000US06089,Fiber,U,T,4.0,34,0,0,0,34
0500000US06091,Fiber,R,N,4.0,2985,11,0,0,2996
0500000US06091,Fiber,U,N,4.0,9,0,0,0,9
0500000US06093,Fiber,R,N,4.0,22197,7070,0,0,29267
0500000US06093,Fiber,R,T,4.0,221,155,0,0,376
0500000US06093,Fiber,U,N,4.0,10312,3347,0,0,13659
0500000US06093,Fiber,U,T,4.0,50,187,0,0,237
0500000US06095,Fiber,R,N,4.0,24044,2458,11,0,26513
0500000US06095,Fiber,U,N,4.0,358108,62097,923,0,421128
0500000US06097,Fiber,R,N,4.0,61398,6717,189,0,68304
0500000US06097,Fiber,R,T,4.0,79,0,0,0,79
0500000US06097,Fiber,U,N,4.0,368630,54686,2637,0,425953
0500000US06099,Fiber,R,N,4.0,45986,809,0,0,46795
0500000US06099,Fiber,U,N,4.0,420515,83350,0,0,503865
0500000US06101,Fiber,R,N,4.0,15383,0,0,0,15383
0500000US06101,Fiber,U,N,4.0,76816,4772,0,0,81588
0500000US06103,Fiber,R,N,4.0,34288,0,0,0,34288
0500000US06103,Fiber,R,T,4.0,2,0,0,0,2
0500000US06103,Fiber,U,N,4.0,30794,0,0,0,30794
0500000US06105,Fiber,R,N,4.0,12285,0,0,0,12285
0500000US06105,Fiber,R,T,4.0,0,0,0,0,0
0500000US06107,Fiber,R,N,4.0,77902,457,0,0,78359
0500000US06107,Fiber,R,T,4.0,1193,0,0,0,1193
0500000US06107,Fiber,U,N,4.0,350835,35806,0,0,386641
0500000US06109,Fiber,R,N,4.0,26813,0,0,0,26813
0500000US06109,Fiber,R,T,4.0,189,0,0,0,189
0500000US06109,Fiber,U,N,4.0,27476,0,0,0,27476
0500000US06111,Fiber,R,N,4.0,29765,3144,70,0,32979
0500000US06111,Fiber,U,N,4.0,434440,377761,826,0,813027
0500000US06113,Fiber,R,N,4.0,19610,677,0,0,20287
0500000US06113,Fiber,R,T,4.0,105,0,0,0,105
0500000US06113,Fiber,U,N,4.0,114417,68075,17616,0,200108
0500000US06115,Fiber,R,N,4.0,23236,364,0,0,23600
0500000US06115,Fiber,U,N,4.0,53054,2014,0,0,55068
0500000US06001,Other,R,N,4.0,13576,48,0,0,13624
0500000US06001,Other,U,N,4.0,1281430,376202,73,0,1657705
0500000US06003,Other,R,N,4.0,962,0,0,0,962
0500000US06003,Other,R,T,4.0,167,0,0,0,167
0500000US06005,Other,R,N,4.0,24970,0,0,0,24970
0500000US06005,Other,R,T,4.0,13,0,0,0,13
0500000US06005,Other,U,N,4.0,14768,0,0,0,14768
0500000US06007,Other,R,N,4.0,46639,0,0,0,46639
0500000US06007,Other,R,T,4.0,52,0,0,0,52
0500000US06007,Other,U,N,4.0,169093,0,0,0,169093
0500000US06007,Other,U,T,4.0,3402,0,0,0,3402
0500000US06009,Other,R,N,4.0,34860,0,0,0,34860
0500000US06009,Other,U,N,4.0,11045,0,0,0,11045
0500000US06011,Other,R,N,4.0,7086,0,0,0,7086
0500000US06011,Other,R,T,4.0,99,0,0,0,99
0500000US06011,Other,U,N,4.0,14362,0,0,0,14362
0500000US06013,Other,R,N,4.0,19540,446,0,0,19986
0500000US06013,Other,U,N,4.0,1020781,112753,0,0,1133534
0500000US06013,Other,U,T,4.0,2,0,0,0,2
0500000US06015,Other,R,N,4.0,8382,0,0,0,8382
0500000US06015,Other,R,T,4.0,996,0,0,0,996
0500000US06015,Other,U,N,4.0,18348,0,0,0,18348
0500000US06015,Other,U,T,4.0,86,0,0,0,86
0500000US06017,Other,R,N,4.0,70127,0,0,0,70127
0500000US06017,Other,R,T,4.0,109,0,0,0,109
0500000US06017,Other,U,N,4.0,122605,0,0,0,122605
0500000US06019,Other,R,N,4.0,131391,0,0,0,131391
0500000US06019,Other,R,T,4.0,441,0,0,0,441
0500000US06019,Other,U,N,4.0,867194,68,0,0,867262
0500000US06021,Other,R,N,4.0,11716,0,0,0,11716
0500000US06021,Other,R,T,4.0,165,0,0,0,165
0500000US06021,Other,U,N,4.0,16512,0,0,0,16512
0500000US06023,Other,R,N,4.0,37592,0,0,0,37592
0500000US06023,Other,R,T,4.0,4051,0,0,0,4051
0500000US06023,Other,U,N,4.0,93833,0,0,0,93833
0500000US06023,Other,U,T,4.0,82,0,0,0,82
0500000US06025,Other,R,N,4.0,34290,0,0,0,34290
0500000US06025,Other,R,T,4.0,1997,0,0,0,1997
0500000US06025,Other,U,N,4.0,144385,0,0,0,144385
0500000US06025,Other,U,T,4.0,543,0,0,0,543
0500000US06027,Other,R,N,4.0,7613,0,0,0,7613
0500000US06027,Other,R,T,4.0,823,0,0,0,823
0500000US06027,Other,U,N,4.0,8092,0,0,0,8092
0500000US06027,Other,U,T,4.0,1511,0,0,0,1511
0500000US06029,Other,R,N,4.0,128882,9,0,0,128891
0500000US06029,Other,U,N,4.0,771306,0,0,0,771306
0500000US06031,Other,R,N,4.0,17868,0,0,0,17868
0500000US06031,Other,R,T,4.0,668,0,0,0,668
0500000US06031,Other,U,N,4.0,134393,0,0,0,134393
0500000US06033,Other,R,N,4.0,21581,0,0,0,21581
0500000US06033,Other,R,T,4.0,375,0,0,0,375
0500000US06033,Other,U,N,4.0,42249,0,0,0,42249
0500000US06033,Other,U,T,4.0,181,0,0,0,181
0500000US06035,Other,R,N,4.0,20059,0,0,0,20059
0500000US06035,Other,R,T,4.0,390,0,0,0,390
0500000US06035,Other,U,N,4.0,9965,0,0,0,9965
0500000US06035,Other,U,T,4.0,159,0,0,0,159
0500000US06037,Other,R,N,4.0,91111,0,0,0,91111
0500000US06037,Other,U,N,4.0,9515562,429805,2629,0,9947996
0500000US06039,Other,R,N,4.0,54823,0,0,0,54823
0500000US06039,Other,R,T,4.0,142,0,0,0,142
0500000US06039,Other,U,N,4.0,102362,0,0,0,102362
0500000US06041,Other,R,N,4.0,17170,679,0,0,17849
0500000US06041,Other,U,N,4.0,173072,67905,0,0,240977
0500000US06043,Other,R,N,4.0,17203,0,0,0,17203
0500000US06045,Other,R,N,4.0,34923,4154,0,0,39077
0500000US06045,Other,R,T,4.0,1021,0,0,0,1021
0500000US06045,Other,U,N,4.0,21469,24595,0,0,46064
0500000US06045,Other,U,T,4.0,587,0,0,0,587
0500000US06047,Other,R,N,4.0,48277,0,0,0,48277
0500000US06047,Other,U,N,4.0,229400,0,0,0,229400
0500000US06049,Other,R,N,4.0,6152,0,0,0,6152
0500000US06049,Other,R,T,4.0,153,0,0,0,153
0500000US06049,Other,U,N,4.0,2536,0,0,0,2536
0500000US06051,Other,R,N,4.0,7027,0,0,0,7027
0500000US06051,Other,R,T,4.0,122,0,0,0,122
0500000US06051,Other,U,N,4.0,7295,0,0,0,7295
0500000US06053,Other,R,N,4.0,53458,78,0,0,53536
0500000US06053,Other,U,N,4.0,379379,1146,0,0,380525
0500000US06055,Other,R,N,4.0,18693,874,0,0,19567
0500000US06055,Other,U,N,4.0,102356,15349,472,0,118177
0500000US06057,Other,R,N,4.0,42767,0,0,0,42767
0500000US06057,Other,U,N,4.0,56927,61,0,0,56988
0500000US06059,Other,R,N,4.0,13078,0,0,0,13078
0500000US06059,Other,U,N,4.0,3112410,50204,0,0,3162614
0500000US06061,Other,R,N,4.0,69479,361,0,0,69840
0500000US06061,Other,R,T,4.0,12,0,0,0,12
0500000US06061,Other,U,N,4.0,328472,0,0,0,328472
0500000US06063,Other,R,N,4.0,13903,0,0,0,13903
0500000US06063,Other,R,T,4.0,33,0,0,0,33
0500000US06063,Other,U,N,4.0,4871,0,0,0,4871
0500000US06065,Other,R,N,4.0,172165,0,0,0,172165
0500000US06065,Other,R,T,4.0,7767,0,0,0,7767
0500000US06065,Other,U,N,4.0,2254851,757,0,0,2255608
0500000US06065,Other,U,T,4.0,34998,0,0,0,34998
0500000US06067,Other,R,N,4.0,38970,0,0,0,38970
0500000US06067,Other,U,N,4.0,1465790,47294,0,0,1513084
0500000US06069,Other,R,N,4.0,18999,0,0,0,18999
0500000US06069,Other,U,N,4.0,43803,0,0,0,43803
0500000US06071,Other,R,N,4.0,162601,0,0,0,162601
0500000US06071,Other,R,T,4.0,2944,0,0,0,2944
0500000US06071,Other,U,N,4.0,2014041,17,0,0,2014058
0500000US06071,Other,U,T,4.0,470,0,0,0,470
0500000US06073,Other,R,N,4.0,140783,0,0,0,140783
0500000US06073,Other,R,T,4.0,9643,0,0,0,9643
0500000US06073,Other,U,N,4.0,3187494,28,0,0,3187522
0500000US06073,Other,U,T,4.0,382,0,0,0,382
0500000US06075,Other,R,N,4.0,2,0,0,0,2
0500000US06075,Other,U,N,4.0,358899,522648,0,0,881547
0500000US06077,Other,R,N,4.0,75478,0,0,0,75478
0500000US06077,Other,U,N,4.0,686489,175,0,0,686664
0500000US06079,Other,R,N,4.0,52815,311,0,0,53126
0500000US06079,Other,U,N,4.0,229981,4,0,0,229985
0500000US06081,Other,R,N,4.0,14621,3000,0,0,17621
0500000US06081,Other,U,N,4.0,627586,121366,0,0,748952
0500000US06083,Other,R,N,4.0,30525,0,0,0,30525
0500000US06083,Other,R,T,4.0,3,0,0,0,3
0500000US06083,Other,U,N,4.0,415676,0,0,0,415676
0500000US06083,Other,U,T,4.0,295,0,0,0,295
0500000US06085,Other,R,N,4.0,30363,855,0,0,31218
0500000US06085,Other,U,N,4.0,1644943,251691,0,0,1896634
0500000US06087,Other,R,N,4.0,33280,2534,0,0,35814
0500000US06087,Other,U,N,4.0,140017,97382,0,0,237399
0500000US06089,Other,R,N,4.0,53858,0,0,0,53858
0500000US06089,Other,R,T,4.0,42,0,0,0,42
0500000US06089,Other,U,N,4.0,126146,0,0,0,126146
0500000US06089,Other,U,T,4.0,34,0,0,0,34
0500000US06091,Other,R,N,4.0,2996,0,0,0,2996
0500000US06091,Other,U,N,4.0,9,0,0,0,9
0500000US06093,Other,R,N,4.0,29267,0,0,0,29267
0500000US06093,Other,R,T,4.0,376,0,0,0,376
0500000US06093,Other,U,N,4.0,13659,0,0,0,13659
0500000US06093,Other,U,T,4.0,237,0,0,0,237
0500000US06095,Other,R,N,4.0,26494,19,0,0,26513
0500000US06095,Other,U,N,4.0,398657,22471,0,0,421128
0500000US06097,Other,R,N,4.0,50406,17898,0,0,68304
0500000US06097,Other,R,T,4.0,79,0,0,0,79
0500000US06097,Other,U,N,4.0,248331,177622,0,0,425953
0500000US06099,Other,R,N,4.0,46795,0,0,0,46795
0500000US06099,Other,U,N,4.0,503865,0,0,0,503865
0500000US06101,Other,R,N,4.0,15383,0,0,0,15383
0500000US06101,Other,U,N,4.0,81588,0,0,0,81588
0500000US06103,Other,R,N,4.0,34288,0,0,0,34288
0500000US06103,Other,R,T,4.0,2,0,0,0,2
0500000US06103,Other,U,N,4.0,30794,0,0,0,30794
0500000US06105,Other,R,N,4.0,12285,0,0,0,12285
0500000US06105,Other,R,T,4.0,0,0,0,0,0
0500000US06107,Other,R,N,4.0,78359,0,0,0,78359
0500000US06107,Other,R,T,4.0,1193,0,0,0,1193
0500000US06107,Other,U,N,4.0,386641,0,0,0,386641
0500000US06109,Other,R,N,4.0,26813,0,0,0,26813
0500000US06109,Other,R,T,4.0,189,0,0,0,189
0500000US06109,Other,U,N,4.0,27476,0,0,0,27476
0500000US06111,Other,R,N,4.0,32979,0,0,0,32979
0500000US06111,Other,U,N,4.0,813027,0,0,0,813027
0500000US06113,Other,R,N,4.0,19883,404,0,0,20287
0500000US06113,Other,R,T,4.0,105,0,0,0,105
0500000US06113,Other,U,N,4.0,154236,45872,0,0,200108
0500000US06115,Other,R,N,4.0,23600,0,0,0,23600
0500000US06115,Other,U,N,4.0,55068,0,0,0,55068
0500000US06001,Satellite,R,N,4.0,0,3,13621,0,13624
0500000US06001,Satellite,U,N,4.0,0,8,1657697,0,1657705
0500000US06003,Satellite,R,N,4.0,0,0,962,0,962
0500000US06003,Satellite,R,T,4.0,0,0,167,0,167
0500000US06005,Satellite,R,N,4.0,0,1,24969,0,24970
0500000US06005,Satellite,R,T,4.0,0,0,13,0,13
0500000US06005,Satellite,U,N,4.0,0,0,14768,0,14768
0500000US06007,Satellite,R,N,4.0,0,0,46639,0,46639
0500000US06007,Satellite,R,T,4.0,0,0,52,0,52
0500000US06007,Satellite,U,N,4.0,0,0,169093,0,169093
0500000US06007,Satellite,U,T,4.0,0,0,3402,0,3402
0500000US06009,Satellite,R,N,4.0,0,0,34860,0,34860
0500000US06009,Satellite,U,N,4.0,0,0,11045,0,11045
0500000US06011,Satellite,R,N,4.0,0,0,7086,0,7086
0500000US06011,Satellite,R,T,4.0,0,0,99,0,99
0500000US06011,Satellite,U,N,4.0,0,0,14362,0,14362
0500000US06013,Satellite,R,N,4.0,0,16,19970,0,19986
0500000US06013,Satellite,U,N,4.0,0,3,1133531,0,1133534
0500000US06013,Satellite,U,T,4.0,0,0,2,0,2
0500000US06015,Satellite,R,N,4.0,0,0,8382,0,8382
0500000US06015,Satellite,R,T,4.0,0,0,996,0,996
0500000US06015,Satellite,U,N,4.0,0,0,18348,0,18348
0500000US06015,Satellite,U,T,4.0,0,0,86,0,86
0500000US06017,Satellite,R,N,4.0,0,0,70127,0,70127
0500000US06017,Satellite,R,T,4.0,0,0,109,0,109
0500000US06017,Satellite,U,N,4.0,0,0,122605,0,122605
0500000US06019,Satellite,R,N,4.0,0,2,131389,0,131391
0500000US06019,Satellite,R,T,4.0,0,0,441,0,441
0500000US06019,Satellite,U,N,4.0,0,1,867261,0,867262
0500000US06021,Satellite,R,N,4.0,0,3,11713,0,11716
0500000US06021,Satellite,R,T,4.0,0,0,165,0,165
0500000US06021,Satellite,U,N,4.0,0,0,16512,0,16512
0500000US06023,Satellite,R,N,4.0,0,0,37592,0,37592
0500000US06023,Satellite,R,T,4.0,0,0,4051,0,4051
0500000US06023,Satellite,U,N,4.0,0,0,93833,0,93833
0500000US06023,Satellite,U,T,4.0,0,0,82,0,82
0500000US06025,Satellite,R,N,4.0,0,0,34290,0,34290
0500000US06025,Satellite,R,T,4.0,0,0,1997,0,1997
0500000US06025,Satellite,U,N,4.0,0,0,144385,0,144385
0500000US06025,Satellite,U,T,4.0,0,0,543,0,543
0500000US06027,Satellite,R,N,4.0,0,0,7613,0,7613
0500000US06027,Satellite,R,T,4.0,0,0,823,0,823
0500000US06027,Satellite,U,N,4.0,0,0,8092,0,8092
0500000US06027,Satellite,U,T,4.0,0,0,1511,0,1511
0500000US06029,Satellite,R,N,4.0,0,8,128883,0,128891
0500000US06029,Satellite,U,N,4.0,0,0,771306,0,771306
0500000US06031,Satellite,R,N,4.0,0,0,17868,0,17868
0500000US06031,Satellite,R,T,4.0,0,0,668,0,668
0500000US06031,Satellite,U,N,4.0,0,0,134393,0,134393
0500000US06033,Satellite,R,N,4.0,0,0,21581,0,21581
0500000US06033,Satellite,R,T,4.0,0,0,375,0,375
0500000US06033,Satellite,U,N,4.0,0,0,42249,0,42249
0500000US06033,Satellite,U,T,4.0,0,0,181,0,181
0500000US06035,Satellite,R,N,4.0,0,0,20059,0,20059
0500000US06035,Satellite,R,T,4.0,0,0,390,0,390
0500000US06035,Satellite,U,N,4.0,0,0,9965,0,9965
0500000US06035,Satellite,U,T,4.0,0,0,159,0,159
0500000US06037,Satellite,R,N,4.0,0,2,91109,0,91111
0500000US06037,Satellite,U,N,4.0,0,59,9947937,0,9947996
0500000US06039,Satellite,R,N,4.0,0,0,54823,0,54823
0500000US06039,Satellite,R,T,4.0,0,0,142,0,142
0500000US06039,Satellite,U,N,4.0,0,0,102362,0,102362
0500000US06041,Satellite,R,N,4.0,0,0,17849,0,17849
0500000US06041,Satellite,U,N,4.0,0,1,240976,0,240977
0500000US06043,Satellite,R,N,4.0,0,0,17203,0,17203
0500000US06045,Satellite,R,N,4.0,0,0,39077,0,39077
0500000US06045,Satellite,R,T,4.0,0,0,1021,0,1021
0500000US06045,Satellite,U,N,4.0,0,1,46063,0,46064
0500000US06045,Satellite,U,T,4.0,0,0,587,0,587
0500000US06047,Satellite,R,N,4.0,0,6,48271,0,48277
0500000US06047,Satellite,U,N,4.0,0,0,229400,0,229400
0500000US06049,Satellite,R,N,4.0,0,0,6152,0,6152
0500000US06049,Satellite,R,T,4.0,0,0,153,0,153
0500000US06049,Satellite,U,N,4.0,0,0,2536,0,2536
0500000US06051,Satellite,R,N,4.0,0,0,7027,0,7027
0500000US06051,Satellite,R,T,4.0,0,0,122,0,122
0500000US06051,Satellite,U,N,4.0,0,0,7295,0,7295
0500000US06053,Satellite,R,N,4.0,0,0,53536,0,53536
0500000US06053,Satellite,U,N,4.0,0,0,380525,0,380525
0500000US06055,Satellite,R,N,4.0,0,0,19567,0,19567
0500000US06055,Satellite,U,N,4.0,0,0,118177,0,118177
0500000US06057,Satellite,R,N,4.0,0,0,42767,0,42767
0500000US06057,Satellite,U,N,4.0,0,0,56988,0,56988
0500000US06059,Satellite,R,N,4.0,0,1,13077,0,13078
0500000US06059,Satellite,U,N,4.0,0,19,3162595,0,3162614
0500000US06061,Satellite,R,N,4.0,0,6,69834,0,69840
0500000US06061,Satellite,R,T,4.0,0,0,12,0,12
0500000US06061,Satellite,U,N,4.0,0,2,328470,0,328472
0500000US06063,Satellite,R,N,4.0,0,0,13903,0,13903
0500000US06063,Satellite,R,T,4.0,0,0,33,0,33
0500000US06063,Satellite,U,N,4.0,0,0,4871,0,4871
0500000US06065,Satellite,R,N,4.0,0,11,172154,0,172165
0500000US06065,Satellite,R,T,4.0,0,0,7767,0,7767
0500000US06065,Satellite,U,N,4.0,0,9,2255599,0,2255608
0500000US06065,Satellite,U,T,4.0,0,5,34993,0,34998
0500000US06067,Satellite,R,N,4.0,0,8,38962,0,38970
0500000US06067,Satellite,U,N,4.0,0,9,1513075,0,1513084
0500000US06069,Satellite,R,N,4.0,0,0,18999,0,18999
0500000US06069,Satellite,U,N,4.0,0,0,43803,0,43803
0500000US06071,Satellite,R,N,4.0,0,7,162594,0,162601
0500000US06071,Satellite,R,T,4.0,0,0,2944,0,2944
0500000US06071,Satellite,U,N,4.0,0,4,2014054,0,2014058
0500000US06071,Satellite,U,T,4.0,0,0,470,0,470
0500000US06073,Satellite,R,N,4.0,0,4,140779,0,140783
0500000US06073,Satellite,R,T,4.0,0,0,9643,0,9643
0500000US06073,Satellite,U,N,4.0,0,9,3187513,0,3187522
0500000US06073,Satellite,U,T,4.0,0,0,382,0,382
0500000US06075,Satellite,R,N,4.0,0,2,0,0,2
0500000US06075,Satellite,U,N,4.0,0,1,881546,0,881547
0500000US06077,Satellite,R,N,4.0,0,27,75451,0,75478
0500000US06077,Satellite,U,N,4.0,0,51,686613,0,686664
